_id,ags2,bundesland,datum,m_code_m01a,m_code_m01b,m_code_m02a,m_code_m02b,m_code_m03,m_code_m04,m_code_m05,m_code_m06,m_code_m07,m_code_m08,m_code_m09,m_code_m10,m_code_m11,m_code_m12,m_code_m13,m_code_m14,m_code_m15,m_code_m16,m_code_m17,m_code_m18,m_code_m19,m_code_m20,m_code_m21
1630,03,Niedersachsen,2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,03,Niedersachsen,2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,03,Niedersachsen,2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,03,Niedersachsen,2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,03,Niedersachsen,2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,03,Niedersachsen,2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,03,Niedersachsen,2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,03,Niedersachsen,2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,03,Niedersachsen,2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,03,Niedersachsen,2020-03-27,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1640,03,Niedersachsen,2020-03-28,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1641,03,Niedersachsen,2020-03-29,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1642,03,Niedersachsen,2020-03-30,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1643,03,Niedersachsen,2020-03-31,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1644,03,Niedersachsen,2020-04-01,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1645,03,Niedersachsen,2020-04-02,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1646,03,Niedersachsen,2020-04-03,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1647,03,Niedersachsen,2020-04-04,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1648,03,Niedersachsen,2020-04-05,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1649,03,Niedersachsen,2020-04-06,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1650,03,Niedersachsen,2020-04-07,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1651,03,Niedersachsen,2020-04-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1652,03,Niedersachsen,2020-04-09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1653,03,Niedersachsen,2020-04-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1654,03,Niedersachsen,2020-04-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1655,03,Niedersachsen,2020-04-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1656,03,Niedersachsen,2020-04-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1657,03,Niedersachsen,2020-04-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1658,03,Niedersachsen,2020-04-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1659,03,Niedersachsen,2020-04-16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1660,03,Niedersachsen,2020-04-17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1661,03,Niedersachsen,2020-04-18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1662,03,Niedersachsen,2020-04-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1663,03,Niedersachsen,2020-04-20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1664,03,Niedersachsen,2020-04-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1665,03,Niedersachsen,2020-04-22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1666,03,Niedersachsen,2020-04-23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1667,03,Niedersachsen,2020-04-24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1668,03,Niedersachsen,2020-04-25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1669,03,Niedersachsen,2020-04-26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1670,03,Niedersachsen,2020-04-27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1671,03,Niedersachsen,2020-04-28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1672,03,Niedersachsen,2020-04-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1673,03,Niedersachsen,2020-04-30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1674,03,Niedersachsen,2020-05-01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1675,03,Niedersachsen,2020-05-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1676,03,Niedersachsen,2020-05-03,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1677,03,Niedersachsen,2020-05-04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1678,03,Niedersachsen,2020-05-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1679,03,Niedersachsen,2020-05-06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1680,03,Niedersachsen,2020-05-07,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1681,03,Niedersachsen,2020-05-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1682,03,Niedersachsen,2020-05-09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1683,03,Niedersachsen,2020-05-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
1684,03,Niedersachsen,2020-05-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1685,03,Niedersachsen,2020-05-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1686,03,Niedersachsen,2020-05-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1687,03,Niedersachsen,2020-05-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1688,03,Niedersachsen,2020-05-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1689,03,Niedersachsen,2020-05-16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1690,03,Niedersachsen,2020-05-17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1691,03,Niedersachsen,2020-05-18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1692,03,Niedersachsen,2020-05-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1693,03,Niedersachsen,2020-05-20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1694,03,Niedersachsen,2020-05-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1695,03,Niedersachsen,2020-05-22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1696,03,Niedersachsen,2020-05-23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1697,03,Niedersachsen,2020-05-24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1698,03,Niedersachsen,2020-05-25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1699,03,Niedersachsen,2020-05-26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1700,03,Niedersachsen,2020-05-27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1701,03,Niedersachsen,2020-05-28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1702,03,Niedersachsen,2020-05-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1703,03,Niedersachsen,2020-05-30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1704,03,Niedersachsen,2020-05-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1705,03,Niedersachsen,2020-06-01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1706,03,Niedersachsen,2020-06-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1707,03,Niedersachsen,2020-06-03,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1708,03,Niedersachsen,2020-06-04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1709,03,Niedersachsen,2020-06-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1710,03,Niedersachsen,2020-06-06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1711,03,Niedersachsen,2020-06-07,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1712,03,Niedersachsen,2020-06-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1713,03,Niedersachsen,2020-06-09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1714,03,Niedersachsen,2020-06-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1715,03,Niedersachsen,2020-06-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1716,03,Niedersachsen,2020-06-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1717,03,Niedersachsen,2020-06-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1718,03,Niedersachsen,2020-06-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1719,03,Niedersachsen,2020-06-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1720,03,Niedersachsen,2020-06-16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1721,03,Niedersachsen,2020-06-17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1722,03,Niedersachsen,2020-06-18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1723,03,Niedersachsen,2020-06-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1724,03,Niedersachsen,2020-06-20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1725,03,Niedersachsen,2020-06-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1726,03,Niedersachsen,2020-06-22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1727,03,Niedersachsen,2020-06-23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1728,03,Niedersachsen,2020-06-24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1729,03,Niedersachsen,2020-06-25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1730,03,Niedersachsen,2020-06-26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1731,03,Niedersachsen,2020-06-27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1732,03,Niedersachsen,2020-06-28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1733,03,Niedersachsen,2020-06-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1734,03,Niedersachsen,2020-06-30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1735,03,Niedersachsen,2020-07-01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1736,03,Niedersachsen,2020-07-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1737,03,Niedersachsen,2020-07-03,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1738,03,Niedersachsen,2020-07-04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1739,03,Niedersachsen,2020-07-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1740,03,Niedersachsen,2020-07-06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1741,03,Niedersachsen,2020-07-07,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1742,03,Niedersachsen,2020-07-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1743,03,Niedersachsen,2020-07-09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1744,03,Niedersachsen,2020-07-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1745,03,Niedersachsen,2020-07-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1746,03,Niedersachsen,2020-07-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1747,03,Niedersachsen,2020-07-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1748,03,Niedersachsen,2020-07-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1749,03,Niedersachsen,2020-07-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1750,03,Niedersachsen,2020-07-16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1751,03,Niedersachsen,2020-07-17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1752,03,Niedersachsen,2020-07-18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1753,03,Niedersachsen,2020-07-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1754,03,Niedersachsen,2020-07-20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1755,03,Niedersachsen,2020-07-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1756,03,Niedersachsen,2020-07-22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1757,03,Niedersachsen,2020-07-23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1758,03,Niedersachsen,2020-07-24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1759,03,Niedersachsen,2020-07-25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1760,03,Niedersachsen,2020-07-26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1761,03,Niedersachsen,2020-07-27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1762,03,Niedersachsen,2020-07-28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1763,03,Niedersachsen,2020-07-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1764,03,Niedersachsen,2020-07-30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1765,03,Niedersachsen,2020-07-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1766,03,Niedersachsen,2020-08-01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1767,03,Niedersachsen,2020-08-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1768,03,Niedersachsen,2020-08-03,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1769,03,Niedersachsen,2020-08-04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1770,03,Niedersachsen,2020-08-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1771,03,Niedersachsen,2020-08-06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1772,03,Niedersachsen,2020-08-07,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1773,03,Niedersachsen,2020-08-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1774,03,Niedersachsen,2020-08-09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1775,03,Niedersachsen,2020-08-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1776,03,Niedersachsen,2020-08-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1777,03,Niedersachsen,2020-08-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1778,03,Niedersachsen,2020-08-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1779,03,Niedersachsen,2020-08-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1780,03,Niedersachsen,2020-08-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1781,03,Niedersachsen,2020-08-16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1782,03,Niedersachsen,2020-08-17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1783,03,Niedersachsen,2020-08-18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1784,03,Niedersachsen,2020-08-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1785,03,Niedersachsen,2020-08-20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1786,03,Niedersachsen,2020-08-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1787,03,Niedersachsen,2020-08-22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1788,03,Niedersachsen,2020-08-23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1789,03,Niedersachsen,2020-08-24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1790,03,Niedersachsen,2020-08-25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1791,03,Niedersachsen,2020-08-26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1792,03,Niedersachsen,2020-08-27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1793,03,Niedersachsen,2020-08-28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1794,03,Niedersachsen,2020-08-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1795,03,Niedersachsen,2020-08-30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1796,03,Niedersachsen,2020-08-31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1797,03,Niedersachsen,2020-09-01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1798,03,Niedersachsen,2020-09-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1799,03,Niedersachsen,2020-09-03,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1800,03,Niedersachsen,2020-09-04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1801,03,Niedersachsen,2020-09-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1802,03,Niedersachsen,2020-09-06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1803,03,Niedersachsen,2020-09-07,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1804,03,Niedersachsen,2020-09-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1805,03,Niedersachsen,2020-09-09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1806,03,Niedersachsen,2020-09-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1807,03,Niedersachsen,2020-09-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1808,03,Niedersachsen,2020-09-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1809,03,Niedersachsen,2020-09-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1810,03,Niedersachsen,2020-09-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1811,03,Niedersachsen,2020-09-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1812,03,Niedersachsen,2020-09-16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1813,03,Niedersachsen,2020-09-17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1814,03,Niedersachsen,2020-09-18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1815,03,Niedersachsen,2020-09-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1816,03,Niedersachsen,2020-09-20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1817,03,Niedersachsen,2020-09-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1818,03,Niedersachsen,2020-09-22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1819,03,Niedersachsen,2020-09-23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1820,03,Niedersachsen,2020-09-24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1821,03,Niedersachsen,2020-09-25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1822,03,Niedersachsen,2020-09-26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1823,03,Niedersachsen,2020-09-27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1824,03,Niedersachsen,2020-09-28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1825,03,Niedersachsen,2020-09-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1826,03,Niedersachsen,2020-09-30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1827,03,Niedersachsen,2020-10-01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1828,03,Niedersachsen,2020-10-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1829,03,Niedersachsen,2020-10-03,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1830,03,Niedersachsen,2020-10-04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1831,03,Niedersachsen,2020-10-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1832,03,Niedersachsen,2020-10-06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1833,03,Niedersachsen,2020-10-07,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1834,03,Niedersachsen,2020-10-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1835,03,Niedersachsen,2020-10-09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1836,03,Niedersachsen,2020-10-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1837,03,Niedersachsen,2020-10-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
1838,03,Niedersachsen,2020-10-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
