_id,ags2,bundesland,datum,bl_inz,bl_inz_rate,bl_inz_fix,bl_inz_rate_fix
2735,04,Bremen,2020-10-25,802,117.9,826,121.4
2736,04,Bremen,2020-10-26,854,125.6,864,127.0
2737,04,Bremen,2020-10-27,957,140.7,974,143.2
2738,04,Bremen,2020-10-28,1021,150.1,1037,152.5
2739,04,Bremen,2020-10-29,1110,163.2,1092,160.6
2740,04,Bremen,2020-10-30,1184,174.1,1197,176.0
2741,04,Bremen,2020-10-31,1201,176.6,1204,177.0
2742,04,Bremen,2020-11-01,1359,199.8,1290,189.7
2743,04,Bremen,2020-11-02,1393,204.8,1415,208.0
2744,04,Bremen,2020-11-03,1408,207.0,1428,210.0
2745,04,Bremen,2020-11-04,1461,214.8,1478,217.3
2746,04,Bremen,2020-11-05,1481,217.8,1462,215.0
2747,04,Bremen,2020-11-06,1560,229.4,1537,226.0
2748,04,Bremen,2020-11-07,1544,227.0,1533,225.4
2749,04,Bremen,2020-11-08,1395,205.1,1376,202.3
2750,04,Bremen,2020-11-09,1366,200.8,1363,200.4
2751,04,Bremen,2020-11-10,1273,187.2,1268,186.4
2752,04,Bremen,2020-11-11,1241,182.5,1213,178.3
2753,04,Bremen,2020-11-12,1235,181.6,1184,174.1
2754,04,Bremen,2020-11-13,1108,162.9,1065,156.6
2755,04,Bremen,2020-11-14,1113,163.6,1071,157.5
2756,04,Bremen,2020-11-15,1124,165.3,1067,156.9
2757,04,Bremen,2020-11-16,1065,156.6,1020,150.0
2758,04,Bremen,2020-11-17,1083,159.2,1074,157.9
2759,04,Bremen,2020-11-18,1140,167.6,1153,169.5
2760,04,Bremen,2020-11-19,1022,150.3,1012,148.8
2761,04,Bremen,2020-11-20,1031,151.6,1043,153.4
2762,04,Bremen,2020-11-21,1001,147.2,1009,148.4
2763,04,Bremen,2020-11-22,995,146.3,998,146.7
2764,04,Bremen,2020-11-23,975,143.4,978,143.8
2765,04,Bremen,2020-11-24,987,145.1,989,145.4
2766,04,Bremen,2020-11-25,900,132.3,902,132.6
2767,04,Bremen,2020-11-26,878,129.1,756,111.2
2768,04,Bremen,2020-11-27,831,122.2,826,121.4
2769,04,Bremen,2020-11-28,827,121.6,672,98.8
2770,04,Bremen,2020-11-29,780,114.7,633,93.1
2771,04,Bremen,2020-11-30,787,115.7,793,116.6
2772,04,Bremen,2020-12-01,803,118.1,808,118.8
2773,04,Bremen,2020-12-02,776,114.1,788,115.9
2774,04,Bremen,2020-12-03,738,108.5,744,109.4
2775,04,Bremen,2020-12-04,757,111.3,764,112.3
2776,04,Bremen,2020-12-05,730,107.3,736,108.2
2777,04,Bremen,2020-12-06,759,111.6,765,112.5
2778,04,Bremen,2020-12-07,775,113.9,778,114.4
2779,04,Bremen,2020-12-08,731,107.5,734,107.9
2780,04,Bremen,2020-12-09,775,113.9,778,114.4
2781,04,Bremen,2020-12-10,878,129.1,881,129.5
2782,04,Bremen,2020-12-11,864,127.0,870,127.9
2783,04,Bremen,2020-12-12,908,133.5,915,134.5
2784,04,Bremen,2020-12-13,907,133.4,911,133.9
2785,04,Bremen,2020-12-14,881,129.5,887,130.4
2786,04,Bremen,2020-12-15,895,131.6,897,131.9
2787,04,Bremen,2020-12-16,906,133.2,909,133.7
2788,04,Bremen,2020-12-17,879,129.2,870,127.9
2789,04,Bremen,2020-12-18,880,129.4,884,130.0
2790,04,Bremen,2020-12-19,816,120.0,803,118.1
2791,04,Bremen,2020-12-20,889,130.7,889,130.7
2792,04,Bremen,2020-12-21,916,134.7,911,133.9
2793,04,Bremen,2020-12-22,902,132.6,909,133.7
2794,04,Bremen,2020-12-23,935,137.5,940,138.2
2795,04,Bremen,2020-12-24,856,125.9,861,126.6
2796,04,Bremen,2020-12-25,767,112.8,772,113.5
2797,04,Bremen,2020-12-26,693,101.9,701,103.1
2798,04,Bremen,2020-12-27,601,88.4,611,89.8
2799,04,Bremen,2020-12-28,612,90.0,616,90.6
2800,04,Bremen,2020-12-29,652,95.9,646,95.0
2801,04,Bremen,2020-12-30,554,81.5,546,80.3
2802,04,Bremen,2020-12-31,586,86.2,590,86.7
2803,04,Bremen,2021-01-01,579,85.1,579,85.1
2804,04,Bremen,2021-01-02,559,82.2,556,81.7
2805,04,Bremen,2021-01-03,558,82.0,552,81.2
2806,04,Bremen,2021-01-04,552,81.2,547,80.4
2807,04,Bremen,2021-01-05,500,73.5,502,73.8
2808,04,Bremen,2021-01-06,495,72.8,504,74.1
2809,04,Bremen,2021-01-07,489,71.9,501,73.7
2810,04,Bremen,2021-01-08,544,80.0,558,82.0
2811,04,Bremen,2021-01-09,602,88.5,613,90.1
2812,04,Bremen,2021-01-10,606,89.1,619,91.0
2813,04,Bremen,2021-01-11,592,87.0,588,86.5
2814,04,Bremen,2021-01-12,583,85.7,570,83.8
2815,04,Bremen,2021-01-13,574,84.4,572,84.1
2816,04,Bremen,2021-01-14,541,79.5,536,78.8
2817,04,Bremen,2021-01-15,553,81.3,545,80.1
2818,04,Bremen,2021-01-16,586,86.2,588,86.5
2819,04,Bremen,2021-01-17,583,85.7,590,86.7
2820,04,Bremen,2021-01-18,563,82.8,567,83.4
2821,04,Bremen,2021-01-19,538,79.1,535,78.7
2822,04,Bremen,2021-01-20,520,76.5,522,76.8
2823,04,Bremen,2021-01-21,550,80.9,551,81.0
2824,04,Bremen,2021-01-22,534,78.5,540,79.4
2825,04,Bremen,2021-01-23,505,74.3,512,75.3
2826,04,Bremen,2021-01-24,504,74.1,507,74.5
2827,04,Bremen,2021-01-25,517,76.0,518,76.2
2828,04,Bremen,2021-01-26,533,78.4,529,77.8
2829,04,Bremen,2021-01-27,502,73.8,496,72.9
2830,04,Bremen,2021-01-28,506,74.4,504,74.1
2831,04,Bremen,2021-01-29,569,83.7,561,82.5
2832,04,Bremen,2021-01-30,572,84.1,566,83.2
2833,04,Bremen,2021-01-31,562,82.6,567,83.4
2834,04,Bremen,2021-02-01,569,83.7,570,83.8
2835,04,Bremen,2021-02-02,605,89.0,606,89.1
2836,04,Bremen,2021-02-03,627,92.2,587,86.3
2837,04,Bremen,2021-02-04,612,90.0,612,90.0
2838,04,Bremen,2021-02-05,570,83.8,555,81.6
2839,04,Bremen,2021-02-06,550,80.9,532,78.2
2840,04,Bremen,2021-02-07,566,83.2,554,81.5
2841,04,Bremen,2021-02-08,535,78.7,542,79.7
2842,04,Bremen,2021-02-09,497,73.1,469,69.0
2843,04,Bremen,2021-02-10,456,67.0,453,66.6
2844,04,Bremen,2021-02-11,434,63.8,444,65.3
2845,04,Bremen,2021-02-12,403,59.3,408,60.0
2846,04,Bremen,2021-02-13,389,57.2,400,58.8
2847,04,Bremen,2021-02-14,419,61.6,420,61.8
2848,04,Bremen,2021-02-15,432,63.5,438,64.4
2849,04,Bremen,2021-02-16,444,65.3,424,62.3
2850,04,Bremen,2021-02-17,465,68.4,448,65.9
2851,04,Bremen,2021-02-18,468,68.8,376,55.3
2852,04,Bremen,2021-02-19,500,73.5,483,71.0
2853,04,Bremen,2021-02-20,553,81.3,524,77.0
2854,04,Bremen,2021-02-21,507,74.5,511,75.1
2855,04,Bremen,2021-02-22,523,76.9,522,76.8
2856,04,Bremen,2021-02-23,546,80.3,490,72.0
2857,04,Bremen,2021-02-24,556,81.7,517,76.0
2858,04,Bremen,2021-02-25,566,83.2,531,78.1
2859,04,Bremen,2021-02-26,567,83.4,538,79.1
2860,04,Bremen,2021-02-27,559,82.2,544,80.0
2861,04,Bremen,2021-02-28,580,85.3,565,83.1
2862,04,Bremen,2021-03-01,556,81.7,554,81.5
2863,04,Bremen,2021-03-02,539,79.2,513,75.4
2864,04,Bremen,2021-03-03,526,77.3,516,75.9
2865,04,Bremen,2021-03-04,504,74.1,510,75.0
2866,04,Bremen,2021-03-05,486,71.5,479,70.4
2867,04,Bremen,2021-03-06,452,66.5,449,66.0
2868,04,Bremen,2021-03-07,425,62.5,428,62.9
2869,04,Bremen,2021-03-08,433,63.7,439,64.5
2870,04,Bremen,2021-03-09,411,60.4,394,57.9
2871,04,Bremen,2021-03-10,418,61.5,411,60.4
2872,04,Bremen,2021-03-11,444,65.3,420,61.8
2873,04,Bremen,2021-03-12,454,66.8,435,64.0
2874,04,Bremen,2021-03-13,483,71.0,463,68.1
2875,04,Bremen,2021-03-14,522,76.8,508,74.7
2876,04,Bremen,2021-03-15,552,81.2,542,79.7
2877,04,Bremen,2021-03-16,569,83.7,537,79.0
2878,04,Bremen,2021-03-17,617,90.7,577,84.8
2879,04,Bremen,2021-03-18,666,97.9,642,94.4
2880,04,Bremen,2021-03-19,690,101.5,658,96.7
2881,04,Bremen,2021-03-20,700,102.9,684,100.6
2882,04,Bremen,2021-03-21,702,103.2,700,102.9
2883,04,Bremen,2021-03-22,706,103.8,701,103.1
2884,04,Bremen,2021-03-23,767,112.8,720,105.9
2885,04,Bremen,2021-03-24,805,118.4,762,112.0
2886,04,Bremen,2021-03-25,843,123.9,794,116.7
2887,04,Bremen,2021-03-26,903,132.8,853,125.4
2888,04,Bremen,2021-03-27,926,136.2,892,131.2
2889,04,Bremen,2021-03-28,941,138.4,927,136.3
2890,04,Bremen,2021-03-29,960,141.1,943,138.6
2891,04,Bremen,2021-03-30,940,138.2,902,132.6
2892,04,Bremen,2021-03-31,909,133.7,870,127.9
2893,04,Bremen,2021-04-01,885,130.1,855,125.7
2894,04,Bremen,2021-04-02,859,126.3,819,120.4
2895,04,Bremen,2021-04-03,801,117.8,809,118.9
2896,04,Bremen,2021-04-04,809,118.9,816,120.0
2897,04,Bremen,2021-04-05,790,116.2,794,116.7
2898,04,Bremen,2021-04-06,693,101.9,695,102.2
2899,04,Bremen,2021-04-07,736,108.2,677,99.5
2900,04,Bremen,2021-04-08,823,121.0,833,122.5
2901,04,Bremen,2021-04-09,838,123.2,841,123.7
2902,04,Bremen,2021-04-10,895,131.6,902,132.6
2903,04,Bremen,2021-04-11,905,133.1,917,134.8
2904,04,Bremen,2021-04-12,954,140.3,956,140.6
2905,04,Bremen,2021-04-13,1069,157.2,1084,159.4
2906,04,Bremen,2021-04-14,1147,168.6,1160,170.6
2907,04,Bremen,2021-04-15,1098,161.4,1118,164.4
2908,04,Bremen,2021-04-16,1092,160.6,1115,163.9
2909,04,Bremen,2021-04-17,1133,166.6,1164,171.1
2910,04,Bremen,2021-04-18,1128,165.9,1160,170.6
2911,04,Bremen,2021-04-19,1090,160.3,1118,164.4
2912,04,Bremen,2021-04-20,1132,166.4,1157,170.1
2913,04,Bremen,2021-04-21,1079,158.6,1100,161.7
2914,04,Bremen,2021-04-22,1102,162.0,1126,165.6
2915,04,Bremen,2021-04-23,1095,161.0,1118,164.4
2916,04,Bremen,2021-04-24,1088,160.0,1117,164.2
2917,04,Bremen,2021-04-25,1048,154.1,1077,158.4
2918,04,Bremen,2021-04-26,1058,155.6,1082,159.1
2919,04,Bremen,2021-04-27,1013,148.9,1036,152.3
2920,04,Bremen,2021-04-28,981,144.2,1008,148.2
2921,04,Bremen,2021-04-29,925,136.0,945,138.9
2922,04,Bremen,2021-04-30,869,127.8,886,130.3
2923,04,Bremen,2021-05-01,885,130.1,734,107.9
2924,04,Bremen,2021-05-02,872,128.2,881,129.5
2925,04,Bremen,2021-05-03,833,122.5,844,124.1
2926,04,Bremen,2021-05-04,832,122.3,841,123.7
2927,04,Bremen,2021-05-05,805,118.4,821,120.7
2928,04,Bremen,2021-05-06,753,110.7,767,112.8
2929,04,Bremen,2021-05-07,740,108.8,754,110.9
2930,04,Bremen,2021-05-08,663,97.5,676,99.4
2931,04,Bremen,2021-05-09,662,97.3,676,99.4
2932,04,Bremen,2021-05-10,650,95.6,661,97.2
2933,04,Bremen,2021-05-11,594,87.3,613,90.1
2934,04,Bremen,2021-05-12,546,80.3,563,82.8
2935,04,Bremen,2021-05-13,488,71.8,509,74.8
2936,04,Bremen,2021-05-14,446,65.6,457,67.2
2937,04,Bremen,2021-05-15,412,60.6,426,62.6
2938,04,Bremen,2021-05-16,417,61.3,433,63.7
2939,04,Bremen,2021-05-17,418,61.5,428,62.9
2940,04,Bremen,2021-05-18,400,58.8,406,59.7
2941,04,Bremen,2021-05-19,375,55.1,380,55.9
2942,04,Bremen,2021-05-20,393,57.8,397,58.4
2943,04,Bremen,2021-05-21,398,58.5,401,59.0
2944,04,Bremen,2021-05-22,373,54.8,380,55.9
2945,04,Bremen,2021-05-23,347,51.0,354,52.0
2946,04,Bremen,2021-05-24,336,49.4,343,50.4
2947,04,Bremen,2021-05-25,275,40.4,281,41.3
2948,04,Bremen,2021-05-26,223,32.8,226,33.2
2949,04,Bremen,2021-05-27,212,31.2,216,31.8
2950,04,Bremen,2021-05-28,203,29.8,211,31.0
2951,04,Bremen,2021-05-29,215,31.6,223,32.8
2952,04,Bremen,2021-05-30,212,31.2,220,32.3
2953,04,Bremen,2021-05-31,206,30.3,214,31.5
2954,04,Bremen,2021-06-01,233,34.3,243,35.7
2955,04,Bremen,2021-06-02,214,31.5,226,33.2
2956,04,Bremen,2021-06-03,204,30.0,212,31.2
2957,04,Bremen,2021-06-04,193,28.4,196,28.8
2958,04,Bremen,2021-06-05,169,24.8,172,25.3
2959,04,Bremen,2021-06-06,168,24.7,169,24.8
2960,04,Bremen,2021-06-07,160,23.5,159,23.4
2961,04,Bremen,2021-06-08,147,21.6,147,21.6
2962,04,Bremen,2021-06-09,140,20.6,140,20.6
2963,04,Bremen,2021-06-10,120,17.6,122,17.9
2964,04,Bremen,2021-06-11,116,17.1,113,16.6
2965,04,Bremen,2021-06-12,104,15.3,105,15.4
2966,04,Bremen,2021-06-13,97,14.3,99,14.6
2967,04,Bremen,2021-06-14,98,14.4,99,14.6
2968,04,Bremen,2021-06-15,75,11.0,76,11.2
2969,04,Bremen,2021-06-16,72,10.6,72,10.6
2970,04,Bremen,2021-06-17,57,8.4,57,8.4
2971,04,Bremen,2021-06-18,46,6.8,43,6.3
2972,04,Bremen,2021-06-19,44,6.5,43,6.3
2973,04,Bremen,2021-06-20,43,6.3,43,6.3
2974,04,Bremen,2021-06-21,45,6.6,45,6.6
2975,04,Bremen,2021-06-22,52,7.6,51,7.5
2976,04,Bremen,2021-06-23,53,7.8,50,7.4
2977,04,Bremen,2021-06-24,56,8.2,52,7.6
2978,04,Bremen,2021-06-25,52,7.6,52,7.6
2979,04,Bremen,2021-06-26,49,7.2,49,7.2
2980,04,Bremen,2021-06-27,47,6.9,47,6.9
2981,04,Bremen,2021-06-28,43,6.3,43,6.3
2982,04,Bremen,2021-06-29,42,6.2,40,5.9
2983,04,Bremen,2021-06-30,43,6.3,41,6.0
2984,04,Bremen,2021-07-01,42,6.2,41,6.0
2985,04,Bremen,2021-07-02,44,6.5,44,6.5
2986,04,Bremen,2021-07-03,48,7.1,48,7.1
2987,04,Bremen,2021-07-04,51,7.5,51,7.5
2988,04,Bremen,2021-07-05,56,8.2,56,8.2
2989,04,Bremen,2021-07-06,55,8.1,59,8.7
2990,04,Bremen,2021-07-07,58,8.5,50,7.4
2991,04,Bremen,2021-07-08,60,8.8,67,9.9
2992,04,Bremen,2021-07-09,61,9.0,66,9.7
2993,04,Bremen,2021-07-10,64,9.4,70,10.3
2994,04,Bremen,2021-07-11,67,9.9,72,10.6
2995,04,Bremen,2021-07-12,64,9.4,67,9.9
2996,04,Bremen,2021-07-13,73,10.7,78,11.5
2997,04,Bremen,2021-07-14,70,10.3,73,10.7
2998,04,Bremen,2021-07-15,79,11.6,80,11.8
2999,04,Bremen,2021-07-16,88,12.9,88,12.9
3000,04,Bremen,2021-07-17,93,13.7,93,13.7
3001,04,Bremen,2021-07-18,87,12.8,90,13.2
3002,04,Bremen,2021-07-19,94,13.8,96,14.1
3003,04,Bremen,2021-07-20,92,13.5,95,14.0
3004,04,Bremen,2021-07-21,101,14.9,101,14.9
3005,04,Bremen,2021-07-22,105,15.4,85,12.5
3006,04,Bremen,2021-07-23,106,15.6,110,16.2
3007,04,Bremen,2021-07-24,107,15.7,113,16.6
3008,04,Bremen,2021-07-25,117,17.2,119,17.5
3009,04,Bremen,2021-07-26,116,17.1,120,17.6
3010,04,Bremen,2021-07-27,139,20.4,136,20.0
3011,04,Bremen,2021-07-28,140,20.6,137,20.1
3012,04,Bremen,2021-07-29,146,21.5,139,20.4
3013,04,Bremen,2021-07-30,156,22.9,147,21.6
3014,04,Bremen,2021-07-31,172,25.3,165,24.3
3015,04,Bremen,2021-08-01,177,26.0,169,24.8
3016,04,Bremen,2021-08-02,179,26.3,174,25.6
3017,04,Bremen,2021-08-03,176,25.9,172,25.3
3018,04,Bremen,2021-08-04,188,27.6,177,26.0
3019,04,Bremen,2021-08-05,194,28.5,179,26.3
3020,04,Bremen,2021-08-06,191,28.1,177,26.0
3021,04,Bremen,2021-08-07,181,26.6,164,24.1
3022,04,Bremen,2021-08-08,183,26.9,169,24.8
3023,04,Bremen,2021-08-09,182,26.8,166,24.4
3024,04,Bremen,2021-08-10,194,28.5,176,25.9
3025,04,Bremen,2021-08-11,206,30.3,191,28.1
3026,04,Bremen,2021-08-12,211,31.0,200,29.4
3027,04,Bremen,2021-08-13,243,35.7,225,33.1
3028,04,Bremen,2021-08-14,265,39.0,243,35.7
3029,04,Bremen,2021-08-15,284,41.8,261,38.4
3030,04,Bremen,2021-08-16,308,45.3,282,41.5
3031,04,Bremen,2021-08-17,308,45.3,276,40.6
3032,04,Bremen,2021-08-18,340,50.0,302,44.4
3033,04,Bremen,2021-08-19,384,56.5,344,50.6
3034,04,Bremen,2021-08-20,374,55.0,337,49.5
3035,04,Bremen,2021-08-21,384,56.5,359,52.8
3036,04,Bremen,2021-08-22,395,58.1,370,54.4
3037,04,Bremen,2021-08-23,394,57.9,365,53.7
3038,04,Bremen,2021-08-24,425,62.5,408,60.0
3039,04,Bremen,2021-08-25,467,68.7,443,65.1
3040,04,Bremen,2021-08-26,478,70.3,457,67.2
3041,04,Bremen,2021-08-27,535,78.7,509,74.8
3042,04,Bremen,2021-08-28,588,86.5,562,82.6
3043,04,Bremen,2021-08-29,589,86.6,569,83.7
3044,04,Bremen,2021-08-30,605,89.0,557,81.9
3045,04,Bremen,2021-08-31,689,101.3,643,94.5
3046,04,Bremen,2021-09-01,688,101.2,661,97.2
3047,04,Bremen,2021-09-02,704,103.5,687,101.0
3048,04,Bremen,2021-09-03,736,108.2,717,105.4
3049,04,Bremen,2021-09-04,811,119.2,747,109.8
3050,04,Bremen,2021-09-05,793,116.6,790,116.2
3051,04,Bremen,2021-09-06,785,115.4,785,115.4
3052,04,Bremen,2021-09-07,800,117.6,800,117.6
3053,04,Bremen,2021-09-08,833,122.5,831,122.2
3054,04,Bremen,2021-09-09,849,124.8,846,124.4
3055,04,Bremen,2021-09-10,854,125.6,850,125.0
3056,04,Bremen,2021-09-11,783,115.1,778,114.4
3057,04,Bremen,2021-09-12,801,117.8,798,117.3
3058,04,Bremen,2021-09-13,801,117.8,798,117.3
3059,04,Bremen,2021-09-14,796,117.0,776,114.1
3060,04,Bremen,2021-09-15,773,113.7,767,112.8
3061,04,Bremen,2021-09-16,745,109.5,741,108.9
3062,04,Bremen,2021-09-17,721,106.0,720,105.9
3063,04,Bremen,2021-09-18,712,104.7,713,104.8
3064,04,Bremen,2021-09-19,755,111.0,754,110.9
3065,04,Bremen,2021-09-20,739,108.7,736,108.2
3066,04,Bremen,2021-09-21,730,107.3,700,102.9
3067,04,Bremen,2021-09-22,739,108.7,726,106.7
3068,04,Bremen,2021-09-23,761,111.9,757,111.3
3069,04,Bremen,2021-09-24,804,118.2,785,115.4
3070,04,Bremen,2021-09-25,791,116.3,778,114.4
3071,04,Bremen,2021-09-26,758,111.4,744,109.4
3072,04,Bremen,2021-09-27,765,112.5,767,112.8
3073,04,Bremen,2021-09-28,786,115.6,788,115.9
3074,04,Bremen,2021-09-29,793,116.6,794,116.7
3075,04,Bremen,2021-09-30,820,120.6,823,121.0
3076,04,Bremen,2021-10-01,773,113.7,778,114.4
3077,04,Bremen,2021-10-02,769,113.1,783,115.1
3078,04,Bremen,2021-10-03,759,111.6,771,113.4
3079,04,Bremen,2021-10-04,769,113.1,776,114.1
3080,04,Bremen,2021-10-05,724,106.5,721,106.0
3081,04,Bremen,2021-10-06,738,108.5,740,108.8
3082,04,Bremen,2021-10-07,713,104.8,719,105.7
3083,04,Bremen,2021-10-08,696,102.3,701,103.1
3084,04,Bremen,2021-10-09,700,102.9,708,104.1
3085,04,Bremen,2021-10-10,685,100.7,696,102.3
3086,04,Bremen,2021-10-11,674,99.1,686,100.9
3087,04,Bremen,2021-10-12,640,94.1,653,96.0
3088,04,Bremen,2021-10-13,572,84.1,582,85.6
3089,04,Bremen,2021-10-14,542,79.7,540,79.4
3090,04,Bremen,2021-10-15,525,77.2,528,77.6
3091,04,Bremen,2021-10-16,495,72.8,496,72.9
3092,04,Bremen,2021-10-17,512,75.3,515,75.7
3093,04,Bremen,2021-10-18,495,72.8,495,72.8
3094,04,Bremen,2021-10-19,477,70.1,478,70.3
3095,04,Bremen,2021-10-20,493,72.5,492,72.3
3096,04,Bremen,2021-10-21,484,71.2,493,72.5
3097,04,Bremen,2021-10-22,477,70.1,479,70.4
3098,04,Bremen,2021-10-23,474,69.7,480,70.6
3099,04,Bremen,2021-10-24,452,66.5,459,67.5
3100,04,Bremen,2021-10-25,470,69.1,472,69.4
3101,04,Bremen,2021-10-26,500,73.5,503,74.0
3102,04,Bremen,2021-10-27,508,74.7,511,75.1
3103,04,Bremen,2021-10-28,527,77.5,528,77.6
3104,04,Bremen,2021-10-29,539,79.2,538,79.1
3105,04,Bremen,2021-10-30,576,84.7,578,85.0
3106,04,Bremen,2021-10-31,580,85.3,583,85.7
3107,04,Bremen,2021-11-01,581,85.4,585,86.0
3108,04,Bremen,2021-11-02,586,86.2,592,87.0
3109,04,Bremen,2021-11-03,569,83.7,573,84.2
3110,04,Bremen,2021-11-04,560,82.3,565,83.1
3111,04,Bremen,2021-11-05,583,85.7,581,85.4
3112,04,Bremen,2021-11-06,590,86.7,596,87.6
3113,04,Bremen,2021-11-07,598,87.9,604,88.8
3114,04,Bremen,2021-11-08,592,87.0,597,87.8
3115,04,Bremen,2021-11-09,624,91.7,626,92.0
3116,04,Bremen,2021-11-10,626,92.0,628,92.3
3117,04,Bremen,2021-11-11,672,98.8,684,100.6
3118,04,Bremen,2021-11-12,694,102.0,702,103.2
3119,04,Bremen,2021-11-13,678,99.7,688,101.2
3120,04,Bremen,2021-11-14,756,111.2,771,113.4
3121,04,Bremen,2021-11-15,778,114.4,784,115.3
3122,04,Bremen,2021-11-16,777,114.2,778,114.4
3123,04,Bremen,2021-11-17,908,133.5,908,133.5
3124,04,Bremen,2021-11-18,955,140.4,955,140.4
3125,04,Bremen,2021-11-19,1052,154.7,1054,155.0
3126,04,Bremen,2021-11-20,1242,182.6,1132,166.4
3127,04,Bremen,2021-11-21,1209,177.8,1218,179.1
3128,04,Bremen,2021-11-22,1243,182.8,1249,183.6
3129,04,Bremen,2021-11-23,1362,200.3,1367,201.0
3130,04,Bremen,2021-11-24,1309,192.5,1295,190.4
3131,04,Bremen,2021-11-25,1488,218.8,1492,219.4
3132,04,Bremen,2021-11-26,1512,222.3,1519,223.3
3133,04,Bremen,2021-11-27,1441,211.9,1455,213.9
3134,04,Bremen,2021-11-28,1467,215.7,1489,218.9
3135,04,Bremen,2021-11-29,1475,216.9,1493,219.5
3136,04,Bremen,2021-11-30,1441,211.9,1449,213.0
3137,04,Bremen,2021-12-01,1550,227.9,1551,228.0
3138,04,Bremen,2021-12-02,1375,202.2,1386,203.8
3139,04,Bremen,2021-12-03,1389,204.2,1373,201.9
3140,04,Bremen,2021-12-04,1438,211.4,1172,172.3
3141,04,Bremen,2021-12-05,1444,212.3,1460,214.7
3142,04,Bremen,2021-12-06,1459,214.5,1466,215.5
3143,04,Bremen,2021-12-07,1498,220.3,1477,217.2
3144,04,Bremen,2021-12-08,1552,228.2,1519,223.3
3145,04,Bremen,2021-12-09,1562,229.7,1544,227.0
3146,04,Bremen,2021-12-10,1547,227.5,1554,228.5
3147,04,Bremen,2021-12-11,1449,213.0,1303,191.6
3148,04,Bremen,2021-12-12,1487,218.6,1502,220.8
3149,04,Bremen,2021-12-13,1559,229.2,1563,229.8
3150,04,Bremen,2021-12-14,1572,231.1,1541,226.6
3151,04,Bremen,2021-12-15,1598,235.0,1570,230.8
3152,04,Bremen,2021-12-16,1751,257.5,1725,253.6
3153,04,Bremen,2021-12-17,1840,270.5,1792,263.5
3154,04,Bremen,2021-12-18,1889,277.7,1802,264.9
3155,04,Bremen,2021-12-19,1886,277.3,1885,277.2
3156,04,Bremen,2021-12-20,1906,280.2,1907,280.4
3157,04,Bremen,2021-12-21,1937,284.8,1942,285.5
3158,04,Bremen,2021-12-22,2011,295.7,2017,296.6
3159,04,Bremen,2021-12-23,1986,292.0,1936,284.7
3160,04,Bremen,2021-12-24,1801,264.8,1802,264.9
3161,04,Bremen,2021-12-25,1839,270.4,1837,270.1
3162,04,Bremen,2021-12-26,1860,273.5,1861,273.6
3163,04,Bremen,2021-12-27,1810,266.1,1799,264.5
3164,04,Bremen,2021-12-28,1957,287.7,1943,285.7
3165,04,Bremen,2021-12-29,1910,280.8,1895,278.6
3166,04,Bremen,2021-12-30,2278,334.9,2233,328.3
3167,04,Bremen,2021-12-31,2737,402.4,2734,402.0
3168,04,Bremen,2022-01-01,2906,427.3,2848,418.7
3169,04,Bremen,2022-01-02,3232,475.2,3187,468.6
3170,04,Bremen,2022-01-03,3647,536.2,3512,516.4
3171,04,Bremen,2022-01-04,4081,600.0,3916,575.8
3172,04,Bremen,2022-01-05,5133,754.7,4854,713.7
3173,04,Bremen,2022-01-06,5643,829.7,5438,799.6
3174,04,Bremen,2022-01-07,7018,1031.9,6688,983.3
3175,04,Bremen,2022-01-08,7090,1042.4,7023,1032.6
3176,04,Bremen,2022-01-09,7075,1040.2,6992,1028.0
3177,04,Bremen,2022-01-10,8384,1232.7,8060,1185.1
3178,04,Bremen,2022-01-11,9035,1328.4,8820,1296.8
3179,04,Bremen,2022-01-12,9668,1421.5,9176,1349.2
3180,04,Bremen,2022-01-13,9997,1469.9,9707,1427.2
3181,04,Bremen,2022-01-14,9553,1404.6,9375,1378.4
3182,04,Bremen,2022-01-15,9545,1403.4,9530,1401.2
3183,04,Bremen,2022-01-16,9441,1388.1,9449,1389.3
3184,04,Bremen,2022-01-17,9084,1335.6,8824,1297.4
3185,04,Bremen,2022-01-18,9221,1355.8,8812,1295.6
3186,04,Bremen,2022-01-19,9193,1351.7,8807,1294.9
3187,04,Bremen,2022-01-20,8726,1283.0,8561,1258.7
3188,04,Bremen,2022-01-21,9303,1367.8,9016,1325.6
3189,04,Bremen,2022-01-22,9469,1392.2,8547,1256.7
3190,04,Bremen,2022-01-23,9448,1389.1,9439,1387.8
3191,04,Bremen,2022-01-24,10463,1538.4,10177,1496.3
3192,04,Bremen,2022-01-25,10886,1600.6,10756,1581.5
3193,04,Bremen,2022-01-26,10534,1548.8,10141,1491.0
3194,04,Bremen,2022-01-27,11077,1628.7,10805,1588.7
3195,04,Bremen,2022-01-28,10599,1558.4,10459,1537.8
3196,04,Bremen,2022-01-29,10514,1545.9,10312,1516.2
3197,04,Bremen,2022-01-30,10852,1595.6,10718,1575.9
3198,04,Bremen,2022-01-31,9868,1450.9,9656,1419.7
3199,04,Bremen,2022-02-01,9078,1334.7,8818,1296.5
3200,04,Bremen,2022-02-02,9047,1330.2,8736,1284.5
3201,04,Bremen,2022-02-03,9258,1361.2,8993,1322.2
3202,04,Bremen,2022-02-04,8961,1317.5,8750,1286.5
3203,04,Bremen,2022-02-05,9049,1330.5,8985,1321.1
3204,04,Bremen,2022-02-06,9017,1325.8,8930,1313.0
