_id,ags2,bundesland,datum,bl_inz,bl_inz_rate,bl_inz_fix,bl_inz_rate_fix
1,01,Schleswig-Holstein,2020-03-01,2,0.1,-99,-99
2,01,Schleswig-Holstein,2020-03-02,4,0.1,-99,-99
3,01,Schleswig-Holstein,2020-03-03,5,0.2,-99,-99
4,01,Schleswig-Holstein,2020-03-04,5,0.2,-99,-99
5,01,Schleswig-Holstein,2020-03-05,6,0.2,-99,-99
6,01,Schleswig-Holstein,2020-03-06,7,0.2,-99,-99
7,01,Schleswig-Holstein,2020-03-07,6,0.2,-99,-99
8,01,Schleswig-Holstein,2020-03-08,7,0.2,-99,-99
9,01,Schleswig-Holstein,2020-03-09,8,0.3,-99,-99
10,01,Schleswig-Holstein,2020-03-10,14,0.5,-99,-99
11,01,Schleswig-Holstein,2020-03-11,33,1.1,-99,-99
12,01,Schleswig-Holstein,2020-03-12,50,1.7,-99,-99
13,01,Schleswig-Holstein,2020-03-13,75,2.6,-99,-99
14,01,Schleswig-Holstein,2020-03-14,99,3.4,-99,-99
15,01,Schleswig-Holstein,2020-03-15,119,4.1,-99,-99
16,01,Schleswig-Holstein,2020-03-16,145,5.0,-99,-99
17,01,Schleswig-Holstein,2020-03-17,184,6.3,-99,-99
18,01,Schleswig-Holstein,2020-03-18,218,7.5,-99,-99
19,01,Schleswig-Holstein,2020-03-19,260,8.9,-99,-99
20,01,Schleswig-Holstein,2020-03-20,311,10.7,-99,-99
21,01,Schleswig-Holstein,2020-03-21,332,11.4,-99,-99
22,01,Schleswig-Holstein,2020-03-22,345,11.9,-99,-99
23,01,Schleswig-Holstein,2020-03-23,409,14.1,-99,-99
24,01,Schleswig-Holstein,2020-03-24,463,15.9,-99,-99
25,01,Schleswig-Holstein,2020-03-25,496,17.0,-99,-99
26,01,Schleswig-Holstein,2020-03-26,532,18.3,-99,-99
27,01,Schleswig-Holstein,2020-03-27,572,19.7,-99,-99
28,01,Schleswig-Holstein,2020-03-28,608,20.9,-99,-99
29,01,Schleswig-Holstein,2020-03-29,617,21.2,-99,-99
30,01,Schleswig-Holstein,2020-03-30,602,20.7,-99,-99
31,01,Schleswig-Holstein,2020-03-31,606,20.8,-99,-99
32,01,Schleswig-Holstein,2020-04-01,622,21.4,-99,-99
33,01,Schleswig-Holstein,2020-04-02,637,21.9,-99,-99
34,01,Schleswig-Holstein,2020-04-03,631,21.7,-99,-99
35,01,Schleswig-Holstein,2020-04-04,619,21.3,-99,-99
36,01,Schleswig-Holstein,2020-04-05,612,21.0,-99,-99
37,01,Schleswig-Holstein,2020-04-06,594,20.4,-99,-99
38,01,Schleswig-Holstein,2020-04-07,602,20.7,-99,-99
39,01,Schleswig-Holstein,2020-04-08,590,20.3,-99,-99
40,01,Schleswig-Holstein,2020-04-09,571,19.6,-99,-99
41,01,Schleswig-Holstein,2020-04-10,493,16.9,-99,-99
42,01,Schleswig-Holstein,2020-04-11,464,15.9,-99,-99
43,01,Schleswig-Holstein,2020-04-12,444,15.3,-99,-99
44,01,Schleswig-Holstein,2020-04-13,482,16.6,-99,-99
45,01,Schleswig-Holstein,2020-04-14,388,13.3,-99,-99
46,01,Schleswig-Holstein,2020-04-15,340,11.7,-99,-99
47,01,Schleswig-Holstein,2020-04-16,299,10.3,-99,-99
48,01,Schleswig-Holstein,2020-04-17,305,10.5,-99,-99
49,01,Schleswig-Holstein,2020-04-18,290,10.0,-99,-99
50,01,Schleswig-Holstein,2020-04-19,283,9.7,-99,-99
51,01,Schleswig-Holstein,2020-04-20,213,7.3,-99,-99
52,01,Schleswig-Holstein,2020-04-21,233,8.0,-99,-99
53,01,Schleswig-Holstein,2020-04-22,226,7.8,-99,-99
54,01,Schleswig-Holstein,2020-04-23,216,7.4,-99,-99
55,01,Schleswig-Holstein,2020-04-24,215,7.4,-99,-99
56,01,Schleswig-Holstein,2020-04-25,206,7.1,-99,-99
57,01,Schleswig-Holstein,2020-04-26,203,7.0,-99,-99
58,01,Schleswig-Holstein,2020-04-27,188,6.5,-99,-99
59,01,Schleswig-Holstein,2020-04-28,172,5.9,-99,-99
60,01,Schleswig-Holstein,2020-04-29,155,5.3,-99,-99
61,01,Schleswig-Holstein,2020-04-30,133,4.6,-99,-99
62,01,Schleswig-Holstein,2020-05-01,107,3.7,-99,-99
63,01,Schleswig-Holstein,2020-05-02,102,3.5,-99,-99
64,01,Schleswig-Holstein,2020-05-03,145,5.0,-99,-99
65,01,Schleswig-Holstein,2020-05-04,148,5.1,-99,-99
66,01,Schleswig-Holstein,2020-05-05,177,6.1,140,4.8
67,01,Schleswig-Holstein,2020-05-06,175,6.0,142,4.9
68,01,Schleswig-Holstein,2020-05-07,190,6.5,149,5.1
69,01,Schleswig-Holstein,2020-05-08,199,6.8,174,6.0
70,01,Schleswig-Holstein,2020-05-09,208,7.1,202,6.9
71,01,Schleswig-Holstein,2020-05-10,179,6.1,171,5.9
72,01,Schleswig-Holstein,2020-05-11,168,5.8,159,5.5
73,01,Schleswig-Holstein,2020-05-12,133,4.6,128,4.4
74,01,Schleswig-Holstein,2020-05-13,130,4.5,123,4.2
75,01,Schleswig-Holstein,2020-05-14,101,3.5,95,3.3
76,01,Schleswig-Holstein,2020-05-15,86,3.0,82,2.8
77,01,Schleswig-Holstein,2020-05-16,68,2.3,66,2.3
78,01,Schleswig-Holstein,2020-05-17,49,1.7,48,1.6
79,01,Schleswig-Holstein,2020-05-18,44,1.5,43,1.5
80,01,Schleswig-Holstein,2020-05-19,42,1.4,39,1.3
81,01,Schleswig-Holstein,2020-05-20,38,1.3,34,1.2
82,01,Schleswig-Holstein,2020-05-21,56,1.9,47,1.6
83,01,Schleswig-Holstein,2020-05-22,67,2.3,63,2.2
84,01,Schleswig-Holstein,2020-05-23,65,2.2,61,2.1
85,01,Schleswig-Holstein,2020-05-24,65,2.2,60,2.1
86,01,Schleswig-Holstein,2020-05-25,65,2.2,64,2.2
87,01,Schleswig-Holstein,2020-05-26,58,2.0,53,1.8
88,01,Schleswig-Holstein,2020-05-27,49,1.7,46,1.6
89,01,Schleswig-Holstein,2020-05-28,32,1.1,29,1.0
90,01,Schleswig-Holstein,2020-05-29,28,1.0,23,0.8
91,01,Schleswig-Holstein,2020-05-30,31,1.1,27,0.9
92,01,Schleswig-Holstein,2020-05-31,33,1.1,30,1.0
93,01,Schleswig-Holstein,2020-06-01,37,1.3,36,1.2
94,01,Schleswig-Holstein,2020-06-02,31,1.1,33,1.1
95,01,Schleswig-Holstein,2020-06-03,31,1.1,33,1.1
96,01,Schleswig-Holstein,2020-06-04,25,0.9,27,0.9
97,01,Schleswig-Holstein,2020-06-05,13,0.4,15,0.5
98,01,Schleswig-Holstein,2020-06-06,12,0.4,13,0.4
99,01,Schleswig-Holstein,2020-06-07,10,0.3,11,0.4
100,01,Schleswig-Holstein,2020-06-08,8,0.3,10,0.3
101,01,Schleswig-Holstein,2020-06-09,8,0.3,10,0.3
102,01,Schleswig-Holstein,2020-06-10,11,0.4,12,0.4
103,01,Schleswig-Holstein,2020-06-11,14,0.5,15,0.5
104,01,Schleswig-Holstein,2020-06-12,13,0.4,13,0.4
105,01,Schleswig-Holstein,2020-06-13,11,0.4,10,0.3
106,01,Schleswig-Holstein,2020-06-14,10,0.3,9,0.3
107,01,Schleswig-Holstein,2020-06-15,10,0.3,8,0.3
108,01,Schleswig-Holstein,2020-06-16,10,0.3,9,0.3
109,01,Schleswig-Holstein,2020-06-17,7,0.2,7,0.2
110,01,Schleswig-Holstein,2020-06-18,13,0.4,13,0.4
111,01,Schleswig-Holstein,2020-06-19,14,0.5,14,0.5
112,01,Schleswig-Holstein,2020-06-20,15,0.5,15,0.5
113,01,Schleswig-Holstein,2020-06-21,17,0.6,17,0.6
114,01,Schleswig-Holstein,2020-06-22,15,0.5,15,0.5
115,01,Schleswig-Holstein,2020-06-23,15,0.5,15,0.5
116,01,Schleswig-Holstein,2020-06-24,19,0.7,18,0.6
117,01,Schleswig-Holstein,2020-06-25,16,0.5,13,0.4
118,01,Schleswig-Holstein,2020-06-26,15,0.5,13,0.4
119,01,Schleswig-Holstein,2020-06-27,17,0.6,13,0.4
120,01,Schleswig-Holstein,2020-06-28,16,0.5,11,0.4
121,01,Schleswig-Holstein,2020-06-29,19,0.7,17,0.6
122,01,Schleswig-Holstein,2020-06-30,24,0.8,21,0.7
123,01,Schleswig-Holstein,2020-07-01,32,1.1,23,0.8
124,01,Schleswig-Holstein,2020-07-02,31,1.1,29,1.0
125,01,Schleswig-Holstein,2020-07-03,34,1.2,30,1.0
126,01,Schleswig-Holstein,2020-07-04,34,1.2,30,1.0
127,01,Schleswig-Holstein,2020-07-05,38,1.3,35,1.2
128,01,Schleswig-Holstein,2020-07-06,35,1.2,34,1.2
129,01,Schleswig-Holstein,2020-07-07,33,1.1,34,1.2
130,01,Schleswig-Holstein,2020-07-08,28,1.0,28,1.0
131,01,Schleswig-Holstein,2020-07-09,26,0.9,24,0.8
132,01,Schleswig-Holstein,2020-07-10,23,0.8,24,0.8
133,01,Schleswig-Holstein,2020-07-11,20,0.7,21,0.7
134,01,Schleswig-Holstein,2020-07-12,23,0.8,17,0.6
135,01,Schleswig-Holstein,2020-07-13,33,1.1,31,1.1
136,01,Schleswig-Holstein,2020-07-14,37,1.3,35,1.2
137,01,Schleswig-Holstein,2020-07-15,38,1.3,34,1.2
138,01,Schleswig-Holstein,2020-07-16,37,1.3,34,1.2
139,01,Schleswig-Holstein,2020-07-17,50,1.7,46,1.6
140,01,Schleswig-Holstein,2020-07-18,54,1.9,48,1.6
141,01,Schleswig-Holstein,2020-07-19,53,1.8,48,1.6
142,01,Schleswig-Holstein,2020-07-20,52,1.8,50,1.7
143,01,Schleswig-Holstein,2020-07-21,50,1.7,50,1.7
144,01,Schleswig-Holstein,2020-07-22,59,2.0,56,1.9
145,01,Schleswig-Holstein,2020-07-23,65,2.2,61,2.1
146,01,Schleswig-Holstein,2020-07-24,63,2.2,59,2.0
147,01,Schleswig-Holstein,2020-07-25,66,2.3,62,2.1
148,01,Schleswig-Holstein,2020-07-26,66,2.3,59,2.0
149,01,Schleswig-Holstein,2020-07-27,80,2.7,69,2.4
150,01,Schleswig-Holstein,2020-07-28,100,3.4,101,3.5
151,01,Schleswig-Holstein,2020-07-29,114,3.9,106,3.6
152,01,Schleswig-Holstein,2020-07-30,132,4.5,125,4.3
153,01,Schleswig-Holstein,2020-07-31,144,4.9,137,4.7
154,01,Schleswig-Holstein,2020-08-01,153,5.3,142,4.9
155,01,Schleswig-Holstein,2020-08-02,153,5.3,139,4.8
156,01,Schleswig-Holstein,2020-08-03,147,5.1,143,4.9
157,01,Schleswig-Holstein,2020-08-04,144,4.9,139,4.8
158,01,Schleswig-Holstein,2020-08-05,130,4.5,128,4.4
159,01,Schleswig-Holstein,2020-08-06,141,4.8,138,4.7
160,01,Schleswig-Holstein,2020-08-07,127,4.4,123,4.2
161,01,Schleswig-Holstein,2020-08-08,120,4.1,115,4.0
162,01,Schleswig-Holstein,2020-08-09,121,4.2,110,3.8
163,01,Schleswig-Holstein,2020-08-10,139,4.8,126,4.3
164,01,Schleswig-Holstein,2020-08-11,168,5.8,159,5.5
165,01,Schleswig-Holstein,2020-08-12,189,6.5,181,6.2
166,01,Schleswig-Holstein,2020-08-13,174,6.0,173,5.9
167,01,Schleswig-Holstein,2020-08-14,197,6.8,187,6.4
168,01,Schleswig-Holstein,2020-08-15,207,7.1,192,6.6
169,01,Schleswig-Holstein,2020-08-16,201,6.9,192,6.6
170,01,Schleswig-Holstein,2020-08-17,181,6.2,175,6.0
171,01,Schleswig-Holstein,2020-08-18,147,5.1,142,4.9
172,01,Schleswig-Holstein,2020-08-19,131,4.5,130,4.5
173,01,Schleswig-Holstein,2020-08-20,133,4.6,129,4.4
174,01,Schleswig-Holstein,2020-08-21,114,3.9,114,3.9
175,01,Schleswig-Holstein,2020-08-22,109,3.7,108,3.7
176,01,Schleswig-Holstein,2020-08-23,113,3.9,108,3.7
177,01,Schleswig-Holstein,2020-08-24,120,4.1,114,3.9
178,01,Schleswig-Holstein,2020-08-25,130,4.5,129,4.4
179,01,Schleswig-Holstein,2020-08-26,130,4.5,127,4.4
180,01,Schleswig-Holstein,2020-08-27,124,4.3,122,4.2
181,01,Schleswig-Holstein,2020-08-28,127,4.4,122,4.2
182,01,Schleswig-Holstein,2020-08-29,118,4.1,116,4.0
183,01,Schleswig-Holstein,2020-08-30,121,4.2,117,4.0
184,01,Schleswig-Holstein,2020-08-31,114,3.9,112,3.8
185,01,Schleswig-Holstein,2020-09-01,102,3.5,102,3.5
186,01,Schleswig-Holstein,2020-09-02,106,3.6,107,3.7
187,01,Schleswig-Holstein,2020-09-03,109,3.7,106,3.6
188,01,Schleswig-Holstein,2020-09-04,101,3.5,97,3.3
189,01,Schleswig-Holstein,2020-09-05,104,3.6,96,3.3
190,01,Schleswig-Holstein,2020-09-06,99,3.4,93,3.2
191,01,Schleswig-Holstein,2020-09-07,103,3.5,103,3.5
192,01,Schleswig-Holstein,2020-09-08,108,3.7,105,3.6
193,01,Schleswig-Holstein,2020-09-09,105,3.6,108,3.7
194,01,Schleswig-Holstein,2020-09-10,100,3.4,108,3.7
195,01,Schleswig-Holstein,2020-09-11,102,3.5,99,3.4
196,01,Schleswig-Holstein,2020-09-12,103,3.5,95,3.3
197,01,Schleswig-Holstein,2020-09-13,108,3.7,100,3.4
198,01,Schleswig-Holstein,2020-09-14,113,3.9,104,3.6
199,01,Schleswig-Holstein,2020-09-15,127,4.4,116,4.0
200,01,Schleswig-Holstein,2020-09-16,134,4.6,115,4.0
201,01,Schleswig-Holstein,2020-09-17,154,5.3,138,4.7
202,01,Schleswig-Holstein,2020-09-18,175,6.0,161,5.5
203,01,Schleswig-Holstein,2020-09-19,195,6.7,174,6.0
204,01,Schleswig-Holstein,2020-09-20,203,7.0,180,6.2
205,01,Schleswig-Holstein,2020-09-21,206,7.1,195,6.7
206,01,Schleswig-Holstein,2020-09-22,201,6.9,199,6.8
207,01,Schleswig-Holstein,2020-09-23,219,7.5,210,7.2
208,01,Schleswig-Holstein,2020-09-24,240,8.2,237,8.1
209,01,Schleswig-Holstein,2020-09-25,266,9.1,257,8.8
210,01,Schleswig-Holstein,2020-09-26,260,8.9,243,8.3
211,01,Schleswig-Holstein,2020-09-27,250,8.6,241,8.3
212,01,Schleswig-Holstein,2020-09-28,267,9.2,251,8.6
213,01,Schleswig-Holstein,2020-09-29,283,9.7,267,9.2
214,01,Schleswig-Holstein,2020-09-30,279,9.6,268,9.2
215,01,Schleswig-Holstein,2020-10-01,259,8.9,238,8.2
216,01,Schleswig-Holstein,2020-10-02,240,8.2,233,8.0
217,01,Schleswig-Holstein,2020-10-03,236,8.1,226,7.8
218,01,Schleswig-Holstein,2020-10-04,252,8.7,243,8.3
219,01,Schleswig-Holstein,2020-10-05,243,8.3,239,8.2
220,01,Schleswig-Holstein,2020-10-06,251,8.6,247,8.5
221,01,Schleswig-Holstein,2020-10-07,261,9.0,245,8.4
222,01,Schleswig-Holstein,2020-10-08,287,9.9,286,9.8
223,01,Schleswig-Holstein,2020-10-09,305,10.5,302,10.4
224,01,Schleswig-Holstein,2020-10-10,312,10.7,310,10.6
225,01,Schleswig-Holstein,2020-10-11,311,10.7,312,10.7
226,01,Schleswig-Holstein,2020-10-12,342,11.7,342,11.7
227,01,Schleswig-Holstein,2020-10-13,354,12.2,354,12.2
228,01,Schleswig-Holstein,2020-10-14,371,12.7,365,12.5
229,01,Schleswig-Holstein,2020-10-15,388,13.3,355,12.2
230,01,Schleswig-Holstein,2020-10-16,425,14.6,387,13.3
231,01,Schleswig-Holstein,2020-10-17,450,15.5,384,13.2
232,01,Schleswig-Holstein,2020-10-18,462,15.9,450,15.5
233,01,Schleswig-Holstein,2020-10-19,554,19.0,552,19.0
234,01,Schleswig-Holstein,2020-10-20,613,21.1,597,20.5
235,01,Schleswig-Holstein,2020-10-21,704,24.2,685,23.5
236,01,Schleswig-Holstein,2020-10-22,849,29.2,742,25.5
237,01,Schleswig-Holstein,2020-10-23,947,32.5,882,30.3
238,01,Schleswig-Holstein,2020-10-24,1047,36.0,974,33.5
239,01,Schleswig-Holstein,2020-10-25,1091,37.5,1055,36.2
240,01,Schleswig-Holstein,2020-10-26,1089,37.4,1063,36.5
241,01,Schleswig-Holstein,2020-10-27,1248,42.9,1214,41.7
242,01,Schleswig-Holstein,2020-10-28,1355,46.5,1335,45.9
243,01,Schleswig-Holstein,2020-10-29,1381,47.4,1340,46.0
244,01,Schleswig-Holstein,2020-10-30,1490,51.2,1456,50.0
245,01,Schleswig-Holstein,2020-10-31,1579,54.2,1564,53.7
246,01,Schleswig-Holstein,2020-11-01,1650,56.7,1646,56.5
247,01,Schleswig-Holstein,2020-11-02,1668,57.3,1632,56.1
248,01,Schleswig-Holstein,2020-11-03,1601,55.0,1581,54.3
249,01,Schleswig-Holstein,2020-11-04,1579,54.2,1575,54.1
250,01,Schleswig-Holstein,2020-11-05,1585,54.5,1535,52.7
251,01,Schleswig-Holstein,2020-11-06,1515,52.0,1507,51.8
252,01,Schleswig-Holstein,2020-11-07,1523,52.3,1500,51.5
253,01,Schleswig-Holstein,2020-11-08,1528,52.5,1521,52.3
254,01,Schleswig-Holstein,2020-11-09,1600,55.0,1554,53.4
255,01,Schleswig-Holstein,2020-11-10,1594,54.8,1590,54.6
256,01,Schleswig-Holstein,2020-11-11,1631,56.0,1595,54.8
257,01,Schleswig-Holstein,2020-11-12,1600,55.0,1546,53.1
258,01,Schleswig-Holstein,2020-11-13,1657,56.9,1593,54.7
259,01,Schleswig-Holstein,2020-11-14,1598,54.9,1506,51.7
260,01,Schleswig-Holstein,2020-11-15,1544,53.0,1508,51.8
261,01,Schleswig-Holstein,2020-11-16,1425,49.0,1364,46.9
262,01,Schleswig-Holstein,2020-11-17,1460,50.2,1435,49.3
263,01,Schleswig-Holstein,2020-11-18,1410,48.4,1360,46.7
264,01,Schleswig-Holstein,2020-11-19,1415,48.6,1394,47.9
265,01,Schleswig-Holstein,2020-11-20,1395,47.9,1365,46.9
266,01,Schleswig-Holstein,2020-11-21,1348,46.3,1329,45.7
267,01,Schleswig-Holstein,2020-11-22,1362,46.8,1350,46.4
268,01,Schleswig-Holstein,2020-11-23,1385,47.6,1370,47.1
269,01,Schleswig-Holstein,2020-11-24,1359,46.7,1365,46.9
270,01,Schleswig-Holstein,2020-11-25,1393,47.9,1390,47.8
271,01,Schleswig-Holstein,2020-11-26,1397,48.0,1384,47.5
272,01,Schleswig-Holstein,2020-11-27,1356,46.6,1339,46.0
273,01,Schleswig-Holstein,2020-11-28,1383,47.5,1372,47.1
274,01,Schleswig-Holstein,2020-11-29,1345,46.2,1330,45.7
275,01,Schleswig-Holstein,2020-11-30,1302,44.7,1266,43.5
276,01,Schleswig-Holstein,2020-12-01,1289,44.3,1292,44.4
277,01,Schleswig-Holstein,2020-12-02,1302,44.7,1260,43.3
278,01,Schleswig-Holstein,2020-12-03,1316,45.2,1278,43.9
279,01,Schleswig-Holstein,2020-12-04,1359,46.7,1358,46.7
280,01,Schleswig-Holstein,2020-12-05,1448,49.7,1424,48.9
281,01,Schleswig-Holstein,2020-12-06,1491,51.2,1502,51.6
282,01,Schleswig-Holstein,2020-12-07,1561,53.6,1577,54.2
283,01,Schleswig-Holstein,2020-12-08,1708,58.7,1686,57.9
284,01,Schleswig-Holstein,2020-12-09,1765,60.6,1705,58.6
285,01,Schleswig-Holstein,2020-12-10,1976,67.9,1972,67.7
286,01,Schleswig-Holstein,2020-12-11,2130,73.2,2110,72.5
287,01,Schleswig-Holstein,2020-12-12,2310,79.4,2294,78.8
288,01,Schleswig-Holstein,2020-12-13,2333,80.1,2314,79.5
289,01,Schleswig-Holstein,2020-12-14,2368,81.4,2376,81.6
290,01,Schleswig-Holstein,2020-12-15,2510,86.2,2505,86.1
291,01,Schleswig-Holstein,2020-12-16,2691,92.4,2674,91.9
292,01,Schleswig-Holstein,2020-12-17,2712,93.2,2705,92.9
293,01,Schleswig-Holstein,2020-12-18,2837,97.5,2724,93.6
294,01,Schleswig-Holstein,2020-12-19,2828,97.2,2705,92.9
295,01,Schleswig-Holstein,2020-12-20,2877,98.8,2713,93.2
296,01,Schleswig-Holstein,2020-12-21,2938,100.9,2717,93.3
297,01,Schleswig-Holstein,2020-12-22,3023,103.9,3016,103.6
298,01,Schleswig-Holstein,2020-12-23,3167,108.8,3199,109.9
299,01,Schleswig-Holstein,2020-12-24,3047,104.7,3015,103.6
300,01,Schleswig-Holstein,2020-12-25,2672,91.8,2689,92.4
301,01,Schleswig-Holstein,2020-12-26,2439,83.8,2492,85.6
302,01,Schleswig-Holstein,2020-12-27,2435,83.7,2496,85.7
303,01,Schleswig-Holstein,2020-12-28,2427,83.4,2473,85.0
304,01,Schleswig-Holstein,2020-12-29,2417,83.0,2395,82.3
305,01,Schleswig-Holstein,2020-12-30,2213,76.0,2239,76.9
306,01,Schleswig-Holstein,2020-12-31,2205,75.8,2218,76.2
307,01,Schleswig-Holstein,2021-01-01,2168,74.5,2156,74.1
308,01,Schleswig-Holstein,2021-01-02,2236,76.8,2248,77.2
309,01,Schleswig-Holstein,2021-01-03,2252,77.4,2272,78.1
310,01,Schleswig-Holstein,2021-01-04,2250,77.3,2240,77.0
311,01,Schleswig-Holstein,2021-01-05,2218,76.2,2216,76.1
312,01,Schleswig-Holstein,2021-01-06,2288,78.6,2297,78.9
313,01,Schleswig-Holstein,2021-01-07,2411,82.8,2417,83.0
314,01,Schleswig-Holstein,2021-01-08,2796,96.1,2796,96.1
315,01,Schleswig-Holstein,2021-01-09,2938,100.9,2956,101.6
316,01,Schleswig-Holstein,2021-01-10,2874,98.7,2895,99.5
317,01,Schleswig-Holstein,2021-01-11,2868,98.5,2853,98.0
318,01,Schleswig-Holstein,2021-01-12,2734,93.9,2734,93.9
319,01,Schleswig-Holstein,2021-01-13,2688,92.3,2683,92.2
320,01,Schleswig-Holstein,2021-01-14,2631,90.4,2627,90.2
321,01,Schleswig-Holstein,2021-01-15,2516,86.4,2535,87.1
322,01,Schleswig-Holstein,2021-01-16,2461,84.5,2502,86.0
323,01,Schleswig-Holstein,2021-01-17,2522,86.6,2575,88.5
324,01,Schleswig-Holstein,2021-01-18,2500,85.9,2537,87.2
325,01,Schleswig-Holstein,2021-01-19,2557,87.8,2594,89.1
326,01,Schleswig-Holstein,2021-01-20,2555,87.8,2565,88.1
327,01,Schleswig-Holstein,2021-01-21,2634,90.5,2667,91.6
328,01,Schleswig-Holstein,2021-01-22,2689,92.4,2675,91.9
329,01,Schleswig-Holstein,2021-01-23,2777,95.4,2794,96.0
330,01,Schleswig-Holstein,2021-01-24,2732,93.9,2733,93.9
331,01,Schleswig-Holstein,2021-01-25,2658,91.3,2606,89.5
332,01,Schleswig-Holstein,2021-01-26,2737,94.0,2685,92.2
333,01,Schleswig-Holstein,2021-01-27,2718,93.4,2717,93.3
334,01,Schleswig-Holstein,2021-01-28,2602,89.4,2606,89.5
335,01,Schleswig-Holstein,2021-01-29,2483,85.3,2440,83.8
336,01,Schleswig-Holstein,2021-01-30,2304,79.2,2304,79.2
337,01,Schleswig-Holstein,2021-01-31,2327,79.9,2326,79.9
338,01,Schleswig-Holstein,2021-02-01,2296,78.9,2309,79.3
339,01,Schleswig-Holstein,2021-02-02,2112,72.6,1995,68.5
340,01,Schleswig-Holstein,2021-02-03,1989,68.3,2014,69.2
341,01,Schleswig-Holstein,2021-02-04,1930,66.3,1945,66.8
342,01,Schleswig-Holstein,2021-02-05,1846,63.4,1849,63.5
343,01,Schleswig-Holstein,2021-02-06,1853,63.7,1871,64.3
344,01,Schleswig-Holstein,2021-02-07,1781,61.2,1784,61.3
345,01,Schleswig-Holstein,2021-02-08,1788,61.4,1807,62.1
346,01,Schleswig-Holstein,2021-02-09,1743,59.9,1755,60.3
347,01,Schleswig-Holstein,2021-02-10,1738,59.7,1750,60.1
348,01,Schleswig-Holstein,2021-02-11,1769,60.8,1786,61.4
349,01,Schleswig-Holstein,2021-02-12,1734,59.6,1741,59.8
350,01,Schleswig-Holstein,2021-02-13,1657,56.9,1661,57.1
351,01,Schleswig-Holstein,2021-02-14,1667,57.3,1676,57.6
352,01,Schleswig-Holstein,2021-02-15,1670,57.4,1671,57.4
353,01,Schleswig-Holstein,2021-02-16,1608,55.2,1621,55.7
354,01,Schleswig-Holstein,2021-02-17,1519,52.2,1521,52.3
355,01,Schleswig-Holstein,2021-02-18,1418,48.7,1427,49.0
356,01,Schleswig-Holstein,2021-02-19,1461,50.2,1464,50.3
357,01,Schleswig-Holstein,2021-02-20,1472,50.6,1480,50.8
358,01,Schleswig-Holstein,2021-02-21,1469,50.5,1478,50.8
359,01,Schleswig-Holstein,2021-02-22,1432,49.2,1431,49.2
360,01,Schleswig-Holstein,2021-02-23,1463,50.3,1454,50.0
361,01,Schleswig-Holstein,2021-02-24,1470,50.5,1478,50.8
362,01,Schleswig-Holstein,2021-02-25,1466,50.4,1476,50.7
363,01,Schleswig-Holstein,2021-02-26,1465,50.3,1459,50.1
364,01,Schleswig-Holstein,2021-02-27,1462,50.2,1470,50.5
365,01,Schleswig-Holstein,2021-02-28,1439,49.4,1454,50.0
366,01,Schleswig-Holstein,2021-03-01,1438,49.4,1444,49.6
367,01,Schleswig-Holstein,2021-03-02,1380,47.4,1348,46.3
368,01,Schleswig-Holstein,2021-03-03,1383,47.5,1386,47.6
369,01,Schleswig-Holstein,2021-03-04,1363,46.8,1366,46.9
370,01,Schleswig-Holstein,2021-03-05,1313,45.1,1291,44.4
371,01,Schleswig-Holstein,2021-03-06,1328,45.6,1331,45.7
372,01,Schleswig-Holstein,2021-03-07,1309,45.0,1324,45.5
373,01,Schleswig-Holstein,2021-03-08,1321,45.4,1317,45.2
374,01,Schleswig-Holstein,2021-03-09,1352,46.4,1342,46.1
375,01,Schleswig-Holstein,2021-03-10,1367,47.0,1350,46.4
376,01,Schleswig-Holstein,2021-03-11,1406,48.3,1395,47.9
377,01,Schleswig-Holstein,2021-03-12,1427,49.0,1411,48.5
378,01,Schleswig-Holstein,2021-03-13,1485,51.0,1461,50.2
379,01,Schleswig-Holstein,2021-03-14,1492,51.3,1478,50.8
380,01,Schleswig-Holstein,2021-03-15,1506,51.7,1484,51.0
381,01,Schleswig-Holstein,2021-03-16,1564,53.7,1562,53.7
382,01,Schleswig-Holstein,2021-03-17,1621,55.7,1632,56.1
383,01,Schleswig-Holstein,2021-03-18,1643,56.4,1653,56.8
384,01,Schleswig-Holstein,2021-03-19,1686,57.9,1696,58.3
385,01,Schleswig-Holstein,2021-03-20,1714,58.9,1729,59.4
386,01,Schleswig-Holstein,2021-03-21,1731,59.5,1740,59.8
387,01,Schleswig-Holstein,2021-03-22,1759,60.4,1750,60.1
388,01,Schleswig-Holstein,2021-03-23,1743,59.9,1696,58.3
389,01,Schleswig-Holstein,2021-03-24,1744,59.9,1736,59.6
390,01,Schleswig-Holstein,2021-03-25,1824,62.7,1813,62.3
391,01,Schleswig-Holstein,2021-03-26,1924,66.1,1903,65.4
392,01,Schleswig-Holstein,2021-03-27,1934,66.4,1935,66.5
393,01,Schleswig-Holstein,2021-03-28,1997,68.6,1991,68.4
394,01,Schleswig-Holstein,2021-03-29,2042,70.2,2023,69.5
395,01,Schleswig-Holstein,2021-03-30,2103,72.2,2084,71.6
396,01,Schleswig-Holstein,2021-03-31,2168,74.5,2165,74.4
397,01,Schleswig-Holstein,2021-04-01,2156,74.1,2147,73.8
398,01,Schleswig-Holstein,2021-04-02,2098,72.1,2106,72.3
399,01,Schleswig-Holstein,2021-04-03,1991,68.4,1961,67.4
400,01,Schleswig-Holstein,2021-04-04,2003,68.8,1965,67.5
