_id,ags2,bundesland,ags5,kreis,kr_dl_qu,kr_id_qu,kr_abh_alt,kr_abh_ju,kr_alo_q,kr_erwt_ao,kr_erwt_ao_b1,kr_erwt_ao_b2,kr_erwt_ao_b3,kr_erwt_ao_b4,kr_erwt_ao_b5,kr_erwt_ao_b6,kr_erwt_ao_b7,kr_erwt_ao_b8,kr_erwt_ao_b9,kr_erwt_ao_b99,kr_erwpers,kr_be_ao,kr_be_ao_vz,kr_be_ao_tz,kr_be_wo,kr_be_wo_vz,kr_be_wo_tz,kr_selbst,kr_mithfam,kr_beamte,kr_rentner
121,06,Hessen,06431,Bergstraße,27.9,13.4,34.0,20.3,3.8,108326,1177,178,7060,13531,5130,17649,7159,53692,1580,1170,133715,76363,53570,22793,107239,77493,29746,14763,1480,5954,68818
122,06,Hessen,06432,Darmstadt-Dieburg,26.0,12.0,31.4,21.3,4.8,108706,750,117,6277,12266,5537,21307,7215,52526,1462,1249,149651,77338,52310,25028,120914,85475,35439,15610,1458,6532,72232
123,06,Hessen,06433,Groß-Gerau,36.4,18.2,29.2,22.4,5.2,125077,360,128,5888,8668,12930,21676,9533,62994,1671,1229,136904,101097,75990,25107,113054,81497,31557,11110,1219,4738,63985
124,06,Hessen,06434,Hochtaunus,50.7,11.9,36.0,23.8,3.8,124490,250,22,4461,9722,4087,16829,14929,71959,1004,1227,106759,97595,72961,24634,88730,63667,25063,15887,871,3866,59631
125,06,Hessen,06435,Main-Kinzig,32.3,16.5,32.8,21.1,4.5,182334,822,1036,12335,23702,6004,28985,11755,92387,2947,2361,208083,138670,99292,39378,168251,121425,46826,20206,2066,7149,106840
126,06,Hessen,06436,Main-Taunus,55.4,9.5,33.1,23.5,3.7,125556,278,36,3589,5560,4472,15473,8051,57525,514,30058,113966,102384,76933,25451,97685,70305,27380,13810,956,4366,56960
127,06,Hessen,06437,Odenwaldkreis,26.1,17.6,36.5,19.9,4.8,38747,283,41,2236,5999,895,6114,1912,20035,901,331,47568,27671,19503,8168,37458,26786,10672,4992,511,2408,26565
128,06,Hessen,06438,Offenbach,40.7,13.2,32.8,22.4,4.4,164322,494,113,7313,17135,11586,27539,19024,77088,1906,2124,172681,128582,94943,33639,140633,101190,39443,19732,1072,9382,88261
129,06,Hessen,06439,Rheingau-Taunus,27.2,9.6,35.5,20.8,4.3,66657,855,5,3117,6866,2252,8919,5401,35222,2727,1293,89680,45616,30012,15604,71688,50169,21519,11247,832,3179,50168
130,06,Hessen,06440,Wetterau,31.1,10.9,32.1,20.9,4.3,120040,1125,75,6210,12593,3246,20579,6882,64374,3141,1815,148293,87060,60693,26367,122537,87433,35104,17464,968,4668,76947
131,06,Hessen,06531,Gießen,39.0,13.3,28.3,19.1,5.8,136106,598,52,6975,12156,3703,16867,7931,84464,1233,2127,131614,99259,66345,32914,100284,67628,32656,12479,877,4800,63463
132,06,Hessen,06532,Lahn-Dill,32.9,23.0,33.8,20.8,5.3,125767,430,79,6302,20523,4011,18356,6385,64622,3218,1841,125152,95692,70087,25605,99009,72046,26963,10667,1156,5683,66312
133,06,Hessen,06533,Limburg-Weilburg,32.3,14.1,32.4,20.8,4.5,75974,422,170,4967,7702,1592,11766,6030,40272,2086,967,83072,54927,37669,17258,65640,47317,18323,7291,629,3494,44390
134,06,Hessen,06534,Marburg-Biedenkopf,34.4,19.9,28.8,19.4,4.1,125287,783,10,4929,18154,3771,18424,5870,69955,1808,1583,121933,92749,62365,30384,94946,64542,30404,9474,950,5540,59355
135,06,Hessen,06535,Vogelsberg,29.5,16.6,37.5,19.1,4.1,45436,677,53,3030,5190,1253,6510,1915,23194,3015,599,51938,32518,22099,10419,41777,29255,12522,5477,700,2509,30844
136,06,Hessen,06611,Kreisfreie Stadt Kassel,64.3,16.9,28.9,19.4,8.0,149574,282,2097,4464,7685,6283,19822,12728,91929,2755,1529,98454,112852,73546,39306,72384,46442,25942,9318,-99,3456,45771
137,06,Hessen,06631,Fulda,43.7,19.5,32.0,21.3,3.0,124343,926,819,6968,13114,4245,20040,14451,60955,1982,843,111708,94258,67997,26261,88326,63283,25043,10262,1216,6323,56791
138,06,Hessen,06632,Hersfeld-Rotenburg,44.2,18.0,37.8,20.8,4.0,61631,614,109,4329,5297,2846,10446,2886,30477,1141,3486,58314,49148,34979,14169,46518,32797,13721,4214,680,2979,34299
139,06,Hessen,06633,Kassel,27.6,21.6,39.4,20.2,3.9,96486,779,64,5193,25468,4262,11831,4433,42178,1111,1167,113329,74884,53706,21178,90960,61895,29065,10395,1628,5305,65702
140,06,Hessen,06634,Schwalm-Eder,30.2,15.7,35.8,19.9,3.6,77015,1130,64,3704,8918,3448,17496,4598,35572,1304,781,88038,56096,36852,19244,72185,49801,22384,8068,1067,4148,49561
141,06,Hessen,06635,Waldeck-Frankenberg,37.8,23.4,36.0,20.5,3.8,84199,1047,45,4944,11262,3212,13569,4333,43576,1020,1191,78320,63901,45248,18653,64465,45573,18892,6385,1046,3622,42911
142,06,Hessen,06636,Werra-Meißner,30.4,12.8,40.6,19.1,5.3,41361,695,44,3244,4598,1117,6411,1599,20860,1317,1476,46522,28606,17655,10951,36821,24628,12193,4839,688,1209,29371
143,07,Rheinland-Pfalz,07111,Stadt Koblenz,82.7,13.8,32.7,18.5,6.0,118191,212,32,3863,4548,3937,15365,30721,53021,3721,2771,57026,75453,53691,21762,41911,29211,12700,4876,-99,3628,27578
144,07,Rheinland-Pfalz,07131,Ahrweiler,28.6,12.0,38.3,19.6,3.8,60524,520,61,3426,6435,1437,9666,5441,31732,1027,779,63543,34995,24344,10651,49031,34956,14075,6783,866,3656,36716
145,07,Rheinland-Pfalz,07132,Altenkirchen (Ww),25.0,19.4,34.1,20.7,4.7,61736,538,17,4170,10972,2074,10716,3989,26490,1674,1096,65148,38987,28758,10229,50831,38100,12731,5665,534,2978,34265
146,07,Rheinland-Pfalz,07133,Bad Kreuznach,36.2,15.3,36.1,20.8,6.0,80664,843,66,4864,9115,1938,11652,4820,44569,1142,1655,77516,53191,36900,16291,60858,42911,17947,7776,1021,2805,43518
147,07,Rheinland-Pfalz,07134,Birkenfeld,33.5,18.6,37.8,19.1,6.2,43124,236,125,2654,6574,1280,8238,3552,19374,839,252,39631,27586,19364,8222,30915,22092,8823,3405,509,1875,22717
148,07,Rheinland-Pfalz,07135,Cochem-Zell,36.0,11.7,37.6,19.0,3.4,34920,600,23,2186,3172,859,5698,2806,17881,1412,283,30446,19730,12556,7174,23933,16590,7343,3471,465,2127,17235
149,07,Rheinland-Pfalz,07137,Mayen-Koblenz,32.2,16.1,33.2,20.5,3.5,107367,642,510,5626,13358,6025,15857,9604,50768,1475,3502,105647,69067,50211,18856,83663,59537,24126,9523,934,8197,55753
150,07,Rheinland-Pfalz,07138,Neuwied,31.0,19.9,34.5,21.4,5.1,94034,445,266,6820,11817,2199,14359,8333,42531,1429,5835,88287,63270,45861,17409,70304,51008,19296,8738,684,6154,48730
151,07,Rheinland-Pfalz,07140,Rhein-Hunsrück-Kreis,35.1,20.4,34.5,20.0,3.6,61968,422,45,7280,6021,1676,8388,3171,33017,1205,743,52853,38976,28019,10957,42063,30138,11925,4888,657,3311,27983
152,07,Rheinland-Pfalz,07141,Rhein-Lahn-Kreis,26.6,13.8,36.2,20.1,3.1,55716,315,12,3096,7931,1480,8597,2713,29119,1892,561,59189,32486,22190,10296,47344,33399,13945,6644,712,3944,33352
153,07,Rheinland-Pfalz,07143,Westerwaldkreis,30.1,20.9,31.9,21.0,3.0,110317,420,286,7688,15108,5006,17877,6304,50631,1961,5036,105281,69816,51211,18605,82049,60180,21869,9547,871,7598,52111
154,07,Rheinland-Pfalz,07211,Stadt Trier,57.2,13.8,25.2,16.8,5.3,87216,302,17,2352,5932,1220,10367,5422,55548,4579,1477,55645,56008,37726,18282,35699,23915,11784,5217,-99,2327,23464
155,07,Rheinland-Pfalz,07231,Bernkastel-Wittlich,31.7,22.8,34.9,20.4,3.3,63914,1552,90,4188,7933,2109,12637,3732,29320,1737,616,58142,41121,29736,11385,44105,31456,12649,5865,1069,3210,30496
156,07,Rheinland-Pfalz,07232,Eifelkreis Bitburg-Prüm,25.6,17.2,31.1,21.0,2.6,45993,690,136,3930,6107,1245,6354,3321,23054,654,502,49979,28660,21058,7602,30242,21744,8498,5194,1171,2733,25633
157,07,Rheinland-Pfalz,07233,Vulkaneifel,31.1,18.5,37.5,19.5,4.1,34150,386,341,2390,4831,1026,4638,1457,15803,697,2581,30663,20055,14383,5672,23112,16817,6295,2503,447,1639,17829
158,07,Rheinland-Pfalz,07235,Trier-Saarburg,19.6,11.0,30.8,21.3,2.8,53964,1181,30,4740,5689,1057,8900,2865,27446,992,1064,74968,31080,21941,9139,46407,31921,14486,6090,879,4167,37813
159,07,Rheinland-Pfalz,07311,Stadt Frankenthal (Pfalz),34.6,19.3,36.2,22.1,7.4,25613,130,0,1501,7662,1136,3980,921,9836,213,234,21044,18430,13721,4709,16089,11612,4477,1589,-99,675,13243
160,07,Rheinland-Pfalz,07312,Stadt Kaiserslautern,61.2,16.8,29.8,17.9,9.4,79120,93,6,2835,6248,3436,13632,4895,45574,1292,1109,49781,54197,37811,16386,36809,25534,11275,4105,-99,1103,26308
161,07,Rheinland-Pfalz,07313,Stadt Landau in der Pfalz,57.8,11.3,27.7,18.2,5.1,36549,223,0,1131,2996,1363,7270,3878,18421,822,445,23947,23807,15682,8125,17525,11981,5544,2363,-99,459,11070
162,07,Rheinland-Pfalz,07314,Stadt Ludwigshafen a. Rh.,48.8,43.4,29.2,23.2,8.8,138663,113,136,6810,35593,7532,13791,8197,60965,3608,1918,84165,104884,80288,24596,64274,47331,16943,5581,-99,2373,37370
163,07,Rheinland-Pfalz,07315,Stadt Mainz,64.9,9.1,25.0,17.8,5.8,173464,233,9,3444,7284,4263,13338,11538,80265,52170,920,109917,114809,76412,38397,86700,58778,27922,10602,-99,5233,43253
164,07,Rheinland-Pfalz,07316,Stadt Neustadt a.d. W.,42.2,8.9,38.1,20.8,5.6,30749,485,14,1687,2016,972,4222,2272,18336,493,252,26440,17557,11580,5977,20194,14217,5977,3204,-99,1091,14534
165,07,Rheinland-Pfalz,07317,Stadt Pirmasens,56.5,24.3,40.5,20.1,11.9,30100,40,12,1289,8172,893,6803,1353,10596,277,665,19137,20690,14712,5978,14294,10242,4052,1343,-99,677,11694
166,07,Rheinland-Pfalz,07318,Stadt Speyer,67.2,20.9,34.1,20.4,6.3,43447,58,2,1238,5450,780,5199,7961,22154,362,243,24915,29309,20047,9262,19457,13727,5730,2263,-99,820,14084
167,07,Rheinland-Pfalz,07319,Stadt Worms,43.5,17.3,31.1,21.9,7.3,49242,262,12,2855,9023,3168,6788,3017,23365,428,324,41489,34080,24666,9414,33865,24468,9397,3072,287,1312,20207
168,07,Rheinland-Pfalz,07320,Stadt Zweibrücken,42.4,24.2,35.6,19.5,6.5,24731,112,0,1107,5324,1869,2724,1347,11868,156,224,16718,15386,11605,3781,13182,9541,3641,1235,-99,766,9293
169,07,Rheinland-Pfalz,07331,Alzey-Worms,23.4,9.5,29.6,20.9,4.0,51656,1446,15,3314,2984,2116,6744,2526,30654,1184,673,65287,30092,19857,10235,53222,38397,14825,6384,1412,2695,32296
170,07,Rheinland-Pfalz,07332,Bad Dürkheim,26.8,9.1,37.5,19.8,3.9,53523,1226,11,2991,5894,1510,7668,3531,28134,1341,1217,65492,32437,21415,11022,52494,37640,14854,7559,891,2600,36574
171,07,Rheinland-Pfalz,07333,Donnersbergkreis,25.6,18.3,32.6,20.7,5.2,34375,379,229,1958,4061,881,4301,1473,19495,947,651,37364,22165,16005,6160,30351,22074,8277,3069,521,1516,19696
172,07,Rheinland-Pfalz,07334,Germersheim,26.5,24.7,29.3,20.8,4.2,65331,322,180,3202,7857,3595,11485,3178,29140,3838,2534,67495,46073,34940,11133,54975,40183,14792,5093,626,2067,30807
173,07,Rheinland-Pfalz,07335,Kaiserslautern,27.1,9.3,33.0,21.4,5.3,38199,287,44,3312,3303,2296,5388,1972,20449,548,600,51458,25682,17661,8021,40618,28889,11729,4614,632,2631,28358
174,07,Rheinland-Pfalz,07336,Kusel,18.1,8.9,36.6,19.1,4.7,21893,252,44,1578,3810,361,2830,1725,10312,622,359,33829,12479,7751,4728,26908,19304,7604,2823,297,1812,20073
175,07,Rheinland-Pfalz,07337,Südliche Weinstraße,29.0,12.7,35.3,19.9,3.9,50676,1340,13,3147,5259,833,12032,2319,24490,568,675,56127,31615,21715,9900,44049,30734,13315,5929,1137,1774,29671
176,07,Rheinland-Pfalz,07338,Rhein-Pfalz-Kreis,17.8,7.4,35.1,21.2,3.8,50016,486,9,4402,4633,3206,8454,4314,23461,450,601,79530,28556,19736,8820,64253,46989,17264,6965,724,3985,38957
177,07,Rheinland-Pfalz,07339,Mainz-Bingen,24.8,13.9,31.1,21.7,3.8,88539,1520,101,3485,21697,3900,15552,4291,35011,1475,1507,105264,57508,40082,17426,83881,59261,24620,11580,1678,4463,51440
178,07,Rheinland-Pfalz,07340,Südwestpfalz,15.8,8.5,38.7,18.0,4.1,26264,376,11,1991,4007,712,4367,950,12745,447,658,46741,15222,9822,5400,37198,26394,10804,4097,495,2150,27344
179,08,Baden-Württemberg,08111,Stuttgart,73.8,18.8,25.9,18.8,4.4,537366,2236,272,12345,35309,13405,46169,132287,283445,3009,8889,318184,426014,322223,103791,265214,197676,67538,34266,2621,8587,128953
180,08,Baden-Württemberg,08115,Böblingen,40.4,29.0,30.2,22.6,3.1,231501,526,160,9932,29463,5012,45040,19949,111912,3018,6489,197654,184127,144332,39795,168282,126980,41302,17976,1909,8474,92040
181,08,Baden-Württemberg,08116,Esslingen,36.5,24.3,31.0,21.1,3.5,286506,889,58,13431,45730,7292,39292,27101,144310,4622,3781,277309,220239,167008,53231,229160,171200,57960,26775,2535,8432,124026
182,08,Baden-Württemberg,08117,Göppingen,30.8,22.2,33.1,21.3,3.9,122301,521,21,6612,35294,4497,15922,7504,48245,2384,1301,129631,89149,65596,23553,105666,79066,26600,12054,1428,5178,64784
183,08,Baden-Württemberg,08118,Ludwigsburg,35.0,20.0,29.9,22.2,3.1,266550,1181,187,13297,60551,12231,40169,25093,102886,3828,7127,284004,207817,156748,51069,236339,176563,59776,26092,2549,15889,128784
184,08,Baden-Württemberg,08119,Rems-Murr-Kreis,32.4,20.8,32.1,21.5,3.4,206290,975,39,12520,69837,4659,23210,11632,76546,2812,4060,218256,153301,111903,41398,180028,133522,46506,22263,2359,13595,103542
185,08,Baden-Württemberg,08121,"Heilbronn, Stadt",64.5,20.9,29.6,21.9,5.2,96890,1154,286,3758,12886,4117,13554,10780,48280,1166,909,64945,71840,53052,18788,54503,41826,12677,5714,-99,4644,28383
186,08,Baden-Württemberg,08125,"Heilbronn, Kreis",31.3,28.6,28.6,21.4,3.1,179392,2233,150,8948,29962,5746,50093,11597,65364,1928,3371,183696,146041,115919,30122,152789,116575,36214,17357,2068,9374,79598
187,08,Baden-Württemberg,08126,Hohenlohekreis,39.1,35.6,28.8,21.3,2.6,71476,917,81,2811,16163,10142,11466,3652,23752,1652,840,61162,59432,47891,11541,51538,39783,11755,5286,784,2506,27230
188,08,Baden-Württemberg,08127,Schwäbisch Hall,33.9,28.4,28.6,21.8,3.0,112174,1478,461,6702,18870,2865,20572,7608,49881,2016,1721,103201,84429,63935,20494,86462,65000,21462,10101,2331,3965,47545
189,08,Baden-Württemberg,08128,Main-Tauber-Kreis,33.6,30.3,34.4,20.4,2.9,77544,852,55,4023,9338,2970,7579,4935,46092,1102,598,68437,56804,42072,14732,56350,41253,15097,6122,1075,2363,35238
190,08,Baden-Württemberg,08135,Heidenheim,32.3,27.2,33.9,21.7,4.2,67305,300,201,2637,10285,1681,16948,3772,30267,690,524,66082,53334,39724,13610,55527,41985,13542,4476,711,2661,34284
191,08,Baden-Württemberg,08136,Ostalbkreis,31.8,28.1,31.1,21.3,3.1,170546,1017,65,8162,32988,6413,32300,22484,62355,3687,1075,160981,128879,96884,31995,131584,98357,33227,15123,1646,6616,77937
192,08,Baden-Württemberg,08211,Baden-Baden,68.5,21.4,42.1,18.7,4.8,42088,172,48,1743,1601,1149,5811,5211,23674,160,2519,26037,30705,22031,8674,21488,15844,5644,3197,-99,942,15704
193,08,Baden-Württemberg,08212,"Karlsruhe, Stadt",68.3,12.7,26.3,17.1,4.3,238956,160,20,6435,19750,7642,48355,26486,122359,3759,3990,153067,178857,128654,50203,123510,87668,35842,17584,-99,4787,64705
194,08,Baden-Württemberg,08215,"Karlsruhe, Kreis",33.4,19.0,32.0,20.9,3.1,212349,1145,98,12971,28361,7761,38619,15841,101753,3759,2041,226710,158434,116662,41772,188142,137653,50489,21402,1919,10638,106030
195,08,Baden-Württemberg,08216,Rastatt,27.9,31.9,32.6,20.4,3.2,119430,440,90,7466,13816,4923,22953,8115,57684,1629,2314,120685,94749,74208,20541,101215,76281,24934,8553,594,4486,60509
196,08,Baden-Württemberg,08221,Heidelberg,65.7,13.1,22.5,16.6,4.4,123495,213,1,2886,7562,1591,17706,11786,78542,2207,1001,69357,91783,61921,29862,54283,36177,18106,10466,-99,3071,31058
197,08,Baden-Württemberg,08222,Mannheim,63.0,24.5,26.9,18.7,5.8,240741,335,42,26607,32705,10262,27657,35777,103624,1720,2012,156222,191617,142914,48703,125813,91070,34743,12966,-99,4651,67221
198,08,Baden-Württemberg,08225,Neckar-Odenwald-Kreis,28.1,20.6,32.5,20.3,3.4,67033,653,28,3978,15804,1605,8212,5529,27937,2579,708,73210,46601,33341,13260,60420,45103,15317,6631,640,2864,37788
199,08,Baden-Württemberg,08226,Rhein-Neckar-Kreis,33.9,13.6,32.8,21.5,3.8,238356,916,273,10128,47910,6672,42184,23447,97871,2261,6694,279238,176586,126344,50242,224844,161675,63169,30314,2115,15869,132562
200,08,Baden-Württemberg,08231,Pforzheim,50.3,20.8,31.1,22.3,6.1,76645,88,0,3272,14989,1479,13505,7277,34030,422,1583,61925,59006,42523,16483,49800,38096,11704,5256,-99,2387,29507
201,08,Baden-Württemberg,08235,Calw,29.0,15.4,31.4,21.4,3.2,66923,443,25,3484,9555,3801,15723,3501,28253,1109,1029,80546,48316,34384,13932,68503,51504,16999,7852,1193,3290,40546
202,08,Baden-Württemberg,08236,Enzkreis,21.7,25.2,32.1,21.4,2.6,85189,464,174,3792,22556,2374,14637,5785,33229,1503,675,100126,64046,49290,14756,85144,63572,21572,10748,464,4368,49859
203,08,Baden-Württemberg,08237,Freudenstadt,32.1,27.6,31.0,21.4,3.0,63026,385,16,3313,11419,1495,12649,3565,28865,719,600,64143,48184,36983,11201,52355,40314,12041,6181,894,2180,30481
204,08,Baden-Württemberg,08311,Freiburg im Breisgau,66.3,9.8,23.2,19.1,5.3,175904,721,223,4330,13684,3825,21551,9787,114867,2644,4272,114946,129153,81978,47175,83791,50972,32819,13936,1213,3755,44398
205,08,Baden-Württemberg,08315,Breisgau-Hochschwarzwald,29.7,17.7,33.3,22.1,3.0,120433,1560,279,6235,22389,5587,14191,5496,59300,1495,3901,134142,83867,58639,25228,104929,71738,33191,17593,2234,6318,68199
206,08,Baden-Württemberg,08316,Emmendingen,26.2,21.1,31.6,21.9,2.8,76342,752,179,5373,14884,1686,10682,4856,35816,832,1282,86942,53734,37259,16475,70450,49317,21133,9468,1034,4933,41641
207,08,Baden-Württemberg,08317,Ortenaukreis,38.3,24.8,31.6,21.7,3.2,248304,1831,454,12857,48512,8318,40510,15239,111515,4134,4934,231057,185059,137771,47288,186303,137207,49096,18361,2797,8163,109106
208,08,Baden-Württemberg,08325,Rottweil,29.7,32.0,32.3,22.1,2.6,78326,495,28,3825,15023,2570,10366,4735,35516,3392,2376,72181,57980,44854,13126,60266,46172,14094,6577,769,2395,36094
209,08,Baden-Württemberg,08326,Schwarzwald-Baar-Kreis,35.5,27.9,34.3,21.1,3.3,122515,677,49,5866,24501,3517,18524,9299,55929,2596,1557,109000,89565,67569,21996,89318,67910,21408,10427,1296,4374,56595
210,08,Baden-Württemberg,08327,Tuttlingen,26.8,43.6,29.8,23.3,3.0,88944,300,120,3439,29730,2311,18213,7858,25310,1186,477,72912,67712,54215,13497,61543,48000,13543,6572,519,2334,33823
211,08,Baden-Württemberg,08335,Konstanz,38.0,15.2,31.4,20.4,3.4,147123,763,59,6193,14942,4650,22735,11701,78509,3022,4549,145937,103846,71858,31988,107148,74633,32515,15067,1192,3488,71054
212,08,Baden-Württemberg,08336,Lörrach,32.1,20.1,30.7,22.0,3.7,108906,644,50,7463,20380,3168,20744,7179,45746,2756,776,119509,80069,56832,23237,77590,54541,23049,10576,1085,5669,56181
213,08,Baden-Württemberg,08337,Waldshut,31.0,18.2,32.4,22.5,3.2,78637,650,63,4780,12889,2045,13402,4981,37499,1405,923,86894,55544,39408,16136,57085,40206,16879,8506,1602,4399,44343
214,08,Baden-Württemberg,08415,Reutlingen,35.7,24.0,31.0,21.6,3.6,157261,627,96,7457,38730,4309,23033,9407,69129,1676,2797,147724,115977,83989,31988,120513,88082,32431,14541,2150,4289,69675
215,08,Baden-Württemberg,08416,Tübingen,36.9,13.6,24.6,20.2,2.9,116056,412,1,4084,12936,2461,16800,8525,66893,2643,1301,113979,83040,53701,29339,89773,60033,29740,12633,1427,5603,49715
216,08,Baden-Württemberg,08417,Zollernalbkreis,28.4,26.6,33.8,20.4,3.5,94123,615,66,4740,27778,2593,13772,6060,35387,1936,1176,97134,70122,51653,18469,79848,59739,20109,8697,639,4434,48799
217,08,Baden-Württemberg,08421,Ulm,85.9,23.9,27.0,19.9,3.6,125183,202,53,2567,9819,3700,17312,6091,84222,537,680,66136,95855,71982,23873,53788,39583,14205,4618,-99,2214,27365
218,08,Baden-Württemberg,08425,Alb-Donau-Kreis,21.2,20.0,28.9,22.6,2.5,81107,995,280,4590,10951,2241,26902,5390,26745,1111,1902,105877,56230,42611,13619,86479,65345,21134,9844,1124,4601,46618
219,08,Baden-Württemberg,08426,Biberach,27.9,34.1,27.7,23.0,2.2,114753,1217,350,6643,25343,2476,19737,11455,43152,1664,2716,104866,86802,66546,20256,88879,66753,22126,8796,1408,5082,48211
220,08,Baden-Württemberg,08435,Bodenseekreis,35.5,29.6,35.1,21.4,2.6,125385,1333,1733,6966,24086,2835,18046,9013,57837,1952,1584,109997,94910,70191,24719,91757,67129,24628,12253,2023,5256,56357
221,08,Baden-Württemberg,08436,Ravensburg,39.0,22.2,29.5,21.8,2.6,164990,2839,77,9762,24190,7592,34972,10933,68760,3100,2765,149532,120809,86577,34232,120989,87351,33638,16838,2512,7490,69131
222,08,Baden-Württemberg,08437,Sigmaringen,29.8,24.1,30.5,21.3,3.0,69685,731,208,3911,13213,1880,11801,6792,29105,1543,501,67343,48516,35549,12967,55081,40721,14360,6416,956,3053,32775
223,09,Freistaat Bayern,09161,Ingolstadt,55.2,60.2,27.3,20.5,3.2,127649,211,19,4767,6341,1682,52550,8719,51818,874,668,73403,107531,85982,21549,58784,45283,13501,5394,-99,4087,30703
224,09,Freistaat Bayern,09162,"München, Landeshauptstadt",71.4,13.5,25.8,19.6,3.8,1127413,1234,120,24733,162695,29659,151103,118711,592163,9208,37787,805731,897144,668603,228541,663664,495503,168161,107569,4513,27400,288987
225,09,Freistaat Bayern,09163,"Rosenheim, Stadt",65.2,19.4,30.3,20.4,4.3,50154,54,6,1262,3097,661,4411,1701,10605,27528,829,32120,35596,24002,11594,26415,19063,7352,3991,-99,1597,15352
226,09,Freistaat Bayern,09171,Altötting,30.7,33.1,33.5,21.4,3.1,63036,456,126,5038,5801,2397,8658,4805,32656,866,2233,57163,48382,33961,14421,46554,32906,13648,5276,643,2979,29212
227,09,Freistaat Bayern,09172,Berchtesgadener Land,36.4,15.7,37.0,19.9,3.7,55430,243,50,3183,4845,3120,8248,5467,28928,442,904,47057,36844,25688,11156,36396,25239,11157,6595,970,3004,28738
228,09,Freistaat Bayern,09173,Bad Tölz-Wolfratshausen,29.4,15.0,32.9,22.0,2.3,56860,409,52,4339,6163,1091,7933,3023,31561,637,1652,64172,38343,27258,11085,51877,37179,14698,9892,944,4392,32552
229,09,Freistaat Bayern,09174,Dachau,28.8,10.8,27.2,21.8,2.0,63130,598,18,4966,6985,2564,10630,5667,30057,1068,577,82192,43718,30745,12973,69599,51097,18502,8713,912,5253,34554
230,09,Freistaat Bayern,09175,Ebersberg,32.8,9.6,28.4,23.5,2.0,59458,491,70,3144,5423,1698,13315,2708,31478,573,558,72718,41644,30218,11426,61996,44776,17220,9338,918,4401,32312
231,09,Freistaat Bayern,09176,Eichstätt,28.2,16.0,25.9,22.7,1.5,58555,534,198,3691,9460,2258,11760,2362,27043,857,392,69011,41782,30757,11025,57628,42986,14642,6254,971,4268,29681
232,09,Freistaat Bayern,09177,Erding,36.5,9.9,24.4,21.7,2.0,60357,769,61,3804,5347,6036,8925,3323,29804,1763,525,74902,46303,32813,13490,63114,45994,17120,7919,1699,6290,29573
233,09,Freistaat Bayern,09178,Freising,52.1,12.7,22.5,20.9,2.3,111703,869,179,6853,8848,10529,23357,8262,49631,1593,1582,97736,84729,59468,25261,82114,60104,22010,10170,1632,6103,36079
234,09,Freistaat Bayern,09179,Fürstenfeldbruck,26.3,9.1,33.7,22.9,2.7,78426,455,98,5903,8804,2427,13352,5119,40441,766,1061,110561,52424,36328,16096,91024,65147,25877,14085,1103,6890,54392
235,09,Freistaat Bayern,09180,Garmisch-Partenkirchen,42.5,8.5,39.9,19.9,3.0,45152,232,14,2648,2281,2392,5504,3464,27559,667,391,41439,29421,19827,9594,33612,23294,10318,6515,793,2397,25172
236,09,Freistaat Bayern,09181,Landsberg am Lech,31.0,15.7,29.8,21.7,2.4,56537,608,20,3190,8267,1514,9107,3261,28075,1693,802,59536,39901,27990,11911,48428,34055,14373,9150,1025,2920,29162
237,09,Freistaat Bayern,09182,Miesbach,36.8,17.8,35.4,21.3,2.4,52948,335,40,3999,4872,2642,7353,4502,27795,825,585,49995,36613,26362,10251,40132,28616,11516,8819,850,3226,25969
238,09,Freistaat Bayern,09183,Mühldorf a.Inn,29.2,22.9,29.9,21.1,3.4,57254,534,27,3888,9067,1961,8500,6409,25602,799,467,58150,42100,30405,11695,46141,33685,12456,6105,1337,3424,28457
239,09,Freistaat Bayern,09184,"München, Kreis",79.0,21.7,31.8,23.8,2.5,296095,650,163,10113,47849,6678,67592,30961,127357,1622,3110,166829,240768,189909,50859,140770,101980,38790,25034,1160,7992,80111
240,09,Freistaat Bayern,09185,Neuburg-Schrobenhausen,26.9,23.1,28.3,21.9,2.2,45353,511,48,5579,5338,1143,6456,2527,22684,716,351,50511,33014,24197,8817,42738,31773,10965,5093,815,2539,23116
241,09,Freistaat Bayern,09186,Pfaffenhofen a.d.Ilm,28.0,18.7,26.4,21.2,1.8,59261,753,42,4418,7041,2882,9005,3165,27680,808,3467,68310,43743,32588,11155,57188,42669,14519,7339,1090,4473,29421
242,09,Freistaat Bayern,09187,"Rosenheim, Kreis",31.8,16.1,32.4,21.5,2.5,123295,1097,314,8813,13938,4056,16112,8436,67344,1603,1582,125896,86135,59882,26253,103792,72336,31456,19430,2455,8881,67051
243,09,Freistaat Bayern,09188,Starnberg,40.1,17.4,36.6,23.7,2.7,71925,282,183,2627,7719,2494,8948,6974,41000,726,972,59491,52421,38258,14163,49848,34585,15263,14487,768,3971,35022
244,09,Freistaat Bayern,09189,Traunstein,32.7,25.6,35.2,20.7,2.9,95802,929,166,8705,9519,2114,17656,6900,46484,2490,839,86641,69108,50109,18999,69226,48991,20235,11672,1980,5152,47909
245,09,Freistaat Bayern,09190,Weilheim-Schongau,29.6,24.9,33.2,21.9,2.4,73535,533,141,4078,10980,1237,15493,5224,34048,929,872,65897,50227,35666,14561,55416,39136,16280,8532,1291,3734,35264
