1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;41;0;1;2.4;22;9;6;4;0;0;0;39;95.1;36;31;5;2;5.6
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;144;0;4;2.8;39;41;22;41;1;0;0;139;96.5;118;108;10;19;16.1
114000;Sexuelle Belästigung § 184i StGB;13,645;0.3;0;0;3,180;4,008;2,826;3,577;54;0;0;10,364;76;9,853;9,676;177;4,137;42
115000;Straftaten aus Gruppen § 184j StGB;32;0;0;0;4;4;8;16;0;0;0;11;34.4;30;30;0;28;93.3
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;22,137;0.4;874;3.9;6,890;6,348;3,855;4,679;365;5;0;17,164;77.5;14,438;13,680;758;3,062;21.2
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;13,670;0.3;690;5;5,001;3,974;2,177;2,179;339;5;0;11,896;87;10,259;9,632;627;1,762;17.2
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;123;0;0;0;44;28;20;21;10;0;0;102;82.9;106;98;8;15;14.2
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;5,671;0.1;445;7.8;2,086;1,686;899;927;73;4;0;5,161;91;4,834;4,597;237;907;18.8
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;1,458;0;46;3.2;418;444;249;339;8;0;0;935;64.1;864;790;74;209;24.2
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;523;0;72;13.8;199;196;75;37;16;0;0;455;87;403;379;24;40;9.9
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;3,264;0.1;0;0;1,222;891;554;401;196;1;0;2,807;86;2,103;1,948;155;227;10.8
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;1,035;0;44;4.3;459;284;149;127;16;0;0;974;94.1;926;895;31;170;18.4
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;186;0;12;6.5;63;29;24;68;2;0;0;162;87.1;129;114;15;14;10.9
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;1,410;0;71;5;510;416;207;259;18;0;0;1,300;92.2;1,332;1,240;92;225;16.9
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;7,567;0.1;0;0;1,559;2,125;1,528;2,341;14;0;0;4,471;59.1;3,673;3,557;116;1,200;32.7
132010;Exhibitionistische Handlungen § 183 StGB;6,588;0.1;0;0;1,382;1,884;1,318;1,991;13;0;0;3,734;56.7;2,983;2,983;0;994;33.3
132020;Erregung öffentlichen Ärgernisses § 183a StGB;979;0;0;0;177;241;210;350;1;0;0;737;75.3;782;666;116;235;30.1
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;900;0;184;20.4;330;249;150;159;12;0;0;797;88.6;766;743;23;156;20.4
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;254;0;101;39.8;66;66;45;74;3;0;0;211;83.1;193;190;3;49;25.4
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;646;0;83;12.8;264;183;105;85;9;0;0;586;90.7;581;561;20;107;18.4
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;18,138;0.3;61;0.3;6,802;4,964;2,770;2,883;719;0;0;16,718;92.2;16,610;14,197;2,413;2,592;15.6
140010;Ausübung der verbotenen Prostitution § 184f StGB;554;0;0;0;59;58;59;375;3;0;0;546;98.6;298;29;269;185;62.1
140020;Jugendgefährdende Prostitution § 184g StGB;10;0;0;0;6;2;1;1;0;0;0;10;100;13;2;11;7;53.8
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;102;0;19;18.6;22;38;19;22;1;0;0;85;83.3;96;72;24;26;27.1
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;76;0;19;25;19;27;10;19;1;0;0;60;78.9;69;49;20;17;24.6
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;45;0;13;28.9;7;17;7;14;0;0;0;38;84.4;40;31;9;10;25
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;31;0;6;19.4;12;10;3;5;1;0;0;22;71;29;18;11;7;24.1
141200;Ausbeuten von Prostituierten § 180a StGB;26;0;0;0;3;11;9;3;0;0;0;25;96.2;27;23;4;9;33.3
142000;Zuhälterei § 181a StGB;136;0;0;0;19;32;28;54;3;0;0;125;91.9;144;120;24;83;57.6
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;17,336;0.3;42;0.2;6,696;4,834;2,663;2,431;712;0;0;15,952;92;16,071;13,983;2,088;2,296;14.3
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;1,212;0;0;0;404;331;170;219;88;0;0;951;78.5;1,000;867;133;165;16.5
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;219;0;0;0;107;58;27;17;10;0;0;205;93.6;212;187;25;22;10.4
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;69;0;0;0;26;15;15;6;7;0;0;52;75.4;56;49;7;5;8.9
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;1,583;0;0;0;709;452;183;148;91;0;0;1,418;89.6;1,520;1,343;177;133;8.8
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;12,262;0.2;26;0.2;4,645;3,441;1,974;1,753;449;0;0;11,448;93.4;11,784;10,349;1,435;1,809;15.4
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;6,692;0.1;26;0.4;2,460;1,904;1,080;1,029;219;0;0;6,245;93.3;6,663;5,842;821;1,201;18
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;5,804;0.1;20;0.3;2,083;1,685;954;892;190;0;0;5,423;93.4;5,838;5,126;712;1,046;17.9
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;652;0;0;0;263;153;97;114;25;0;0;611;93.7;642;590;52;129;20.1
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;117;0;6;5.1;54;30;16;16;1;0;0;107;91.5;112;89;23;13;11.6
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;119;0;0;0;60;36;13;7;3;0;0;104;87.4;114;74;40;14;12.3
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;93;0;0;0;74;10;2;4;3;0;0;89;95.7;36;27;9;5;13.9
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;5,477;0.1;0;0;2,111;1,527;892;720;227;0;0;5,114;93.4;5,322;4,703;619;626;11.8
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;1,991;0;16;0.8;805;537;294;288;67;0;0;1,878;94.3;1,838;1,508;330;183;10
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;1,130;0;14;1.2;451;317;154;166;42;0;0;1,052;93.1;1,080;839;241;119;11
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;878;0;4;0.5;332;249;120;142;35;0;0;813;92.6;860;670;190;90;10.5
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;90;0;0;0;43;24;14;7;2;0;0;84;93.3;79;54;25;5;6.3
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornographie § 184c Abs. 1 Nr. 3 StGB;74;0;10;13.5;28;21;13;9;3;0;0;71;95.9;71;58;13;13;18.3
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;88;0;0;0;48;23;7;8;2;0;0;84;95.5;73;59;14;11;15.1
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;20;0;2;10;13;3;1;1;2;0;0;20;100;15;12;3;3;20
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;841;0;0;0;341;217;139;121;23;0;0;806;95.8;763;677;86;61;8
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;776,795;14.3;50,937;6.6;201,617;224,320;153,780;194,121;2,957;4,307;989;677,580;87.2;599,077;484,542;114,535;183,251;30.6
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;36,052;0.7;7,288;20.2;4,596;9,389;8,778;13,256;33;1,719;105;21,255;59;26,678;24,304;2,374;10,590;39.7
210010;Sonstiger Raub § 249 StGB;3,261;0.1;611;18.7;462;903;830;1,058;8;6;0;1,798;55.1;2,567;2,343;224;987;38.4
210020;Sonstiger schwerer Raub § 250 StGB;988;0;223;22.6;153;305;195;334;1;138;10;564;57.1;1,013;939;74;415;41
210030;Sonstiger Raub mit Todesfolge § 251 StGB;1;0;0;0;0;0;1;0;0;0;0;1;100;2;2;0;2;100
210040;Räuberischer Diebstahl § 252 StGB;8,255;0.2;780;9.4;1,090;2,520;2,177;2,468;0;14;1;6,442;78;7,313;6,325;988;3,273;44.8
210050;Sonstige räuberische Erpressung § 255 StGB;2,642;0;1,098;41.6;492;742;591;802;15;130;15;2,044;77.4;2,912;2,742;170;1,030;35.4
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;114;0;48;42.1;61;19;12;22;0;38;0;93;81.6;79;73;6;31;39.2
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);87;0;39;44.8;45;15;10;17;0;27;0;79;90.8;62;57;5;27;43.5
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;11;0;7;63.6;2;1;3;5;0;3;0;5;45.5;6;6;0;4;66.7
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;20;0;7;35;9;4;1;6;0;10;0;16;80;30;25;5;19;63.3
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;56;0;25;44.6;34;10;6;6;0;14;0;58;103.6;27;27;0;4;14.8
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;27;0;9;33.3;16;4;2;5;0;11;0;14;51.9;17;16;1;4;23.5
211210;Raub auf Postfilialen und -agenturen § 249 StGB;4;0;2;50;3;1;0;0;0;0;0;2;50;2;1;1;0;0
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;15;0;4;26.7;6;3;1;5;0;8;0;7;46.7;7;7;0;1;14.3
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;8;0;3;37.5;7;0;1;0;0;3;0;5;62.5;8;8;0;3;37.5
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;2,467;0;597;24.2;470;627;536;833;1;903;33;1,333;54;1,625;1,564;61;503;31
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;185;0;52;28.1;16;45;40;84;0;7;0;96;51.9;122;113;9;49;40.2
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;840;0;196;23.3;105;171;187;377;0;326;16;426;50.7;596;577;19;204;34.2
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;482;0;176;36.5;106;132;88;156;0;176;4;257;53.3;319;310;9;91;28.5
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;373;0;79;21.2;80;93;107;92;1;146;8;200;53.6;281;266;15;107;38.1
212110;Raub auf Spielhallen § 249 StGB;38;0;17;44.7;7;9;9;13;0;0;0;20;52.6;31;28;3;18;58.1
212120;Schwerer Raub auf Spielhallen § 250 StGB;210;0;34;16.2;42;48;62;57;1;92;7;101;48.1;150;144;6;58;38.7
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;125;0;28;22.4;31;36;36;22;0;54;1;79;63.2;127;120;7;41;32.3
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;587;0;94;16;163;186;114;124;0;248;5;354;60.3;475;458;17;104;21.9
212210;Raub auf Tankstellen § 249 StGB;49;0;17;34.7;19;13;7;10;0;5;0;25;51;34;33;1;13;38.2
212220;Schwerer Raub auf Tankstellen § 250 StGB;318;0;40;12.6;88;92;61;77;0;143;3;194;61;289;279;10;72;24.9
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;220;0;37;16.8;56;81;46;37;0;100;2;135;61.4;176;170;6;25;14.2
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;65;0;17;26.2;15;18;9;23;0;8;2;27;41.5;39;38;1;18;46.2
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;65;0;17;26.2;15;18;9;23;0;8;2;27;41.5;39;38;1;18;46.2
213110;Raub auf Geld- und Kassenboten § 249 StGB;23;0;4;17.4;6;7;3;7;0;0;0;9;39.1;10;9;1;4;40
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;34;0;12;35.3;8;6;6;14;0;7;1;14;41.2;25;25;0;13;52
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;8;0;1;12.5;1;5;0;2;0;1;1;4;50;4;4;0;1;25
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;172;0;52;30.2;24;52;32;63;1;19;3;99;57.6;114;111;3;57;50
214079;Räuberischer Angriff auf sonstige Kraftfahrer;89;0;27;30.3;21;30;16;21;1;7;0;39;43.8;56;56;0;25;44.6
214100;Beraubung von Taxifahrern;83;0;25;30.1;3;22;16;42;0;12;3;60;72.3;62;59;3;32;51.6
216000;Handtaschenraub;1,249;0;308;24.7;111;300;291;547;0;3;2;396;31.7;443;405;38;221;49.9
216010;Handtaschenraub § 249 StGB;1,166;0;286;24.5;100;279;270;517;0;1;0;348;29.8;387;356;31;193;49.9
216020;Handtaschenraub § 250 StGB;72;0;19;26.4;9;18;17;28;0;2;2;43;59.7;55;51;4;33;60
216030;Handtaschenraub mit Todesfolge § 251 StGB;1;0;0;0;1;0;0;0;0;0;0;1;100;2;2;0;1;50
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;10;0;3;30;1;3;4;2;0;0;0;4;40;6;3;3;1;16.7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14,516;0.3;3,099;21.3;1,279;3,181;3,578;6,471;7;302;23;6,662;45.9;9,666;9,055;611;3,802;39.3
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;8,781;0.2;1,462;16.6;720;1,905;2,281;3,873;2;9;0;3,575;40.7;5,451;5,079;372;2,220;40.7
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;2,465;0;475;19.3;191;475;552;1,245;2;158;16;1,134;46;2,026;1,934;92;869;42.9
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;3,270;0.1;1,162;35.5;368;801;745;1,353;3;135;7;1,953;59.7;2,885;2,717;168;1,007;34.9
218000;Raub zur Erlangung von Betäubungsmitteln;145;0;38;26.2;34;52;27;32;0;21;1;120;82.8;211;204;7;47;22.3
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;52;0;8;15.4;12;16;11;13;0;3;0;42;80.8;70;65;5;12;17.1
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;41;0;9;22;12;13;7;9;0;15;1;32;78;62;61;1;12;19.4
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;52;0;21;40.4;10;23;9;10;0;3;0;46;88.5;84;83;1;24;28.6
219000;Raubüberfälle in Wohnungen;2,177;0;417;19.2;405;670;499;603;0;137;15;1,676;77;2,571;2,309;262;924;35.9
219010;Raub in Wohnungen § 249 StGB;977;0;104;10.6;158;313;220;286;0;2;0;722;73.9;1,042;920;122;389;37.3
219020;Schwerer Raub in Wohnungen § 250 StGB;642;0;99;15.4;127;190;157;168;0;103;9;457;71.2;880;806;74;348;39.5
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
219050;Räuberische Erpressung in Wohnungen § 255 StGB;557;0;214;38.4;120;167;122;148;0;32;6;497;89.2;685;619;66;201;29.3
220000;Körperverletzung §§ 223-227, 229, 231 StGB;546,363;10.1;37,996;7;139,292;158,287;109,436;139,039;309;324;673;484,126;88.6;458,379;366,445;91,934;144,284;31.5
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;78;0;0;0;30;16;14;18;0;0;1;61;78.2;83;64;19;18;21.7
221010;Körperverletzung mit Todesfolge § 227 StGB;78;0;0;0;30;16;14;18;0;0;1;61;78.2;83;64;19;18;21.7
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;133,084;2.4;19,233;14.5;29,357;37,818;28,406;37,423;80;189;626;110,263;82.9;141,232;118,209;23,023;52,634;37.3
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;73,226;1.3;11,398;15.6;18,293;21,048;14,404;19,425;56;111;297;64,740;88.4;79,092;63,806;15,286;30,296;38.3
