1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
631079;Hehlerei von Kfz § 259 StGB;935;0;69;7.4;326;258;139;201;11;0;0;821;87.8;982;918;64;442;45
631100;Gewerbsmäßige Hehlerei von Kfz § 260 Abs. 1 Nr. 1 StGB;90;0;5;5.6;12;24;20;34;0;0;0;78;86.7;90;88;2;54;60
631200;Bandenhehlerei von Kfz § 260 Abs. 1 Nr. 2 StGB;36;0;2;5.6;18;8;2;8;0;0;0;35;97.2;52;49;3;45;86.5
631300;Gewerbsmäßige Bandenhehlerei von Kfz § 260a StGB;162;0;18;11.1;9;40;71;40;2;0;0;132;81.5;92;84;8;70;76.1
632000;Sonstige Hehlerei §§ 259-260a StGB;10,929;0.2;420;3.8;1,981;3,360;2,163;3,199;226;0;0;10,348;94.7;10,808;9,375;1,433;4,353;40.3
632079;Sonstige Hehlerei § 259 StGB;10,068;0.2;385;3.8;1,839;3,115;1,920;2,979;215;0;0;9,514;94.5;10,023;8,668;1,355;3,929;39.2
632100;Sonstige gewerbsmäßige Hehlerei § 260 Abs. 1 Nr. 1 StGB;739;0;22;3;119;204;212;196;8;0;0;716;96.9;637;569;68;303;47.6
632200;Sonstige Bandenhehlerei § 260 Abs. 1 Nr. 2 StGB;29;0;4;13.8;15;4;4;4;2;0;0;27;93.1;72;65;7;53;73.6
632300;Sonstige Gewerbsmäßige Bandenhehlerei § 260a StGB;93;0;9;9.7;8;37;27;20;1;0;0;91;97.8;159;150;9;111;69.8
633000;Geldwäsche, Verschleierung unrechtmäßig erlangter Vermögenswerte § 261 StGB;8,942;0.2;485;5.4;2,518;2,256;1,460;2,257;451;0;0;8,374;93.6;8,751;5,543;3,208;3,280;37.5
640000;Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB;20,735;0.4;2,159;10.4;8,611;5,910;3,011;3,184;19;0;3;9,866;47.6;10,401;8,298;2,103;1,802;17.3
640010;Fahrlässige Brandstiftung;7,639;0.1;0;0;3,462;2,046;1,089;1,039;3;0;0;5,149;67.4;5,794;4,282;1,512;1,017;17.6
640020;Fahrlässiges Herbeiführen einer Brandgefahr;755;0;0;0;423;235;61;36;0;0;0;322;42.6;469;408;61;90;19.2
641000;(Vorsätzliche) Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306c, 306f Abs. 1 und 2 StGB;12,341;0.2;2,159;17.5;4,726;3,629;1,861;2,109;16;0;3;4,395;35.6;4,172;3,640;532;700;16.8
641010;Vorsätzliche Brandstiftung;8,817;0.2;1,096;12.4;3,512;2,527;1,291;1,476;11;0;3;2,535;28.8;2,333;2,097;236;281;12
641020;Schwere Brandstiftung;2,604;0;1,003;38.5;744;820;487;552;1;0;0;1,460;56.1;1,470;1,212;258;350;23.8
641030;Besonders schwere Brandstiftung;163;0;60;36.8;39;64;28;32;0;0;0;104;63.8;114;93;21;28;24.6
641040;Brandstiftung mit Todesfolge;14;0;0;0;5;4;3;1;1;0;0;10;71.4;12;9;3;4;33.3
641050;Vorsätzliches Herbeiführen einer Brandgefahr;743;0;0;0;426;214;52;48;3;0;0;286;38.5;419;386;33;57;13.6
650000;Wettbewerbs-, Korruptions- und Amtsdelikte §§ 258a, 298-300, 331-353d, 355, 357 StGB;4,170;0.1;179;4.3;753;1,005;724;1,650;38;4;6;3,134;75.2;4,063;3,358;705;237;5.8
651000;Vorteilsannahme, Bestechlichkeit §§ 331, 332, 335 StGB;320;0;12;3.8;71;53;60;134;2;0;0;297;92.8;377;288;89;23;6.1
651100;Vorteilsannahme § 331 StGB;169;0;0;0;44;18;10;96;1;0;0;163;96.4;203;147;56;7;3.4
651200;Bestechlichkeit § 332 StGB;135;0;12;8.9;26;31;41;36;1;0;0;118;87.4;146;118;28;9;6.2
651300;Bestechlichkeit - gewerbsmäßig oder als Mitglied einer Bande § 335 Abs. 2 Nr. 3 StGB;6;0;0;0;0;3;2;1;0;0;0;6;100;18;15;3;6;33.3
651400;Alle sonstigen besonders schweren Fälle der Bestechlichkeit § 335 StGB;10;0;0;0;1;1;7;1;0;0;0;10;100;13;11;2;1;7.7
652000;Vorteilsgewährung, Bestechung §§ 333, 334, 335 StGB;418;0;81;19.4;100;90;93;131;4;0;0;398;95.2;491;410;81;144;29.3
652100;Vorteilsgewährung § 333 StGB;65;0;0;0;22;15;9;18;1;0;0;61;93.8;86;70;16;11;12.8
652200;Bestechung § 334 StGB;344;0;81;23.5;78;72;80;111;3;0;0;328;95.3;381;319;62;122;32
652300;Bestechung - gewerbsmäßig oder als Mitglied einer Bande nach § 335 Abs. 2 Nr. 3 StGB;5;0;0;0;0;2;1;2;0;0;0;5;100;19;17;2;9;47.4
652400;Alle sonstigen besonders schweren Fälle der Bestechung nach § 335 StGB;4;0;0;0;0;1;3;0;0;0;0;4;100;6;5;1;3;50
655000;Sonstige Straftaten im Amt §§ 258a, 339-353d, 355, 357 StGB;3,046;0.1;86;2.8;497;749;502;1,267;31;4;6;2,078;68.2;2,805;2,319;486;42;1.5
655001;Strafvereitelung im Amt;436;0;35;8;69;135;83;146;3;0;0;263;60.3;349;266;83;2;0.6
655002;Rechtsbeugung;174;0;2;1.1;48;43;31;50;2;0;0;89;51.1;91;54;37;4;4.4
655003;Aussageerpressung;4;0;1;25;0;2;1;1;0;0;0;3;75;4;3;1;0;0
655004;Verfolgung Unschuldiger;88;0;1;1.1;11;18;11;48;0;0;0;54;61.4;85;52;33;0;0
655005;Vollstreckung gegen Unschuldige;4;0;0;0;1;0;1;2;0;0;0;1;25;2;2;0;0;0
655006;Falschbeurkundung im Amt;204;0;1;0.5;70;63;21;49;1;0;0;174;85.3;167;154;13;9;5.4
655007;Gebührenüberhebung;55;0;3;5.5;10;3;28;14;0;0;0;53;96.4;33;28;5;0;0
655008;Abgabenüberhebung, Leistungskürzung;5;0;0;0;2;0;1;2;0;0;0;4;80;5;3;2;0;0
655009;Vertrauensbruch im auswärtigen Dienst;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
655010;Verbotene Mitteilungen über Gerichtsverhandlungen;58;0;0;0;14;17;12;14;1;0;0;52;89.7;53;45;8;7;13.2
655011;Verletzung des Steuergeheimnisses;12;0;0;0;4;3;3;2;0;0;0;10;83.3;10;6;4;0;0
655012;Verleitung eines Untergebenen zu Straftaten;2;0;0;0;0;1;0;1;0;0;0;2;100;2;2;0;0;0
655100;Körperverletzung im Amt § 340 StGB;1,708;0;40;2.3;212;373;253;864;6;4;6;1,192;69.8;1,808;1,546;262;13;0.7
655200;Verletzung des Dienstgeheimnisses § 353b StGB;296;0;3;1;56;91;57;74;18;0;0;181;61.1;226;180;46;7;3.1
656000;Wettbewerbsbeschränkende Absprachen bei Ausschreibungen § 298 StGB;20;0;0;0;6;7;3;4;0;0;0;19;95;59;57;2;1;1.7
657000;Bestechlichkeit und Bestechung im geschäftlichen Verkehr und im Gesundheitswesen §§ 299, 299a, 299b und 300 StGB;366;0;0;0;79;106;66;114;1;0;0;342;93.4;363;312;51;31;8.5
657100;Bestechlichkeit und Bestechung § 299 StGB;273;0;0;0;71;39;54;108;1;0;0;253;92.7;264;228;36;23;8.7
657200;Bestechlichkeit und Bestechung, gewerbsmäßig oder als Mitglied einer Bande § 300 Satz 2 Nr. 2 StGB;8;0;0;0;1;3;2;2;0;0;0;7;87.5;13;11;2;1;7.7
657300;Bestechlichkeit und Bestechung, Vorteil großen Ausmaßes § 300 Satz 2 Nr. 1 StGB;60;0;0;0;0;57;3;0;0;0;0;60;100;19;18;1;7;36.8
657400;Bestechlichkeit im Gesundheitswesen;11;0;0;0;3;4;2;2;0;0;0;9;81.8;16;16;0;0;0
657500;Bestechung im Gesundheitswesen;14;0;0;0;4;3;5;2;0;0;0;13;92.9;52;40;12;0;0
660000;Strafbarer Eigennutz §§ 284, 285, 287-293, 297 StGB;7,504;0.1;9;0.1;3,328;1,951;974;1,210;41;0;176;5,626;75;6,324;5,610;714;2,332;36.9
660010;Vereiteln der Zwangsvollstreckung;447;0;0;0;165;114;69;92;7;0;0;443;99.1;703;428;275;139;19.8
660020;Pfandkehr;259;0;9;3.5;96;85;36;42;0;0;0;239;92.3;280;208;72;72;25.7
660030;Unbefugter Gebrauch von Pfandsachen;6;0;0;0;1;2;1;2;0;0;0;5;83.3;8;5;3;3;37.5
660040;Gefährdung von Schiffen, Kraft- und Luftfahrzeugen durch Bannware;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
661000;Glücksspiel §§ 284, 285, 287 StGB;762;0;0;0;75;202;149;335;1;0;0;716;94;1,255;1,134;121;757;60.3
661010;Unerlaubte Veranstaltung eines Glücksspiels;472;0;0;0;48;111;120;192;1;0;0;426;90.3;671;577;94;409;61
661020;Beteiligung am unerlaubten Glückspiel;286;0;0;0;26;91;28;141;0;0;0;286;100;597;569;28;356;59.6
661030;Unerlaubte Veranstaltung einer Lotterie oder Ausspielung;4;0;0;0;1;0;1;2;0;0;0;4;100;4;4;0;2;50
662000;Wilderei §§ 292, 293 StGB;3,850;0.1;0;0;2,298;873;333;319;27;0;176;2,840;73.8;3,224;3,033;191;1,050;32.6
662001;Fischwilderei;2,770;0.1;0;0;1,500;676;284;290;20;0;0;2,504;90.4;2,851;2,738;113;1,009;35.4
662100;Jagdwilderei § 292 StGB;1,080;0;0;0;798;197;49;29;7;0;176;336;31.1;373;295;78;41;11
663000;Wucher § 291 StGB;2,180;0;0;0;693;675;386;420;6;0;0;1,383;63.4;863;810;53;311;36
670000;Alle sonstigen Straftaten gemäß StGB - ohne Verkehrsdelikte -;914,363;17.2;10,976;1.2;254,850;262,764;173,647;210,586;12,516;11;1,108;425,185;46.5;363,803;270,844;92,959;74,317;20.4
670001;Falsche uneidliche Aussage (Falschaussage);3,568;0.1;0;0;494;1,577;937;548;12;0;0;3,519;98.6;3,992;2,554;1,438;860;21.5
670002;Meineid;74;0;0;0;9;23;25;16;1;0;0;71;95.9;80;50;30;12;15
670003;Falsche Versicherung an Eides statt;3,492;0.1;0;0;1,053;1,331;591;490;27;0;0;3,467;99.3;3,600;2,416;1,184;642;17.8
670005;Verleitung zur Falschaussage;102;0;45;44.1;31;44;13;14;0;0;0;101;99;113;87;26;22;19.5
670006;Fahrlässiger Falscheid, fahrlässige falsche Versicherung an Eides statt;21;0;0;0;8;9;2;2;0;0;0;20;95.2;20;12;8;2;10
670007;Falsche Verdächtigung;16,191;0.3;0;0;5,287;5,235;2,513;3,027;129;0;0;15,536;96;16,230;8,907;7,323;3,146;19.4
670008;Beschimpfung von Bekenntnissen, Religionsgemeinschaften und Weltanschauungsvereinigungen;77;0;0;0;17;19;9;30;2;0;0;40;51.9;43;39;4;9;20.9
670009;Störung der Religionsausübung;79;0;0;0;26;28;12;13;0;0;0;61;77.2;53;42;11;7;13.2
670010;Störung einer Bestattungsfeier;7;0;0;0;4;3;0;0;0;0;0;7;100;9;5;4;2;22.2
670011;Störung der Totenruhe;1,366;0;7;0.5;598;428;178;162;0;0;0;501;36.7;290;204;86;22;7.6
670012;Personenstandsfälschung;35;0;0;0;2;6;7;20;0;0;0;14;40;15;6;9;9;60
670013;Doppelehe;19;0;0;0;5;7;3;3;1;0;0;17;89.5;19;14;5;11;57.9
670014;Beischlaf zwischen Verwandten;32;0;0;0;15;10;2;4;1;0;0;32;100;51;28;23;5;9.8
670015;Üble Nachrede und Verleumdung gegen Personen des politischen Lebens;432;0;0;0;164;123;62;62;21;0;0;277;64.1;264;201;63;14;5.3
670016;Verletzung der Vertraulichkeit des Wortes;3,891;0.1;61;1.6;924;1,471;694;767;35;0;0;3,739;96.1;3,296;2,360;936;733;22.2
670017;Verletzung des Briefgeheimnisses;3,634;0.1;0;0;1,022;1,035;695;775;107;0;0;1,799;49.5;1,728;978;750;260;15
670018;Verletzung von Privatgeheimnissen;457;0;0;0;106;174;79;87;11;0;0;364;79.6;366;201;165;17;4.6
670019;Verwertung fremder Geheimnisse;11;0;0;0;3;4;2;0;2;0;0;11;100;11;6;5;3;27.3
670020;Verletzung des Post- u. Fernmeldegeheimnisses;2,302;0;0;0;861;555;335;328;223;0;0;1,072;46.6;897;700;197;351;39.1
670021;Aussetzung;87;0;2;2.3;34;27;10;16;0;0;0;71;81.6;87;54;33;20;23
670024;Gefährliche Eingriffe in den Bahn-, Schiffs- und Luftverkehr;2,795;0.1;269;9.6;929;730;459;668;9;0;6;1,363;48.8;1,654;1,389;265;399;24.1
670025;Gefährliche Eingriffe in den Straßenverkehr;17,664;0.3;2,213;12.5;7,275;4,962;2,699;2,640;88;11;59;8,342;47.2;9,006;7,912;1,094;1,861;20.7
670026;Störung öffentlicher Betriebe;414;0;29;7;179;79;57;97;2;0;0;99;23.9;116;100;16;17;14.7
670027;Störung von Telekommunikationsanlagen;587;0;10;1.7;436;87;18;45;1;0;0;380;64.7;387;330;57;60;15.5
670029;Baugefährdung;125;0;0;0;51;27;9;38;0;0;0;98;78.4;142;134;8;37;26.1
670030;Vollrausch;62;0;0;0;17;17;10;18;0;0;0;62;100;56;48;8;27;48.2
670031;Gefährdung einer Entziehungskur;16;0;0;0;8;5;3;0;0;0;0;14;87.5;14;10;4;2;14.3
670032;Unterlassene Hilfeleistung, Behinderung von hilfeleistenden Personen § 323c StGB;1,889;0;0;0;617;550;316;393;13;0;0;1,421;75.2;1,751;1,145;606;205;11.7
670033;Parteiverrat;84;0;0;0;17;25;16;26;0;0;0;81;96.4;84;70;14;0;0
670034;Verletzung des höchstpersönlichen Lebensbereiches durch Bildaufnahmen;9,233;0.2;0;0;3,065;2,691;1,529;1,597;351;0;0;7,801;84.5;7,768;5,672;2,096;1,298;16.7
670079;Sonstige weitere Straftaten gemäß StGB;27;0;2;7.4;11;4;3;6;3;0;0;15;55.6;17;14;3;0;0
671000;Verletzung der Unterhaltspflicht § 170 StGB;3,334;0.1;0;0;1,527;999;411;370;27;0;0;3,313;99.4;3,201;3,064;137;551;17.2
672000;Verletzung der Fürsorge- oder Erziehungspflicht § 171 StGB;1,062;0;0;0;260;279;153;367;3;0;0;992;93.4;1,205;441;764;292;24.2
673000;Beleidigung §§ 185-187, 189 StGB;240,575;4.5;0;0;68,004;68,940;45,273;53,564;4,794;0;0;213,877;88.9;195,255;136,050;59,205;39,104;20
673010;Beleidigung ohne sexuelle Grundlage;184,806;3.5;0;0;50,130;51,432;35,924;44,558;2,762;0;0;166,061;89.9;153,204;111,116;42,088;32,286;21.1
673020;Üble Nachrede ohne sexuelle Grundlage;12,622;0.2;0;0;4,289;3,777;2,034;1,952;570;0;0;10,782;85.4;11,502;5,607;5,895;1,220;10.6
673030;Verleumdung ohne sexuelle Grundlage;18,315;0.3;0;0;6,356;5,119;2,713;3,362;765;0;0;15,669;85.6;16,363;8,202;8,161;1,803;11
673040;Verunglimpfung des Andenkens Verstorbener ohne sexuelle Grundlage;92;0;0;0;26;18;22;8;18;0;0;58;63;60;53;7;6;10
673100;Beleidigung auf sexueller Grundlage §§ 185-187, 189 StGB;24,740;0.5;0;0;7,203;8,594;4,580;3,684;679;0;0;21,307;86.1;20,817;15,641;5,176;4,903;23.6
673110;Beleidigung auf sexueller Grundlage;21,871;0.4;0;0;6,186;7,682;4,141;3,356;506;0;0;18,905;86.4;18,324;14,483;3,841;4,619;25.2
673120;Üble Nachrede auf sexueller Grundlage;1,184;0;0;0;429;364;182;140;69;0;0;987;83.4;1,087;535;552;121;11.1
673130;Verleumdung auf sexueller Grundlage;1,669;0;0;0;578;546;256;186;103;0;0;1,405;84.2;1,530;698;832;180;11.8
673140;Verunglimpfung des Andenkens Verstorbener auf sexueller Grundlage;16;0;0;0;10;2;1;2;1;0;0;10;62.5;10;8;2;3;30
674000;Sachbeschädigung §§ 303-305a StGB;576,444;10.9;7,957;1.4;153,275;166,720;113,766;140,334;2,349;0;1,043;147,138;25.5;126,224;106,499;19,725;26,490;21
674010;Sachbeschädigung § 303 StGB ohne Schl. 674100 u. 674300;210,427;4;2,891;1.4;60,326;57,915;35,518;56,478;190;0;538;73,774;35.1;71,198;59,343;11,855;15,972;22.4
674011;Sachbeschädigung durch Graffiti ohne Schl. 674111 u. 674311;45,466;0.9;88;0.2;9,488;11,669;8,562;15,680;67;0;0;6,388;14.1;4,913;4,324;589;538;11
674012;Sachbeschädigung durch Feuer ohne Schl. 674312;11,136;0.2;543;4.9;3,271;3,032;1,823;3,004;6;0;1;2,491;22.4;2,913;2,495;418;475;16.3
674019;Sonstige Sachbeschädigung ohne Schl. 674119 u. 674319;153,825;2.9;2,260;1.5;47,567;43,214;25,133;37,794;117;0;537;64,895;42.2;64,339;53,404;10,935;15,074;23.4
674020;Gemeinschädliche Sachbeschädigung ohne Schl. 674320;10,867;0.2;102;0.9;4,477;2,950;1,176;2,258;6;0;20;2,308;21.2;3,165;2,804;361;590;18.6
674021;Gemeinschädliche Sachbeschädigung durch Graffiti ohne Schl. 674321;3,391;0.1;9;0.3;1,137;841;344;1,068;1;0;0;490;14.5;636;562;74;80;12.6
674022;Gemeinschädliche Sachbeschädigung durch Feuer ohne Schl. 674322;688;0;37;5.4;286;219;77;106;0;0;1;164;23.8;296;239;57;43;14.5
674029;Sonstige gemeinschädliche Sachbeschädigung ohne Schl. 674329;6,788;0.1;56;0.8;3,054;1,890;755;1,084;5;0;19;1,654;24.4;2,261;2,026;235;471;20.8
674030;Zerstörung von Bauwerken ohne Schl. 674330;27;0;2;7.4;15;6;2;4;0;0;0;16;59.3;24;18;6;7;29.2
674100;Sachbeschädigung an Kfz;208,794;3.9;2,925;1.4;49,245;62,993;45,428;50,309;819;0;202;39,207;18.8;30,459;25,792;4,667;6,655;21.8
674111;Sachbeschädigung durch Graffiti an Kfz;4,733;0.1;58;1.2;927;1,227;1,117;1,456;6;0;0;699;14.8;502;420;82;38;7.6
674119;Sonstige Sachbeschädigung an Kfz;204,061;3.8;2,867;1.4;48,318;61,766;44,311;48,853;813;0;202;38,508;18.9;30,038;25,440;4,598;6,620;22
674200;Datenveränderung, Computersabotage §§ 303a, 303b StGB;3,770;0.1;202;5.4;582;662;386;977;1,163;0;0;891;23.6;924;708;216;141;15.3
674210;Datenveränderung;3,100;0.1;110;3.5;458;502;269;877;994;0;0;732;23.6;757;555;202;115;15.2
674220;Computersabotage;670;0;92;13.7;124;160;117;100;169;0;0;159;23.7;169;155;14;27;16
674300;Sonstige Sachbeschädigung auf Straßen, Wegen oder Plätzen;142,058;2.7;1,768;1.2;38,536;42,070;31,171;30,113;168;0;283;30,669;21.6;30,612;26,984;3,628;4,880;15.9
674310;Sonstige Sachbeschädigung auf Straßen, Wegen oder Plätzen § 303 StGB;126,438;2.4;1,605;1.3;31,814;37,056;28,948;28,460;160;0;243;28,124;22.2;27,496;24,166;3,330;4,529;16.5
674311;Sonstige Sachbeschädigung durch Graffiti auf Straßen, Wegen oder Plätzen;52,717;1;110;0.2;12,405;13,016;12,903;14,313;80;0;0;9,268;17.6;5,878;5,217;661;558;9.5
674312;Sonstige Sachbeschädigung durch Feuer auf Straßen, Wegen oder Plätzen;9,563;0.2;466;4.9;1,575;3,035;2,434;2,513;6;0;0;1,269;13.3;1,446;1,273;173;159;11
674319;Sonstige Sachbeschädigung auf Straßen, Wegen oder Plätzen;64,158;1.2;1,029;1.6;17,834;21,005;13,611;11,634;74;0;243;17,587;27.4;20,661;18,121;2,540;3,850;18.6
674320;Gemeinschädliche Sachbeschädigung auf Straßen, Wegen oder Plätzen;15,560;0.3;160;1;6,705;4,989;2,213;1,646;7;0;40;2,531;16.3;3,731;3,392;339;414;11.1
674321;Gemeinschädliche Sachbeschädigung durch Graffiti auf Straßen, Wegen oder Plätzen;3,134;0.1;4;0.1;1,118;1,015;533;468;0;0;0;598;19.1;742;643;99;63;8.5
674322;Gemeinschädliche Sachbeschädigung durch Feuer auf Straßen, Wegen oder Plätzen;831;0;43;5.2;268;292;179;92;0;0;1;158;19;227;204;23;23;10.1
674329;Sonstige gemeinschädliche Sachbeschädigung auf Straßen, Wegen oder Plätzen;11,595;0.2;113;1;5,319;3,682;1,501;1,086;7;0;39;1,775;15.3;2,799;2,577;222;331;11.8
674330;Zerstörung von Bauwerken auf Straßen, Wegen oder Plätzen;60;0;3;5;17;25;10;7;1;0;0;14;23.3;16;15;1;2;12.5
674500;Zerstörung wichtiger Arbeitsmittel § 305a StGB;501;0;67;13.4;94;124;85;195;3;0;0;273;54.5;283;260;23;69;24.4
674512;Zerstörung wichtiger Arbeitsmittel durch Feuer;6;0;2;33.3;2;1;1;2;0;0;0;2;33.3;2;2;0;0;0
674519;Sonstige Zerstörung wichtiger Arbeitsmittel;495;0;65;13.1;92;123;84;193;3;0;0;271;54.7;281;258;23;69;24.6
675000;Sprengstoff- und Strahlungsverbrechen §§ 307-312 StGB;1,753;0;224;12.8;651;507;228;365;2;0;0;556;31.7;714;681;33;185;25.9
675100;Herbeiführen einer Explosion durch Kernenergie § 307 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
675200;Herbeiführen einer Sprengstoffexplosion § 308 StGB;1,731;0;222;12.8;641;502;225;361;2;0;0;540;31.2;696;664;32;179;25.7
675300;Missbrauch ionisierender Strahlen § 309 StGB;1;0;0;0;1;0;0;0;0;0;0;1;100;1;1;0;0;0
675400;Vorbereitung eines Explosions- oder Strahlungsverbrechens § 310 StGB;19;0;2;10.5;7;5;3;4;0;0;0;15;78.9;20;19;1;6;30
675500;Freisetzen ionisierender Strahlen § 311 StGB;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
675600;Fehlerhafte Herstellung einer kerntechnischen Anlage § 312 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
676000;Straftaten gegen die Umwelt §§ 324, 324a, 325-330a StGB;11,642;0.2;150;1.3;5,838;2,381;1,333;2,052;38;0;0;6,269;53.8;7,586;6,762;824;2,043;26.9
676010;Bodenverunreinigung 324a StGB;926;0;24;2.6;531;171;110;113;1;0;0;529;57.1;614;556;58;158;25.7
676011;Bodenverunreinigung;897;0;24;2.7;514;168;107;108;0;0;0;518;57.7;604;546;58;155;25.7
676012;Bodenverunreinigung - besonders schwerer Fall;29;0;0;0;17;3;3;5;1;0;0;11;37.9;11;11;0;3;27.3
676100;Gewässerverunreinigung § 324 StGB;2,463;0;85;3.5;1,177;508;342;411;25;0;0;1,108;45;1,355;1,280;75;253;18.7
676101;Gewässerverunreinigung;2,444;0;83;3.4;1,164;504;341;410;25;0;0;1,102;45.1;1,341;1,267;74;252;18.8
676102;Gewässerverunreinigung - besonders schwerer Fall;19;0;2;10.5;13;4;1;1;0;0;0;6;31.6;14;13;1;1;7.1
676200;Luftverunreinigung § 325 StGB;73;0;0;0;43;14;5;11;0;0;0;49;67.1;73;63;10;7;9.6
676201;Luftverunreinigung;73;0;0;0;43;14;5;11;0;0;0;49;67.1;73;63;10;7;9.6
676202;Luftverunreinigung - besonders schwerer Fall;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
676300;Verursachen von Lärm, Erschütterungen und nichtionisierenden Strahlen § 325a StGB;18;0;0;0;13;1;2;2;0;0;0;15;83.3;15;14;1;1;6.7
676301;Verursachen von Lärm, Erschütterungen und nichtionisierenden Strahlen;17;0;0;0;12;1;2;2;0;0;0;14;82.4;14;13;1;1;7.1
676302;Verursachen von Lärm, Erschütterungen und nichtionisierenden Strahlen - besonders schwerer Fall;1;0;0;0;1;0;0;0;0;0;0;1;100;1;1;0;0;0
676400;Unerlaubter Umgang mit Abfällen § 326 außer Abs. 2 StGB;7,536;0.1;36;0.5;3,761;1,558;803;1,402;12;0;0;4,047;53.7;4,975;4,353;622;1,547;31.1
676410;Unerlaubter Umgang mit Abfällen § 326 Abs. 1 StGB;7,484;0.1;36;0.5;3,736;1,539;798;1,399;12;0;0;4,015;53.6;4,935;4,320;615;1,545;31.3
676411;Unerlaubter Umgang mit Abfällen § 326 Abs. 1 StGB;7,324;0.1;34;0.5;3,685;1,484;768;1,377;10;0;0;3,938;53.8;4,825;4,223;602;1,502;31.1
676412;Unerlaubter Umgang mit Abfällen § 326 Abs. 1 StGB - besonders schwerer Fall;160;0;2;1.3;51;55;30;22;2;0;0;77;48.1;114;101;13;46;40.4
676420;Unerlaubter Umgang mit Abfällen § 326 Abs. 3 StGB;52;0;0;0;25;19;5;3;0;0;0;32;61.5;44;35;9;3;6.8
676421;Unerlaubter Umgang mit Abfällen § 326 Abs. 3 StGB;48;0;0;0;22;19;4;3;0;0;0;31;64.6;42;33;9;3;7.1
676422;Unerlaubter Umgang mit Abfällen § 326 Abs. 3 StGB - besonders schwerer Fall;4;0;0;0;3;0;1;0;0;0;0;1;25;2;2;0;0;0
676500;Unerlaubtes Betreiben von Anlagen § 327 StGB;319;0;0;0;210;80;17;12;0;0;0;312;97.8;402;357;45;46;11.4
676510;Unerlaubtes Betreiben von Anlagen § 327 StGB Abs. 1 (kerntechnische Anlage und Kernbrennstoffe);1;0;0;0;0;0;1;0;0;0;0;1;100;1;1;0;1;100
676511;Unerlaubtes Betreiben von Anlagen § 327 Abs. 1 (kerntechnische Anlage und Kernbrennstoffe);1;0;0;0;0;0;1;0;0;0;0;1;100;1;1;0;1;100
676512;Unerlaubtes Betreiben von Anlagen § 327 Abs. 1 (kerntechnische Anlage und Kernbrennstoffe) - besonders schwerer Fall;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
676520;Unerlaubtes Betreiben von Anlagen § 327 Abs. 2;318;0;0;0;210;80;16;12;0;0;0;311;97.8;401;356;45;45;11.2
676521;Unerlaubtes Betreiben von Anlagen § 327 Abs. 2;314;0;0;0;206;80;16;12;0;0;0;307;97.8;397;353;44;44;11.1
676522;Unerlaubtes Betreiben von Anlagen § 327 Abs. 2 - besonders schwerer Fall;4;0;0;0;4;0;0;0;0;0;0;4;100;6;5;1;2;33.3
676600;Unerlaubter Umgang mit radioaktiven Stoffen und anderen gefährlichen Gütern § 328 StGB;126;0;0;0;49;29;38;10;0;0;0;111;88.1;136;124;12;29;21.3
676610;Unerlaubter Umgang mit radioaktiven Stoffen § 328 StGB Abs. 1 und 2;8;0;0;0;3;4;0;1;0;0;0;8;100;11;10;1;1;9.1
676611;Unerlaubter Umgang mit radioaktiven Stoffen § 328 StGB Abs. 1 und 2;8;0;0;0;3;4;0;1;0;0;0;8;100;11;10;1;1;9.1
676612;Unerlaubter Umgang mit radioaktiven Stoffen § 328 StGB Abs. 1 und 2 - besonders schwerer Fall;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
676620;Unerlaubter Umgang mit anderen gefährlichen Stoffen und Gütern § 328 Abs. 3 StGB;118;0;0;0;46;25;38;9;0;0;0;103;87.3;125;114;11;28;22.4
676621;Unerlaubter Umgang mit anderen gefährlichen Stoffen und Gütern § 328 Abs. 3 StGB;115;0;0;0;45;23;38;9;0;0;0;101;87.8;119;109;10;24;20.2
676622;Unerlaubter Umgang mit anderen gefährlichen Stoffen und Gütern § 328 Abs. 3 StGB - besonders schwerer Fall;3;0;0;0;1;2;0;0;0;0;0;2;66.7;6;5;1;4;66.7
676700;Gefährdung schutzbedürftiger Gebiete § 329 StGB;37;0;0;0;24;5;4;4;0;0;0;27;73;36;29;7;5;13.9
676701;Gefährdung schutzbedürftiger Gebiete;31;0;0;0;20;4;4;3;0;0;0;24;77.4;32;27;5;5;15.6
676702;Gefährdung schutzbedürftiger Gebiete - besonders schwerer Fall;6;0;0;0;4;1;0;1;0;0;0;3;50;4;2;2;0;0
676800;Abfallein- / -aus- und -durchfuhr § 326 Abs. 2 StGB;51;0;1;2;22;8;2;19;0;0;0;48;94.1;62;57;5;16;25.8
