1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;122,341;2.4;20,050;16.4;26,498;34,190;25,173;36,040;440;215;720;102,633;83.9;124,602;102,017;22,585;46,623;37.4
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;70,444;1.4;12,160;17.3;17,851;20,374;13,138;18,686;395;118;374;63,272;89.8;73,250;57,648;15,602;27,894;38.1
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;403;0;48;11.9;167;107;59;68;2;0;2;350;86.8;296;251;45;87;29.4
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;8;0;0;0;2;1;5;0;0;0;0;8;100;24;23;1;6;25
222040;Verstümmelung weiblicher Genitalien § 226a StGB;4;0;0;0;2;1;1;0;0;0;0;2;50;3;1;2;3;100
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;51,482;1;7,842;15.2;8,476;13,707;11,970;17,286;43;97;344;39,001;75.8;55,212;47,806;7,406;20,340;36.8
222110;Gefährliche Körperverletzung § 224 StGB auf Straßen, Wegen oder Plätzen;51,324;1;7,824;15.2;8,449;13,652;11,934;17,246;43;97;342;38,878;75.8;55,038;47,645;7,393;20,297;36.9
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;142;0;18;12.7;26;44;33;39;0;0;1;112;78.9;149;135;14;44;29.5
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;16;0;0;0;1;11;3;1;0;0;1;11;68.8;50;47;3;9;18
223000;Misshandlung von Schutzbefohlenen § 225 StGB;4,806;0.1;85;1.8;1,584;1,296;780;1,116;30;3;0;4,574;95.2;4,853;2,690;2,163;1,416;29.2
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1,207;0;13;1.1;403;337;196;268;3;2;0;1,096;90.8;1,216;697;519;380;31.3
223100;Misshandlung von Kindern;3,599;0.1;72;2;1,181;959;584;848;27;1;0;3,478;96.6;3,710;2,039;1,671;1,068;28.8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;335,900;6.7;23,209;6.9;85,076;97,873;66,369;85,074;1,508;163;0;306,996;91.4;271,283;214,640;56,643;86,315;31.8
225000;Fahrlässige Körperverletzung § 229 StGB;20,585;0.4;0;0;7,977;5,682;2,957;3,952;17;0;40;17,637;85.7;18,629;11,624;7,005;2,739;14.7
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;223,838;4.4;5,520;2.5;65,156;66,611;39,656;48,777;3,638;2,108;207;196,676;87.9;179,018;150,110;28,908;48,711;27.2
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;1,493;0;154;10.3;438;407;257;371;20;0;0;1,373;92;1,502;628;874;689;45.9
231100;Menschenraub § 234 StGB;4;0;0;0;1;0;1;2;0;0;0;4;100;7;6;1;4;57.1
231200;Entziehung Minderjähriger § 235 StGB;1,474;0;150;10.2;436;404;252;365;17;0;0;1,361;92.3;1,485;617;868;683;46
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;13;0;2;15.4;7;3;2;1;0;0;0;13;100;14;5;9;8;57.1
231279;Sonstige Entziehung Minderjähriger § 235 StGB;1,461;0;148;10.1;429;401;250;364;17;0;0;1,348;92.3;1,471;612;859;675;45.9
231300;Kinderhandel § 236 StGB;15;0;4;26.7;1;3;4;4;3;0;0;8;53.3;10;5;5;2;20
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;221,814;4.4;5,314;2.4;64,662;66,112;39,275;48,176;3,589;2,099;207;194,883;87.9;177,075;149,122;27,953;47,724;27
232100;Freiheitsberaubung § 239 StGB;4,994;0.1;223;4.5;1,155;1,900;893;1,035;11;26;1;4,522;90.5;4,819;3,717;1,102;1,464;30.4
232200;Nötigung § 240 StGB;66,601;1.3;5,045;7.6;23,109;19,074;10,715;13,023;680;125;18;54,616;82;56,660;47,404;9,256;11,511;20.3
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;31,575;0.6;471;1.5;12,104;9,156;5,058;5,202;55;23;4;24,531;77.7;24,762;21,573;3,189;4,554;18.4
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;35,026;0.7;4,574;13.1;11,005;9,918;5,657;7,821;625;102;14;30,085;85.9;32,185;26,091;6,094;7,007;21.8
232300;Bedrohung § 241 StGB;129,682;2.6;0;0;34,831;39,172;23,935;29,445;2,299;1,938;187;117,041;90.3;106,937;91,727;15,210;33,383;31.2
232400;Nachstellung (Stalking) § 238 StGB;20,464;0.4;0;0;5,556;5,940;3,719;4,652;597;10;1;18,639;91.1;16,775;13,632;3,143;3,536;21.1
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;20,298;0.4;0;0;5,503;5,893;3,687;4,622;593;10;1;18,490;91.1;16,648;13,536;3,112;3,516;21.1
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;162;0;0;0;52;46;32;29;3;0;0;146;90.1;144;110;34;23;16
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;4;0;0;0;1;1;0;1;1;0;0;3;75;3;3;0;1;33.3
232500;Zwangsheirat § 237 StGB;73;0;46;63;11;26;13;21;2;0;0;65;89;100;73;27;88;88
233000;Erpresserischer Menschenraub § 239a StGB;64;0;15;23.4;8;17;19;18;2;7;0;57;89.1;137;127;10;68;49.6
233079;Sonstiger erpresserischer Menschenraub;61;0;14;23;8;15;18;18;2;7;0;54;88.5;132;122;10;66;50
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;1;0;0;0;0;1;0;0;0;0;0;1;100;1;1;0;0;0
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;2;0;1;50;0;1;1;0;0;0;0;2;100;5;5;0;2;40
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234000;Geiselnahme § 239b StGB;30;0;2;6.7;6;8;11;5;0;2;0;30;100;63;55;8;33;52.4
234079;Sonstige Geiselnahme;29;0;2;6.9;6;7;11;5;0;1;0;29;100;62;54;8;32;51.6
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;1;0;0;0;0;1;0;0;0;1;0;1;100;1;1;0;1;100
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;436;0;35;8;41;67;94;207;27;0;0;333;76.4;446;353;93;304;68.2
239100;Menschenhandel § 232 StGB;160;0;16;10;17;20;40;68;15;0;0;116;72.5;168;125;43;130;77.4
239110;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1 Nr. 1a. Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;106;0;15;14.2;8;17;26;42;13;0;0;70;66;107;76;31;83;77.6
239120;"Handel zum Zweck der Ausbeutung durch eine Beschäftigung § 232 StGB Abs. 1, Nr. 1 b); Abs. 2 in Bezug auf Abs. 1 Nr. 1b); Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1b); Abs. 4 in Bezug auf Abs. 1 Nr. 1b) StGB";32;0;0;0;6;3;7;14;2;0;0;29;90.6;42;34;8;28;66.7
239130;Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1 Nr. 1 c), Abs. 2 in Bezug auf Abs. 1 Nr. 1 c), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1c), Abs. 4 in Bezug auf Abs. 1 Nr. 1c) StGB;11;0;0;0;0;0;7;4;0;0;0;11;100;11;9;2;11;100
239140;Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1 Nr. 1d), Abs. 2 in Bezug auf Abs. 1 Nr. 1d), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d), Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB;8;0;1;12.5;2;0;0;6;0;0;0;5;62.5;7;6;1;7;100
239150;Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;3;0;0;0;1;0;0;2;0;0;0;1;33.3;2;1;1;2;100
239160;Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239200;Zwangsprostitution § 232a StGB;227;0;18;7.9;18;36;43;121;9;0;0;184;81.1;243;194;49;152;62.6
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;215;0;18;8.4;16;34;41;116;8;0;0;174;80.9;231;184;47;142;61.5
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;12;0;0;0;2;2;2;5;1;0;0;10;83.3;12;10;2;10;83.3
239300;Zwangsarbeit § 232b StGB;6;0;0;0;1;0;1;4;0;0;0;4;66.7;9;9;0;7;77.8
239310;Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 Nr. 1, Abs. 4 Nr. 1 StGB;4;0;0;0;0;0;1;3;0;0;0;3;75;8;8;0;6;75
239320;Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 2, Abs. 4 Nr. 2 StGB;2;0;0;0;1;0;0;1;0;0;0;1;50;1;1;0;1;100
239330;Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 3, Abs. 4 Nr. 3 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239400;Ausbeutung der Arbeitskraft § 233 StGB;10;0;0;0;1;2;2;5;0;0;0;9;90;12;10;2;9;75
239410;Ausbeutung durch eine Beschäftigung § 233 Abs. 1 Nr. 1, Abs. 2 in Fällen von Abs. 1 Nr. 1, Abs. 3 in Fällen von Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1, Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB;5;0;0;0;1;1;0;3;0;0;0;4;80;6;5;1;3;50
239420;Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1 Nr. 2, Abs. 2 in Fällen von Abs. 1 Nr. 2, Abs. 3 in Fällen von Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239430;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1 Nr. 3, Abs. 2 in Fällen von Abs. 1 Nr. 3, Abs. 3 in Fällen von Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;5;0;0;0;0;1;2;2;0;0;0;5;100;6;5;1;6;100
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;33;0;1;3;4;9;8;9;3;0;0;20;60.6;27;24;3;16;59.3
239510;Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 in Bezug auf Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB;22;0;1;4.5;3;6;5;5;3;0;0;12;54.5;16;15;1;10;62.5
239520;Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB);8;0;0;0;1;2;3;2;0;0;0;6;75;9;7;2;4;44.4
239530;Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;1;0;0;0;0;1;0;0;0;0;0;1;100;1;1;0;1;100
239540;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233a Abs. 1 Nr. 4, Abs. 2 in Bezug auf Abs. 1 Nr. 4, Abs. 3 in Bezug auf Abs. 1 Nr. 4, Abs. 4 in Bezug auf Abs. 1 Nr. 4 StGB;2;0;0;0;0;0;0;2;0;0;0;1;50;1;1;0;1;100
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;835,368;16.5;24,234;2.9;158,923;221,972;177,228;272,027;5,218;0;0;333,477;39.9;257,594;172,778;84,816;95,205;37
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;5,936;0.1;285;4.8;2,151;1,711;946;1,111;17;0;0;3,959;66.7;4,359;3,892;467;1,411;32.4
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;4,214;0.1;281;6.7;1,146;1,273;1,024;764;7;0;0;1,083;25.7;1,300;1,249;51;271;20.8
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;37,981;0.8;924;2.4;9,733;13,241;7,501;7,232;274;0;0;9,160;24.1;9,073;8,274;799;2,897;31.9
3**400;Einfacher Diebstahl von Schusswaffen;169;0;6;3.6;69;45;25;28;2;0;0;89;52.7;99;79;20;17;17.2
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;69,050;1.4;296;0.4;9,229;15,990;16,377;26,931;523;0;0;5,162;7.5;4,851;3,554;1,297;1,954;40.3
3**700;Einfacher Diebstahl von/aus Automaten;756;0;91;12;174;191;147;242;2;0;0;220;29.1;296;235;61;81;27.4
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;619;0;18;2.9;256;171;88;99;5;0;0;144;23.3;162;115;47;32;19.8
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;231,031;4.6;5,865;2.5;55,113;58,734;41,491;72,770;2,923;0;0;52,200;22.6;52,692;40,653;12,039;16,561;31.4
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;226,278;4.5;5,792;2.6;53,806;57,285;40,480;71,788;2,919;0;0;48,194;21.3;48,698;37,435;11,263;15,570;32
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;1,565;0;27;1.7;380;441;243;498;3;0;0;1,200;76.7;1,289;1,160;129;377;29.2
300050;Entziehung elektrischer Energie § 248c StGB;3,188;0.1;46;1.4;927;1,008;768;484;1;0;0;2,806;88;2,953;2,277;676;672;22.8
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;5,802;0.1;277;4.8;2,099;1,678;931;1,077;17;0;0;3,908;67.4;4,301;3,839;462;1,399;32.5
300110;Einfacher Diebstahl von Kraftwagen;3,110;0.1;248;8;936;892;593;680;9;0;0;1,558;50.1;1,910;1,720;190;681;35.7
300140;Unbefugter Gebrauch von Kraftwagen;2,692;0.1;29;1.1;1,163;786;338;397;8;0;0;2,350;87.3;2,431;2,155;276;727;29.9
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;4,167;0.1;279;6.7;1,116;1,267;1,018;759;7;0;0;1,061;25.5;1,272;1,224;48;271;21.3
300210;Einfacher Diebstahl von Mopeds und Krafträdern;3,768;0.1;272;7.2;949;1,180;949;684;6;0;0;779;20.7;978;944;34;216;22.1
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;399;0;7;1.8;167;87;69;75;1;0;0;282;70.7;303;289;14;57;18.8
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;33,787;0.7;849;2.5;8,870;11,835;6,391;6,421;270;0;0;8,391;24.8;8,321;7,648;673;2,690;32.3
300310;Einfacher Diebstahl von Fahrrädern;32,856;0.7;836;2.5;8,425;11,555;6,278;6,330;268;0;0;8,004;24.4;7,893;7,266;627;2,579;32.7
300340;Unbefugter Gebrauch von Fahrrädern;931;0;13;1.4;445;280;113;91;2;0;0;387;41.6;470;421;49;117;24.9
300400;Einfacher Diebstahl von Schusswaffen;82;0;6;7.3;34;27;10;9;2;0;0;41;50;45;38;7;11;24.4
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;22,631;0.4;109;0.5;2,693;5,329;5,467;8,778;364;0;0;2,006;8.9;2,014;1,536;478;774;38.4
300700;Einfacher Diebstahl von/aus Automaten;612;0;83;13.6;134;156;120;200;2;0;0;184;30.1;244;192;52;64;26.2
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;484;0;14;2.9;206;133;68;72;5;0;0;85;17.6;92;69;23;18;19.6
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;2,737;0.1;66;2.4;582;703;476;871;105;0;0;903;33;718;490;228;209;29.1
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von sonstigem Gut;2,477;0;56;2.3;538;634;416;791;98;0;0;842;34;675;462;213;195;28.9
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von unbaren Zahlungsmitteln;260;0;10;3.8;44;69;60;80;7;0;0;61;23.5;43;28;15;14;32.6
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;20,970;0.4;747;3.6;5,687;6,083;4,347;4,801;52;0;0;5,876;28;5,747;4,559;1,188;1,644;28.6
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;18,548;0.4;713;3.8;5,046;5,459;3,799;4,193;51;0;0;5,423;29.2;5,313;4,194;1,119;1,535;28.9
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;120;0;8;6.7;50;32;10;28;0;0;0;47;39.2;62;57;5;12;19.4
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;47;0;2;4.3;30;6;6;5;0;0;0;22;46.8;29;26;3;0;0
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;531;0;9;1.7;222;179;83;46;1;0;0;122;23;136;123;13;41;30.1
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;17;0;0;0;10;2;4;1;0;0;0;2;11.8;3;3;0;0;0
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;1,563;0;4;0.3;274;377;419;493;0;0;0;217;13.9;208;160;48;60;28.8
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;83;0;8;9.6;29;14;15;25;0;0;0;22;26.5;31;26;5;7;22.6
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;61;0;3;4.9;26;14;11;10;0;0;0;21;34.4;27;21;6;5;18.5
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;6,943;0.1;172;2.5;1,123;1,330;1,411;3,071;8;0;0;1,552;22.4;1,714;1,395;319;641;37.4
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;5,744;0.1;168;2.9;1,010;1,157;1,165;2,405;7;0;0;1,438;25;1,592;1,298;294;584;36.7
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;1,138;0;4;0.4;102;152;234;649;1;0;0;100;8.8;111;90;21;55;49.5
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;61;0;0;0;11;21;12;17;0;0;0;14;23;21;17;4;10;47.6
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern und Schaukästen darunter:;263,538;5.2;7,010;2.7;36,531;75,484;64,713;86,296;514;0;0;221,365;84;168,397;104,438;63,959;68,154;40.5
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;15,948;0.3;467;2.9;3,779;5,064;3,293;3,801;11;0;0;5,135;32.2;5,515;3,854;1,661;2,168;39.3
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;134;0;3;2.2;36;32;30;36;0;0;0;63;47;73;62;11;36;49.3
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;7,524;0.1;22;0.3;1,864;2,153;1,571;1,934;2;0;0;354;4.7;357;199;158;200;56
326*00;Einfacher Ladendiebstahl;239,932;4.8;6,518;2.7;30,852;68,235;59,819;80,525;501;0;0;215,813;89.9;164,285;101,772;62,513;66,624;40.6
326000;Einfacher Ladendiebstahl von sonstigem Gut;239,735;4.7;6,508;2.7;30,810;68,179;59,782;80,464;500;0;0;215,676;90;164,200;101,722;62,478;66,588;40.6
326300;Einfacher Ladendiebstahl von Fahrrädern;197;0;10;5.1;42;56;37;61;1;0;0;137;69.5;155;108;47;66;42.6
335*00;Einfacher Diebstahl in/aus Wohnungen;35,855;0.7;1,729;4.8;9,304;10,710;7,603;8,208;30;0;0;17,682;49.3;18,232;11,798;6,434;4,849;26.6
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;33,306;0.7;1,696;5.1;8,701;9,934;6,999;7,642;30;0;0;16,500;49.5;17,132;11,028;6,104;4,596;26.8
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;70;0;0;0;25;16;11;18;0;0;0;46;65.7;51;38;13;6;11.8
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;2,405;0;32;1.3;554;736;584;531;0;0;0;1,098;45.7;1,149;811;338;266;23.2
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;74;0;1;1.4;24;24;9;17;0;0;0;38;51.4;45;27;18;9;20
340*00;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;10,630;0.2;936;8.8;1,914;3,391;2,815;2,504;6;0;0;1,876;17.6;1,987;1,576;411;393;19.8
340000;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von sonstigem Gut;7,298;0.1;883;12.1;1,351;2,252;1,855;1,836;4;0;0;1,429;19.6;1,493;1,146;347;302;20.2
340300;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von Fahrrädern;3,332;0.1;53;1.6;563;1,139;960;668;2;0;0;447;13.4;524;458;66;98;18.7
345*00;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;9,892;0.2;312;3.2;2,959;2,719;1,725;2,439;50;0;0;1,367;13.8;1,823;1,667;156;595;32.6
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;9,727;0.2;312;3.2;2,945;2,694;1,691;2,347;50;0;0;1,355;13.9;1,808;1,653;155;593;32.8
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von Kraftwagen;14;0;0;0;2;1;5;6;0;0;0;4;28.6;4;4;0;1;25
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von unbaren Zahlungsmitteln;151;0;0;0;12;24;29;86;0;0;0;8;5.3;11;10;1;1;9.1
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;114,865;2.3;4,481;3.9;23,582;28,560;23,460;38,725;538;0;0;11,501;10;9,251;8,370;881;3,115;33.7
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;109,371;2.2;4,467;4.1;22,677;27,279;22,077;36,815;523;0;0;11,000;10.1;8,932;8,098;834;2,988;33.5
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;5,494;0.1;14;0.3;905;1,281;1,383;1,910;15;0;0;501;9.1;501;443;58;202;40.3
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;39;0;1;2.6;9;9;6;15;0;0;0;19;48.7;18;15;3;4;22.2
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;23;0;1;4.3;8;8;6;1;0;0;0;13;56.5;13;10;3;2;15.4
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;282;0;9;3.2;64;76;76;64;2;0;0;114;40.4;103;63;40;7;6.8
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;40;0;0;0;8;14;3;10;5;0;0;8;20;8;6;2;2;25
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;66;0;0;0;13;20;16;16;1;0;0;36;54.5;36;25;11;3;8.3
390000;Einfacher Taschendiebstahl von sonstigem Gut;43,008;0.9;1,187;2.8;4,093;7,837;8,445;22,450;183;0;0;2,472;5.7;2,408;1,811;597;1,816;75.4
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;27,884;0.6;101;0.4;2,781;5,869;6,630;12,470;134;0;0;817;2.9;789;496;293;615;77.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;648,198;12.8;151,703;23.4;112,755;161,536;140,114;233,012;781;0;0;101,350;15.6;66,666;58,083;8,583;28,219;42.3
