1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
111800;Sexueller Übergriff und sexuelle Nötigung im besonders schweren Fall § 177 Abs. 1, 2, 4, 5 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;663;0;60;9;138;187;135;187;16;5;0;543;81.9;604;589;15;197;32.6
111810;Sexueller Übergriff im besonders schweren Fall § 177 Abs. 1, 2 (ohne Nr. 1) i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;207;0;30;14.5;45;51;36;72;3;1;0;171;82.6;179;176;3;64;35.8
111820;Sexuelle Nötigung im besonders schweren Fall § 177 Abs. 5 i.V.m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;335;0;26;7.8;66;98;85;76;10;4;0;268;80;296;289;7;86;29.1
111830;Sexueller Übergriff an widerstandsunfähigen Personen im besonders schweren Fall § 177 Abs. 2 Nr. 1, Abs. 4 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;121;0;4;3.3;27;38;14;39;3;0;0;104;86;130;125;5;47;36.2
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;2;0;0;0;0;2;0;0;0;0;0;1;50;1;1;0;0;0
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;6,238;0.1;810;13;1,734;1,747;1,161;1,496;100;4;4;5,181;83.1;5,154;5,003;151;1,649;32
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9 StGB;2,925;0.1;327;11.2;866;782;464;788;25;1;1;2,419;82.7;2,405;2,359;46;772;32.1
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;2,723;0.1;458;16.8;693;782;577;610;61;3;3;2,259;83;2,296;2,207;89;793;34.5
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;590;0;25;4.2;175;183;120;98;14;0;0;503;85.3;506;489;17;98;19.4
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;681;0;28;4.1;205;208;124;136;8;0;0;628;92.2;593;542;51;86;14.5
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174 StGB;483;0;18;3.7;152;140;93;91;7;0;0;450;93.2;431;399;32;59;13.7
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;42;0;2;4.8;14;15;9;4;0;0;0;37;88.1;41;30;11;10;24.4
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;2;0;0;0;1;0;1;0;0;0;0;2;100;2;2;0;0;0
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;154;0;8;5.2;38;53;21;41;1;0;0;139;90.3;120;111;9;17;14.2
114000;Sexuelle Belästigung § 184i StGB;12,998;0.3;0;0;3,042;3,908;2,883;3,061;104;0;0;9,950;76.6;9,176;8,969;207;3,579;39
115000;Straftaten aus Gruppen § 184j StGB;16;0;0;0;2;4;1;9;0;0;0;6;37.5;15;15;0;11;73.3
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;24,828;0.5;908;3.7;7,347;7,031;4,458;5,299;693;2;0;19,154;77.1;16,116;15,273;843;3,398;21.1
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;15,507;0.3;682;4.4;5,319;4,404;2,523;2,633;628;2;0;13,317;85.9;11,572;10,868;704;1,923;16.6
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;187;0;0;0;60;47;38;30;12;0;0;155;82.9;167;144;23;29;17.4
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;5,604;0.1;375;6.7;2,115;1,529;856;968;136;0;0;5,058;90.3;4,711;4,490;221;845;17.9
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;1,331;0;39;2.9;338;379;267;328;19;1;0;860;64.6;819;763;56;203;24.8
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;652;0;87;13.3;206;206;123;73;44;0;0;541;83;541;506;35;76;14
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;4,464;0.1;0;0;1,510;1,312;775;581;286;0;0;3,760;84.2;3,006;2,830;176;316;10.5
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;1,172;0;31;2.6;489;320;159;174;30;0;0;1,086;92.7;1,038;994;44;206;19.8
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornografischer Schriften § 176a Abs. 3 StGB;233;0;17;7.3;67;35;31;89;11;0;0;215;92.3;170;157;13;22;12.9
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;1,863;0;132;7.1;534;575;274;390;90;1;0;1,642;88.1;1,659;1,512;147;280;16.9
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;1;0;1;100;0;1;0;0;0;0;0;0;0;0;0;0;0;0
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8,174;0.2;0;0;1,689;2,248;1,757;2,457;23;0;0;4,831;59.1;3,885;3,771;114;1,352;34.8
132010;Exhibitionistische Handlungen § 183 StGB;6,862;0.1;0;0;1,464;1,914;1,454;2,008;22;0;0;3,892;56.7;3,065;3,065;0;1,087;35.5
132020;Erregung öffentlichen Ärgernisses § 183a StGB;1,312;0;0;0;225;334;303;449;1;0;0;939;71.6;939;825;114;314;33.4
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;1,147;0;226;19.7;339;379;178;209;42;0;0;1,006;87.7;951;922;29;202;21.2
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;344;0;144;41.9;82;100;57;91;14;0;0;292;84.9;250;248;2;57;22.8
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;803;0;82;10.2;257;279;121;118;28;0;0;714;88.9;706;679;27;145;20.5
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g, 184k StGB;51,992;1;109;0.2;17,506;14,453;8,101;8,152;3,780;0;0;46,986;90.4;44,877;36,718;8,159;8,523;19
140010;Ausübung der verbotenen Prostitution § 184f StGB;955;0;0;0;192;181;129;449;4;0;0;923;96.6;610;71;539;504;82.6
140020;Jugendgefährdende Prostitution § 184g StGB;15;0;0;0;4;5;5;0;1;0;0;13;86.7;20;4;16;14;70
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;160;0;26;16.3;31;51;41;20;17;0;0;122;76.3;115;86;29;38;33
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;140;0;26;18.6;27;42;36;18;17;0;0;109;77.9;99;74;25;30;30.3
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;107;0;21;19.6;13;32;32;15;15;0;0;79;73.8;66;48;18;23;34.8
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;33;0;5;15.2;14;10;4;3;2;0;0;30;90.9;33;26;7;7;21.2
141200;Ausbeuten von Prostituierten § 180a StGB;20;0;0;0;4;9;5;2;0;0;0;13;65;16;12;4;8;50
142000;Zuhälterei § 181a StGB;113;0;0;0;15;27;29;40;2;0;0;101;89.4;114;101;13;64;56.1
143000;Verbreitung pornografischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;50,206;1;83;0.2;17,150;14,007;7,772;7,543;3,734;0;0;45,413;90.5;43,677;36,161;7,516;7,836;17.9
143010;Sonstige Verbreitung pornografischer Schriften (Erzeugnisse) § 184 StGB;3,032;0.1;0;0;784;675;468;722;383;0;0;2,119;69.9;2,064;1,859;205;355;17.2
143020;Verbreitung gewalt- oder tierpornografischer Schriften § 184a StGB;384;0;2;0.5;142;100;72;33;37;0;0;341;88.8;348;316;32;51;14.7
143030;Zugänglichmachen pornografischer Inhalte mittels Rundfunk oder Telemedien;35;0;0;0;17;5;4;5;4;0;0;27;77.1;27;23;4;6;22.2
143040;Veranstaltung und Besuch kinder- und jugendpornografischer Darbietungen § 184e StGB;3;0;0;0;1;0;1;0;1;0;0;2;66.7;3;2;1;0;0
143100;Verbreitung pornografischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;2,476;0;0;0;1,039;703;290;221;223;0;0;2,144;86.6;2,125;1,825;300;218;10.3
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornografischer Schriften § 184b StGB;39,171;0.8;56;0.1;13,274;11,075;6,270;5,866;2,686;0;0;36,161;92.3;35,464;29,281;6,183;6,795;19.2
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornografie § 184b Abs. 1 StGB;19,078;0.4;53;0.3;6,423;5,406;3,257;3,188;804;0;0;17,392;91.2;17,457;14,833;2,624;4,308;24.7
143211;Verbreitung von Kinderpornografie § 184b Abs. 1 Nr. 1 StGB;16,238;0.3;44;0.3;5,400;4,655;2,851;2,591;741;0;0;14,739;90.8;14,956;12,774;2,182;3,661;24.5
143212;Besitzverschaffung für andere von Kinderpornografie § 184b Abs. 1 Nr. 2 StGB;2,309;0;0;0;823;592;332;521;41;0;0;2,159;93.5;2,126;1,821;305;597;28.1
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornografie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;246;0;9;3.7;93;66;35;47;5;0;0;233;94.7;222;167;55;23;10.4
143214;Herstellung mit Verbreitungsabsicht von Kinderpornografie § 184b Abs. 1 Nr. 4 StGB;285;0;0;0;107;93;39;29;17;0;0;261;91.6;276;182;94;38;13.8
143220;Verbreitung und Herstellung von Kinderpornografie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;56;0;3;5.4;20;18;6;7;5;0;0;48;85.7;61;52;9;9;14.8
143230;Besitz oder sich Verschaffen von Kinderpornografie § 184b Abs. 3 StGB;20,037;0.4;0;0;6,831;5,651;3,007;2,671;1,877;0;0;18,721;93.4;18,773;15,149;3,624;2,586;13.8
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornografischer Schriften § 184c StGB;5,105;0.1;25;0.5;1,893;1,449;667;696;400;0;0;4,619;90.5;4,615;3,762;853;480;10.4
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornografie § 184c Abs. 1 StGB;2,451;0;25;1;880;713;332;380;146;0;0;2,243;91.5;2,332;1,860;472;260;11.1
143511;Verbreitung von Jugendpornografie § 184c Abs. 1 Nr. 1 StGB;1,911;0;22;1.2;646;545;281;310;129;0;0;1,732;90.6;1,848;1,487;361;211;11.4
143512;Besitzverschaffung für andere von Jugendpornografie § 184c Abs. 1 Nr. 2 StGB;263;0;0;0;120;75;25;34;9;0;0;249;94.7;258;199;59;21;8.1
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;125;0;3;2.4;49;44;11;16;5;0;0;121;96.8;102;89;13;12;11.8
143514;Herstellung mit Verbreitungsabsicht von Jugendpornografie § 184c Abs. 1 Nr. 4 StGB;152;0;0;0;65;49;15;20;3;0;0;141;92.8;147;104;43;16;10.9
143520;Verbreitung und Herstellung von Jugendpornografie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;14;0;0;0;2;7;3;1;1;0;0;12;85.7;15;11;4;4;26.7
143530;Besitz oder sich Verschaffen von Jugendpornografie § 184c Abs. 3 StGB;2,640;0.1;0;0;1,011;729;332;315;253;0;0;2,364;89.5;2,336;1,953;383;223;9.5
145000;Verletzung des Intimbereichs durch Bildaufnahmen § 184k StGB;543;0;0;0;114;182;125;100;22;0;0;414;76.2;374;321;53;76;20.3
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;737,666;14.6;55,356;7.5;190,064;213,320;142,121;186,469;5,692;3,709;1,073;647,158;87.7;550,376;439,793;110,583;170,065;30.9
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;30,125;0.6;6,492;21.6;3,756;7,643;7,173;11,494;59;1,220;106;18,590;61.7;23,511;21,282;2,229;9,489;40.4
210010;Sonstiger Raub § 249 StGB;2,615;0.1;531;20.3;404;734;618;856;3;5;0;1,570;60;2,292;2,094;198;915;39.9
210020;Sonstiger schwerer Raub § 250 StGB;816;0;166;20.3;123;204;220;267;2;96;11;521;63.8;930;868;62;393;42.3
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210040;Räuberischer Diebstahl § 252 StGB;7,101;0.1;734;10.3;940;2,103;1,854;2,200;4;21;2;5,539;78;6,072;5,259;813;2,805;46.2
210050;Sonstige räuberische Erpressung § 255 StGB;2,342;0;1,121;47.9;379;685;491;752;35;101;9;1,847;78.9;2,566;2,353;213;986;38.4
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;53;0;21;39.6;16;19;7;11;0;12;1;38;71.7;53;50;3;19;35.8
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);28;0;13;46.4;7;12;1;8;0;9;1;27;96.4;39;36;3;12;30.8
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;1;0;1;100;0;1;0;0;0;0;0;2;200;2;2;0;1;50
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;6;0;1;16.7;0;2;0;4;0;3;0;6;100;13;13;0;8;61.5
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;21;0;11;52.4;7;9;1;4;0;6;1;19;90.5;24;21;3;3;12.5
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;25;0;8;32;9;7;6;3;0;3;0;11;44;14;14;0;7;50
211210;Raub auf Postfilialen und -agenturen § 249 StGB;4;0;1;25;1;1;2;0;0;0;0;3;75;7;7;0;2;28.6
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;14;0;4;28.6;6;3;3;2;0;3;0;3;21.4;3;3;0;2;66.7
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;7;0;3;42.9;2;3;1;1;0;0;0;5;71.4;4;4;0;3;75
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1,531;0;416;27.2;296;444;353;438;0;529;35;848;55.4;1,018;988;30;307;30.2
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;116;0;27;23.3;15;27;22;52;0;8;0;54;46.6;74;71;3;30;40.5
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;472;0;131;27.8;59;100;139;174;0;198;16;258;54.7;358;347;11;114;31.8
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;332;0;132;39.8;78;95;77;82;0;112;5;187;56.3;242;234;8;80;33.1
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;94;0;23;24.5;21;37;16;20;0;27;1;48;51.1;75;74;1;22;29.3
212110;Raub auf Spielhallen § 249 StGB;16;0;7;43.8;2;5;3;6;0;1;0;8;50;11;10;1;5;45.5
212120;Schwerer Raub auf Spielhallen § 250 StGB;45;0;10;22.2;11;14;10;10;0;12;0;18;40;31;31;0;11;35.5
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;33;0;6;18.2;8;18;3;4;0;14;1;22;66.7;34;34;0;7;20.6
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;517;0;103;19.9;123;185;99;110;0;184;13;301;58.2;349;342;7;82;23.5
212210;Raub auf Tankstellen § 249 StGB;37;0;12;32.4;8;15;3;11;0;2;0;22;59.5;24;24;0;6;25
212220;Schwerer Raub auf Tankstellen § 250 StGB;277;0;45;16.2;66;92;52;67;0;101;11;157;56.7;220;217;3;59;26.8
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;203;0;46;22.7;49;78;44;32;0;81;2;122;60.1;128;124;4;23;18
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;31;0;4;12.9;7;10;2;12;0;7;0;12;38.7;24;22;2;3;12.5
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;30;0;4;13.3;7;10;2;11;0;6;0;11;36.7;23;21;2;3;13
213110;Raub auf Geld- und Kassenboten § 249 StGB;11;0;2;18.2;2;4;1;4;0;0;0;3;27.3;7;6;1;1;14.3
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;14;0;2;14.3;4;5;0;5;0;4;0;7;50;15;14;1;2;13.3
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;5;0;0;0;1;1;1;2;0;2;0;1;20;1;1;0;0;0
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;1;0;0;0;0;0;0;1;0;1;0;1;100;1;1;0;0;0
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;120;0;44;36.7;18;38;30;34;0;11;0;78;65;111;100;11;41;36.9
214079;Räuberischer Angriff auf sonstige Kraftfahrer;87;0;30;34.5;16;31;18;22;0;7;0;55;63.2;72;65;7;32;44.4
214100;Beraubung von Taxifahrern;33;0;14;42.4;2;7;12;12;0;4;0;23;69.7;39;35;4;9;23.1
216000;Handtaschenraub;802;0;210;26.2;64;190;209;339;0;6;1;310;38.7;357;326;31;176;49.3
216010;Handtaschenraub § 249 StGB;720;0;185;25.7;55;174;192;299;0;1;0;270;37.5;306;277;29;151;49.3
216020;Handtaschenraub § 250 StGB;66;0;17;25.8;7;14;14;31;0;3;1;38;57.6;54;52;2;30;55.6
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;16;0;8;50;2;2;3;9;0;2;0;2;12.5;3;3;0;1;33.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;12,307;0.2;2,768;22.5;1,085;2,514;2,813;5,884;11;279;29;5,978;48.6;8,911;8,312;599;3,504;39.3
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;7,094;0.1;1,245;17.6;573;1,442;1,670;3,402;7;6;0;3,106;43.8;4,740;4,374;366;1,938;40.9
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;2,380;0;476;20;185;426;477;1,290;2;158;21;1,150;48.3;2,152;2,034;118;907;42.1
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;2;0;0;0;0;2;0;0;0;0;0;3;150;5;4;1;3;60
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;2,831;0.1;1,047;37;327;644;666;1,192;2;115;8;1,719;60.7;2,589;2,463;126;915;35.3
218000;Raub zur Erlangung von Betäubungsmitteln;129;0;34;26.4;26;37;36;29;1;16;0;93;72.1;154;145;9;53;34.4
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;44;0;12;27.3;5;14;11;13;1;1;0;34;77.3;48;47;1;20;41.7
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;48;0;15;31.3;12;14;14;8;0;7;0;31;64.6;65;60;5;16;24.6
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;37;0;7;18.9;9;9;11;8;0;8;0;28;75.7;41;38;3;17;41.5
219000;Raubüberfälle in Wohnungen;2,278;0;443;19.4;398;665;540;672;3;137;18;1,756;77.1;2,629;2,307;322;989;37.6
219010;Raub in Wohnungen § 249 StGB;976;0;99;10.1;163;309;226;278;0;2;0;723;74.1;1,009;869;140;359;35.6
219020;Schwerer Raub in Wohnungen § 250 StGB;673;0;92;13.7;108;179;179;206;1;104;16;483;71.8;898;802;96;344;38.3
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219050;Räuberische Erpressung in Wohnungen § 255 StGB;629;0;252;40.1;127;177;135;188;2;31;2;550;87.4;769;679;90;313;40.7
220000;Körperverletzung §§ 223-227, 229, 231 StGB;483,703;9.6;43,344;9;121,152;139,066;95,292;126,198;1,995;381;760;431,892;89.3;394,559;310,077;84,482;127,925;32.4
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;71;0;0;0;17;25;13;16;0;0;0;52;73.2;70;55;15;12;17.1
221010;Körperverletzung mit Todesfolge § 227 StGB;70;0;0;0;17;25;12;16;0;0;0;51;72.9;67;53;14;10;14.9
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;1;0;0;0;0;0;1;0;0;0;0;1;100;3;2;1;2;66.7
