1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
100000;Straftaten gegen die sexuelle Selbstbestimmung insgesamt;63,782;1.1;3,128;4.9;18,515;18,111;11,739;14,298;1,119;26;1;51,133;80.2;45,536;43,036;2,500;13,377;29.4
110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;29,952;0.5;2,286;7.6;7,499;8,488;5,994;7,803;168;24;0;23,794;79.4;22,887;22,518;369;9,022;39.4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9,234;0.2;1,018;11;2,370;2,563;1,838;2,408;55;18;0;7,757;84;8,047;7,945;102;3,102;38.5
111700;Vergewaltigung § 177 Abs. 6, 7, 8 StGB;8,106;0.1;884;10.9;1,997;2,220;1,668;2,175;46;11;0;6,806;84;7,051;6,977;74;2,754;39.1
111710;Vergewaltigung § 177 Abs. 6 Nr. 1, 2 StGB (ohne Schlüssel 111730);6,491;0.1;779;12;1,591;1,778;1,351;1,740;31;5;0;5,522;85.1;5,620;5,574;46;2,218;39.5
111720;Vergewaltigung im besonders schweren Fall § 177 Abs. 6 Nr. 1, 2 i. V. m. Abs. 7, 8 StGB;673;0;58;8.6;159;207;149;151;7;6;0;529;78.6;637;618;19;306;48
111730;Vergewaltigung von widerstandsunfähigen Personen (§ 177 Abs. 2 Nr. 1, Abs. 4) gem. § 177 Abs. 6 Nr. 1, 2 StGB;942;0;47;5;247;235;168;284;8;0;0;755;80.1;839;830;9;245;29.2
111800;Sexueller Übergriff und sexuelle Nötigung im besonders schweren Fall § 177 Abs. 1, 2, 4, 5 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;1,119;0;133;11.9;370;341;168;231;9;7;0;943;84.3;1,027;999;28;355;34.6
111810;Sexueller Übergriff im besonders schweren Fall § 177 Abs. 1, 2 (ohne Nr. 1) i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;417;0;72;17.3;138;129;63;86;1;2;0;339;81.3;370;363;7;111;30
111820;Sexuelle Nötigung im besonders schweren Fall § 177 Abs. 5 i.V.m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;543;0;54;9.9;176;176;73;111;7;5;0;475;87.5;507;490;17;205;40.4
111830;Sexueller Übergriff an widerstandsunfähigen Personen im besonders schweren Fall § 177 Abs. 2 Nr. 1, Abs. 4 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;159;0;7;4.4;56;36;32;34;1;0;0;129;81.1;153;149;4;39;25.5
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;9;0;1;11.1;3;2;2;2;0;0;0;8;88.9;8;7;1;3;37.5
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;6,291;0.1;1,035;16.5;1,802;1,813;1,099;1,523;54;4;0;5,148;81.8;5,106;5,014;92;1,808;35.4
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9 StGB;2,520;0;410;16.3;738;705;377;684;16;1;0;2,039;80.9;2,014;1,982;32;740;36.7
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;3,109;0.1;585;18.8;854;934;591;694;36;3;0;2,555;82.2;2,569;2,523;46;956;37.2
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;662;0;40;6;210;174;131;145;2;0;0;554;83.7;573;559;14;128;22.3
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;638;0;39;6.1;216;169;123;126;4;0;0;614;96.2;513;474;39;78;15.2
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174 StGB;424;0;32;7.5;165;120;62;73;4;0;0;405;95.5;362;333;29;56;15.5
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;36;0;1;2.8;10;10;3;13;0;0;0;34;94.4;38;34;4;7;18.4
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;3;0;0;0;1;1;1;0;0;0;0;3;100;3;3;0;0;0
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;175;0;6;3.4;40;38;57;40;0;0;0;172;98.3;112;105;7;15;13.4
114000;Sexuelle Belästigung § 184i StGB;13,742;0.2;193;1.4;3,104;3,933;2,930;3,720;55;2;0;10,250;74.6;9,717;9,579;138;4,224;43.5
115000;Straftaten aus Gruppen § 184j StGB;47;0;1;2.1;7;10;4;26;0;0;0;25;53.2;63;63;0;42;66.7
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;21,454;0.4;786;3.7;6,466;6,353;3,809;4,494;332;2;1;16,187;75.4;13,784;13,241;543;3,191;23.2
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;12,321;0.2;633;5.1;4,431;3,601;1,904;2,103;282;2;1;10,618;86.2;9,357;8,933;424;1,790;19.1
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;105;0;0;0;32;23;24;22;4;0;0;91;86.7;93;87;6;12;12.9
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;5,357;0.1;434;8.1;2,010;1,613;830;844;60;1;1;4,891;91.3;4,604;4,427;177;941;20.4
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;1,574;0;38;2.4;387;469;279;434;5;0;0;949;60.3;865;820;45;234;27.1
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;421;0;60;14.3;153;137;69;43;19;0;0;360;85.5;345;328;17;47;13.6
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;2,439;0;0;0;949;703;335;299;153;0;0;2,104;86.3;1,626;1,535;91;186;11.4
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;930;0;24;2.6;391;263;137;132;7;1;0;864;92.9;823;799;24;175;21.3
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;174;0;11;6.3;35;33;23;80;3;0;0;147;84.5;144;126;18;14;9.7
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;1,321;0;66;5;474;360;207;249;31;0;0;1,212;91.7;1,230;1,175;55;216;17.6
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8,199;0.1;0;0;1,711;2,485;1,766;2,224;13;0;0;4,730;57.7;3,874;3,774;100;1,292;33.4
132010;Exhibitionistische Handlungen § 183 StGB;7,186;0.1;0;0;1,519;2,202;1,546;1,907;12;0;0;3,988;55.5;3,174;3,174;0;1,114;35.1
132020;Erregung öffentlichen Ärgernisses § 183a StGB;1,013;0;0;0;192;283;220;317;1;0;0;742;73.2;782;682;100;206;26.3
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;934;0;153;16.4;324;267;139;167;37;0;0;839;89.8;791;769;22;180;22.8
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;220;0;72;32.7;73;46;32;61;8;0;0;187;85;181;176;5;44;24.3
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;714;0;81;11.3;251;221;107;106;29;0;0;652;91.3;618;601;17;136;22
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;12,376;0.2;56;0.5;4,550;3,270;1,936;2,001;619;0;0;11,152;90.1;10,249;8,641;1,608;1,478;14.4
140010;Ausübung der verbotenen Prostitution § 184f StGB;644;0;0;0;74;60;128;382;0;0;0;637;98.9;353;27;326;208;58.9
140020;Jugendgefährdende Prostitution § 184g StGB;32;0;0;0;21;5;6;0;0;0;0;31;96.9;31;4;27;20;64.5
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;125;0;24;19.2;28;34;27;29;7;0;0;102;81.6;108;80;28;38;35.2
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;96;0;24;25;26;24;18;23;5;0;0;77;80.2;82;59;23;23;28
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;49;0;16;32.7;16;10;10;10;3;0;0;39;79.6;41;34;7;7;17.1
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;47;0;8;17;10;14;8;13;2;0;0;38;80.9;42;26;16;16;38.1
141200;Ausbeuten von Prostituierten § 180a StGB;29;0;0;0;2;10;9;6;2;0;0;25;86.2;26;21;5;15;57.7
142000;Zuhälterei § 181a StGB;140;0;0;0;16;31;36;55;2;0;0;122;87.1;139;115;24;79;56.8
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;11,435;0.2;32;0.3;4,411;3,140;1,739;1,535;610;0;0;10,260;89.7;9,632;8,424;1,208;1,138;11.8
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;1,086;0;0;0;331;311;189;176;79;0;0;873;80.4;820;720;100;116;14.1
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;110;0;0;0;42;28;18;16;6;0;0;96;87.3;95;86;9;15;15.8
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;59;0;0;0;19;13;9;10;8;0;0;45;76.3;52;44;8;8;15.4
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;1,127;0;0;0;457;338;129;121;82;0;0;967;85.8;939;827;112;109;11.6
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;7,449;0.1;19;0.3;2,852;1,976;1,195;1,052;374;0;0;6,777;91;6,547;5,809;738;774;11.8
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;3,955;0.1;19;0.5;1,555;1,064;609;542;185;0;0;3,573;90.3;3,487;3,064;423;448;12.8
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;3,440;0.1;14;0.4;1,338;934;528;469;171;0;0;3,090;89.8;3,053;2,702;351;402;13.2
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;319;0;0;0;138;73;49;48;11;0;0;302;94.7;273;242;31;29;10.6
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;117;0;5;4.3;47;35;17;17;1;0;0;107;91.5;116;101;15;13;11.2
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;79;0;0;0;32;22;15;8;2;0;0;74;93.7;80;53;27;9;11.3
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;32;0;0;0;14;10;4;1;3;0;0;30;93.8;35;31;4;9;25.7
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;3,462;0.1;0;0;1,283;902;582;509;186;0;0;3,174;91.7;3,190;2,873;317;326;10.2
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;1,604;0;13;0.8;710;474;199;160;61;0;0;1,502;93.6;1,475;1,222;253;140;9.5
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;895;0;12;1.3;428;239;101;96;31;0;0;828;92.5;840;648;192;86;10.2
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;646;0;3;0.5;284;170;86;77;29;0;0;584;90.4;649;497;152;63;9.7
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;117;0;0;0;82;26;6;3;0;0;0;116;99.1;60;46;14;3;5
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornographie § 184c Abs. 1 Nr. 3 StGB;54;0;9;16.7;24;17;6;5;2;0;0;52;96.3;61;53;8;8;13.1
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;78;0;0;0;38;26;3;11;0;0;0;76;97.4;74;56;18;13;17.6
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;10;0;1;10;7;1;0;1;1;0;0;7;70;12;12;0;0;0
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;699;0;0;0;275;234;98;63;29;0;0;667;95.4;653;591;62;58;8.9
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;787,387;14.2;52,815;6.7;204,309;225,498;158,874;195,783;2,923;3,663;1,009;686,630;87.2;608,918;494,033;114,885;186,941;30.7
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;36,756;0.7;7,549;20.5;4,531;9,553;9,200;13,417;55;1,475;102;20,951;57;26,172;23,747;2,425;10,618;40.6
210010;Sonstiger Raub § 249 StGB;2,701;0;530;19.6;479;827;562;826;7;2;0;1,562;57.8;2,217;2,023;194;890;40.1
210020;Sonstiger schwerer Raub § 250 StGB;836;0;169;20.2;122;225;167;319;3;100;14;480;57.4;837;760;77;318;38
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210040;Räuberischer Diebstahl § 252 StGB;8,306;0.1;839;10.1;1,053;2,389;2,295;2,568;1;11;2;6,380;76.8;7,251;6,245;1,006;3,406;47
210050;Sonstige räuberische Erpressung § 255 StGB;2,489;0;1,114;44.8;464;715;487;800;23;114;13;1,935;77.7;2,537;2,355;182;944;37.2
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;91;0;34;37.4;32;36;13;9;1;37;1;63;69.2;71;69;2;20;28.2
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);60;0;29;48.3;23;22;8;6;1;23;0;47;78.3;49;47;2;15;30.6
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;4;0;4;100;1;2;0;1;0;0;0;2;50;2;2;0;0;0
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;13;0;4;30.8;6;4;1;1;1;4;0;8;61.5;13;13;0;5;38.5
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;43;0;21;48.8;16;16;7;4;0;19;0;37;86;34;32;2;10;29.4
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;31;0;5;16.1;9;14;5;3;0;14;1;16;51.6;22;22;0;5;22.7
211210;Raub auf Postfilialen und -agenturen § 249 StGB;1;0;0;0;0;0;1;0;0;0;0;1;100;1;1;0;0;0
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;18;0;2;11.1;5;8;3;2;0;11;0;7;38.9;10;10;0;3;30
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;12;0;3;25;4;6;1;1;0;3;1;8;66.7;11;11;0;2;18.2
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;2,687;0;679;25.3;411;802;548;924;2;796;28;1,436;53.4;1,692;1,627;65;549;32.4
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;227;0;54;23.8;23;46;58;100;0;5;0;114;50.2;166;157;9;68;41
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;826;0;207;25.1;81;188;164;392;1;258;10;416;50.4;588;566;22;210;35.7
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;496;0;170;34.3;83;156;101;156;0;168;4;264;53.2;313;304;9;84;26.8
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;511;0;116;22.7;80;199;102;129;1;137;7;233;45.6;331;315;16;137;41.4
212110;Raub auf Spielhallen § 249 StGB;64;0;23;35.9;14;19;18;12;1;6;0;29;45.3;34;33;1;15;44.1
212120;Schwerer Raub auf Spielhallen § 250 StGB;282;0;61;21.6;40;94;54;94;0;81;5;125;44.3;204;191;13;85;41.7
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;165;0;32;19.4;26;86;30;23;0;50;2;79;47.9;111;109;2;47;42.3
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;627;0;132;21.1;144;213;123;147;0;228;7;409;65.2;502;487;15;112;22.3
212210;Raub auf Tankstellen § 249 StGB;63;0;23;36.5;18;28;8;9;0;4;0;41;65.1;47;47;0;8;17
212220;Schwerer Raub auf Tankstellen § 250 StGB;303;0;54;17.8;64;87;49;103;0;110;3;199;65.7;287;281;6;69;24
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;261;0;55;21.1;62;98;66;35;0;114;4;169;64.8;215;204;11;45;20.9
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;76;0;23;30.3;19;19;13;25;0;15;2;31;40.8;83;79;4;37;44.6
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;69;0;19;27.5;17;17;12;23;0;13;1;28;40.6;57;54;3;14;24.6
213110;Raub auf Geld- und Kassenboten § 249 StGB;20;0;4;20;2;4;4;10;0;1;0;5;25;12;10;2;5;41.7
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;41;0;15;36.6;13;10;6;12;0;10;1;20;48.8;42;41;1;9;21.4
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;8;0;0;0;2;3;2;1;0;2;0;3;37.5;3;3;0;0;0
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;7;0;4;57.1;2;2;1;2;0;2;1;3;42.9;26;25;1;23;88.5
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;2;0;2;100;0;1;0;1;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;5;0;2;40;2;1;1;1;0;2;1;3;60;26;25;1;23;88.5
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;181;0;50;27.6;35;63;33;49;1;18;0;92;50.8;117;111;6;36;30.8
214079;Räuberischer Angriff auf sonstige Kraftfahrer;114;0;32;28.1;26;44;18;25;1;12;0;60;52.6;69;64;5;21;30.4
214100;Beraubung von Taxifahrern;67;0;18;26.9;9;19;15;24;0;6;0;32;47.8;49;48;1;16;32.7
216000;Handtaschenraub;1,565;0;381;24.3;143;382;380;660;0;3;1;476;30.4;518;471;47;221;42.7
216010;Handtaschenraub § 249 StGB;1,448;0;348;24;135;350;349;614;0;1;0;433;29.9;463;424;39;199;43
216020;Handtaschenraub § 250 StGB;101;0;29;28.7;6;28;25;42;0;2;1;38;37.6;51;45;6;20;39.2
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;16;0;4;25;2;4;6;4;0;0;0;5;31.3;8;6;2;3;37.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;15,391;0.3;3,269;21.2;1,318;3,347;4,105;6,608;13;272;27;6,554;42.6;9,559;8,952;607;3,790;39.6
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;9,620;0.2;1,610;16.7;736;2,041;2,577;4,259;7;6;0;3,649;37.9;5,446;5,059;387;2,259;41.5
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;2,647;0;519;19.6;205;516;674;1,250;2;154;16;1,116;42.2;2,010;1,908;102;882;43.9
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;3,123;0.1;1,140;36.5;377;790;853;1,099;4;112;11;1,789;57.3;2,634;2,508;126;867;32.9
218000;Raub zur Erlangung von Betäubungsmitteln;130;0;43;33.1;29;38;33;29;1;10;2;105;80.8;170;164;6;56;32.9
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;38;0;10;26.3;4;8;10;15;1;0;0;30;78.9;48;47;1;18;37.5
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;38;0;8;21.1;12;14;5;7;0;5;2;31;81.6;63;61;2;19;30.2
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;54;0;25;46.3;13;16;18;7;0;5;0;44;81.5;60;57;3;20;33.3
219000;Raubüberfälle in Wohnungen;2,303;0;418;18.2;426;710;564;600;3;97;12;1,837;79.8;2,821;2,534;287;966;34.2
219010;Raub in Wohnungen § 249 StGB;1,031;0;99;9.6;168;319;272;270;2;0;0;783;75.9;1,148;1,008;140;350;30.5
219020;Schwerer Raub in Wohnungen § 250 StGB;637;0;81;12.7;114;189;143;191;0;64;9;476;74.7;921;835;86;368;40
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219050;Räuberische Erpressung in Wohnungen § 255 StGB;635;0;238;37.5;144;202;149;139;1;33;3;578;91;806;742;64;269;33.4
220000;Körperverletzung §§ 223-227, 229, 231 StGB;554,635;10;39,339;7.1;141,641;159,096;112,990;140,495;413;240;699;491,015;88.5;466,753;374,668;92,085;148,030;31.7
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;88;0;0;0;28;23;15;21;1;0;0;75;85.2;93;72;21;19;20.4
221010;Körperverletzung mit Todesfolge § 227 StGB;88;0;0;0;28;23;15;21;1;0;0;75;85.2;93;72;21;19;20.4
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;136,727;2.5;20,315;14.9;30,513;38,107;29,819;38,207;81;139;638;112,736;82.5;144,161;121,584;22,577;55,359;38.4
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;75,176;1.4;12,058;16;19,642;21,271;14,797;19,414;52;80;323;66,547;88.5;81,318;66,084;15,234;31,882;39.2
